#{"t_start": 1787940115.601541, "env_id": "None"}
r,l,t
4.3,5,2.802285
-3.1,3,2.828394
-3.6,13,2.880792
-3.1,3,2.913923
3.4,11,2.961202
-3.0,1,2.987855
-3.45,10,3.032953
-3.0,1,3.058465
-3.0,1,3.082963
-3.15,4,3.114175
3.7,9,3.153046
-3.0,1,3.1782
3.85,8,3.213534
-3.05,2,3.235242
-3.05,2,3.26625
-3.05,2,3.296662
-3.25,6,3.330215
-3.35,8,3.368415
-3.3,7,3.397804
-3.1,3,3.424707
-3.15,4,3.454835
4.6,3,3.480899
4.3,5,3.508412
-3.0,1,3.531476
-3.35,8,3.565062
-3.0,1,3.588555
-3.1,3,3.614111
-3.35,8,3.645405
4.3,5,3.683715
-3.1,3,3.711529
-3.1,3,3.739592
-3.0,1,3.762733
-3.0,1,3.788627
-3.0,1,3.816074
-3.0,1,3.83631
-3.65,14,3.879799
-3.2,5,3.907442
4.75,2,3.932777
3.55,10,3.970596
-3.35,8,4.179202
-3.35,8,4.214269
4.6,3,4.242626
-3.15,4,4.278818
-3.05,2,4.308068
-3.4,9,4.351286
-3.65,14,4.399193
-3.0,1,4.422576
-3.1,3,4.45096
4.75,2,4.480304
-3.45,10,4.524941
-3.7,15,4.583325
-3.4,9,4.615335
-3.15,4,4.641357
-3.45,10,4.68554
-3.2,5,4.71607
-3.7,15,4.76735
4.15,6,4.806501
-1.75,15,4.855398
-3.0,1,4.886734
-3.25,6,4.920626
3.25,12,4.96197
-3.0,1,4.985934
-3.25,6,5.021104
-3.05,2,5.047174
3.7,9,5.086048
-1.75,15,5.137527
-3.65,14,5.182398
3.25,12,5.225788
3.55,10,5.263672
-3.0,1,5.28768
4.75,2,5.314208
4.6,3,5.343902
-3.3,7,5.380772
3.7,9,5.418833
-3.2,5,5.609907
4.15,6,5.641036
4.3,5,5.673444
4.0,7,5.706589
-3.25,6,5.735428
-3.1,3,5.75962
-3.0,1,5.7817
-3.35,8,5.815999
-3.05,2,5.842419
3.4,11,5.879354
-3.05,2,5.904254
-3.0,1,5.927854
-3.2,5,5.960901
-3.25,6,5.994466
4.45,4,6.025429
4.15,6,6.060509
-3.25,6,6.093059
-3.0,1,6.11671
-3.3,7,6.152217
-3.0,1,6.178087
-3.1,3,6.208735
-3.1,3,6.237108
-3.0,1,6.265019
-3.6,13,6.307145
-3.15,4,6.337419
-3.05,2,6.363587
-3.45,10,6.404653
4.3,5,6.439017
-3.15,4,6.467108
-3.0,1,6.491857
-3.1,3,6.518069
3.85,8,6.55413
-3.05,2,6.577195
4.3,5,6.608053
4.6,3,6.635408
-3.05,2,6.659553
4.3,5,6.687622
-3.25,6,6.722894
-3.05,2,6.74868
-3.25,6,6.778219
-3.05,2,6.805159
-3.55,12,6.852673
-3.0,1,6.877184
-3.1,3,6.90449
-3.1,3,6.936735
-3.1,3,6.962607
-3.2,5,6.988862
4.3,5,7.020055
-3.05,2,7.045639
4.9,1,7.065752
-3.1,3,7.09149
-3.0,1,7.113965
-3.0,1,7.132278
3.7,9,7.168243
-3.05,2,7.191924
-3.05,2,7.217544
-3.0,1,7.238864
-3.5,11,7.279273
-3.0,1,7.300394
-3.05,2,7.323608
-3.0,1,7.350163
-3.0,1,7.375247
3.85,8,7.576088
-3.5,11,7.615047
4.6,3,7.63741
-3.2,5,7.66831
-3.3,7,7.703994
4.6,3,7.729231
4.45,4,7.756622
-3.35,8,7.789774
-1.75,15,7.839257
-3.05,2,7.864187
4.45,4,7.895627
4.3,5,7.926822
-3.25,6,7.96165
-3.4,9,8.001571
-3.0,1,8.0261
-3.05,2,8.050474
-3.65,14,8.093383
4.75,2,8.118655
-3.25,6,8.150294
4.0,7,8.182321
-3.55,12,8.223915
-3.15,4,8.252219
-3.25,6,8.282067
4.45,4,8.310227
-3.0,1,8.335466
-3.1,3,8.364201
-3.1,3,8.393681
4.15,6,8.424372
-3.35,8,8.460332
-3.0,1,8.481791
-3.0,1,8.505882
-3.45,10,8.539751
4.3,5,8.57435
3.55,10,8.609508
4.15,6,8.641105
-3.2,5,8.669153
-3.0,1,8.690217
-3.35,8,8.731675
3.7,9,8.768545
-3.5,11,8.810181
-3.05,2,8.833842
4.6,3,8.862207
-3.0,1,8.883491
-3.0,1,8.905075
4.15,6,8.935899
-3.15,4,8.965178
4.75,2,8.99693
-3.0,1,9.021585
3.7,9,9.221996
-3.15,4,9.252466
-3.25,6,9.290244
-3.2,5,9.318557
-3.0,1,9.343506
-3.15,4,9.369646
4.0,7,9.405519
-3.2,5,9.437289
-3.25,6,9.470733
-3.35,8,9.50631
-3.45,10,9.541913
-3.0,1,9.564036
3.1,13,9.611915
-3.0,1,9.635098
-3.15,4,9.661286
4.45,4,9.689919
4.45,4,9.724721
-3.15,4,9.752586
3.4,11,9.796305
4.15,6,9.831581
-3.0,1,9.853242
-3.4,9,9.893728
-3.05,2,9.922337
-3.15,4,9.949943
3.55,10,9.986812
-3.15,4,10.015004
-3.2,5,10.043526
3.85,8,10.073994
3.55,10,10.111184
4.45,4,10.146742
2.95,14,10.1944
-3.05,2,10.215632
4.75,2,10.236772
-3.0,1,10.258233
-3.45,10,10.295598
4.6,3,10.324394
-3.1,3,10.351273
4.3,5,10.380858
4.9,1,10.405022
4.15,6,10.43633
-1.75,15,10.480083
-3.35,8,10.514234
-3.5,11,10.552691
4.75,2,10.578454
3.4,11,10.769855
4.45,4,10.801828
-3.05,2,10.828773
4.15,6,10.861811
-3.05,2,10.882974
-3.1,3,10.910155
-3.4,9,10.947582
-3.35,8,10.980731
-3.0,1,11.002291
-3.05,2,11.027503
-3.45,10,11.07001
-3.7,15,11.117935
4.3,5,11.154424
-3.15,4,11.183609
-3.25,6,11.216258
-3.35,8,11.249917
-3.1,3,11.276947
-3.25,6,11.307326
4.15,6,11.33986
4.75,2,11.364626
4.45,4,11.395002
4.0,7,11.427896
-3.35,8,11.459641
3.25,12,11.498048
4.6,3,11.520058
-3.05,2,11.547971
-3.05,2,11.576485
-3.05,2,11.605972
3.85,8,11.637116
3.4,11,11.673752
-3.1,3,11.696563
4.45,4,11.721695
4.45,4,11.749783
4.45,4,11.778462
-3.2,5,11.80981
-3.4,9,11.845837
4.3,5,11.87767
-3.15,4,11.905158
4.45,4,11.933468
-3.15,4,11.962724
-3.05,2,11.986456
-3.25,6,12.016522
-3.0,1,12.050546
-3.2,5,12.081527
4.15,6,12.121669
4.6,3,12.149638
-3.1,3,12.181618
-3.0,1,12.209768
4.45,4,12.237801
-3.35,8,12.279475
-3.1,3,12.309375
4.15,6,12.345784
4.45,4,12.549452
-3.5,11,12.59358
3.7,9,12.632567
4.45,4,12.66233
-3.3,7,12.699052
4.15,6,12.731924
4.45,4,12.763949
4.15,6,12.794009
3.85,8,12.830775
4.15,6,12.858008
-3.0,1,12.880248
4.3,5,12.914923
3.55,10,12.947748
4.45,4,12.973622
-3.1,3,12.999454
4.75,2,13.023369
4.6,3,13.047652
-3.0,1,13.067796
-3.4,9,13.099506
3.55,10,13.137957
4.75,2,13.163328
-3.0,1,13.186283
-3.25,6,13.218616
-3.1,3,13.252506
4.45,4,13.282905
4.0,7,13.321476
-3.05,2,13.347155
-3.1,3,13.369687
4.0,7,13.403188
-3.05,2,13.426188
4.3,5,13.453232
4.9,1,13.478616
4.3,5,13.512657
3.4,11,13.554566
-3.25,6,13.585636
-3.0,1,13.608429
4.45,4,13.634293
-3.15,4,13.664535
-3.6,13,13.704371
3.4,11,13.747703
-3.45,10,13.793616
4.45,4,13.828613
3.55,10,13.868687
-3.1,3,13.895565
3.55,10,13.941184
-3.5,11,14.147316
4.3,5,14.179145
4.3,5,14.21046
-3.35,8,14.243341
-3.1,3,14.269964
3.55,10,14.309631
4.6,3,14.335017
-3.25,6,14.366903
3.7,9,14.406902
4.3,5,14.436548
4.15,6,14.472318
4.6,3,14.502921
-3.65,14,14.543267
-3.35,8,14.577617
-3.4,9,14.60954
-3.0,1,14.632891
4.45,4,14.662464
-3.4,9,14.697191
-3.6,13,14.739943
3.55,10,14.775099
4.45,4,14.801325
-3.4,9,14.835967
3.25,12,14.875836
3.7,9,14.90831
-3.0,1,14.931584
4.3,5,14.961524
4.45,4,14.987246
-1.75,15,15.036564
4.6,3,15.061701
4.3,5,15.089558
4.15,6,15.120899
4.45,4,15.149368
-3.0,1,15.170428
-3.65,14,15.217885
-3.5,11,15.258046
4.75,2,15.280486
-3.1,3,15.307148
4.15,6,15.343576
-3.05,2,15.36889
3.85,8,15.579077
3.85,8,15.613404
-1.75,15,15.661139
-3.45,10,15.702271
3.55,10,15.741502
4.45,4,15.767697
4.3,5,15.797865
3.7,9,15.835768
4.75,2,15.865795
4.15,6,15.901204
4.15,6,15.92965
-3.65,14,15.971254
4.3,5,16.002183
-3.2,5,16.029523
3.55,10,16.065729
-3.2,5,16.092965
-3.05,2,16.116385
3.85,8,16.147623
-3.7,15,16.193421
4.15,6,16.224406
-1.75,15,16.269296
-3.1,3,16.2946
-3.25,6,16.325775
3.4,11,16.364147
-3.1,3,16.389684
4.15,6,16.420382
4.75,2,16.443064
-3.4,9,16.475654
3.4,11,16.513399
-3.25,6,16.546137
4.0,7,16.58182
3.85,8,16.613671
4.6,3,16.644361
4.3,5,16.670895
4.15,6,16.705831
-3.0,1,16.732353
4.45,4,16.760197
3.7,9,16.960319
4.15,6,16.989934
3.7,9,17.033303
3.85,8,17.07889
4.75,2,17.106918
4.75,2,17.131822
-3.1,3,17.160741
-3.1,3,17.188598
4.45,4,17.216188
4.0,7,17.249186
-1.75,15,17.293931
4.6,3,17.320516
-3.6,13,17.366613
-1.75,15,17.414205
-3.5,11,17.454051
4.0,7,17.485928
4.45,4,17.513206
3.4,11,17.552888
3.7,9,17.589676
-3.15,4,17.617258
3.4,11,17.652782
4.45,4,17.679289
4.3,5,17.709393
4.3,5,17.739857
-3.05,2,17.765886
-3.4,9,17.801154
3.55,10,17.840765
4.0,7,17.873377
4.6,3,17.904926
-1.75,15,17.948752
3.4,11,17.984351
4.6,3,18.010117
4.45,4,18.03813
4.15,6,18.075353
4.0,7,18.114576
-3.1,3,18.139881
-3.6,13,18.335521
4.0,7,18.369246
-1.75,15,18.418154
-3.05,2,18.444964
-3.25,6,18.477102
-3.65,14,18.522106
-3.3,7,18.552694
-3.1,3,18.580865
-3.25,6,18.615272
3.7,9,18.65083
-1.75,15,18.698577
-3.05,2,18.72347
3.7,9,18.767002
4.45,4,18.804019
-3.2,5,18.845014
4.6,3,18.875517
-3.35,8,18.918711
-3.65,14,18.967782
-1.75,15,19.018662
4.0,7,19.050442
4.45,4,19.080714
3.85,8,19.115862
3.85,8,19.154397
4.45,4,19.185518
4.45,4,19.216069
4.0,7,19.249741
4.9,1,19.277813
-3.15,4,19.308536
-3.15,4,19.333606
-3.25,6,19.375123
-3.5,11,19.414991
-3.4,9,19.45346
4.3,5,19.481682
4.0,7,19.515206
4.6,3,19.541879
4.75,2,19.565797
-3.15,4,19.591348
-3.45,10,19.629616
-3.25,6,19.801916
4.3,5,19.827577
3.55,10,19.862758
4.75,2,19.890102
4.75,2,19.917362
4.45,4,19.946522
-3.55,12,19.996972
4.75,2,20.025829
4.75,2,20.051124
3.7,9,20.0902
-3.55,12,20.136916
4.15,6,20.172717
-3.2,5,20.202262
4.3,5,20.231812
4.9,1,20.256643
-1.75,15,20.30707
4.6,3,20.342064
4.45,4,20.378821
4.3,5,20.427756
3.7,9,20.486998
4.0,7,20.537938
3.55,10,20.582639
4.3,5,20.615658
4.6,3,20.647925
4.9,1,20.673463
3.85,8,20.711642
-3.05,2,20.739264
-3.2,5,20.767257
-3.4,9,20.809975
4.0,7,20.849433
-3.3,7,20.883269
4.15,6,20.920611
-3.0,1,20.944073
-3.4,9,20.980282
3.7,9,21.013408
3.85,8,21.054264
-3.05,2,21.079838
4.6,3,21.108709
4.45,4,21.133561
3.85,8,21.165818
4.3,5,21.196094
3.7,9,21.235724
3.55,10,21.425172
4.15,6,21.455
4.75,2,21.484092
-1.75,15,21.540497
3.4,11,21.583556
4.3,5,21.612719
3.55,10,21.647233
4.6,3,21.677628
4.3,5,21.71305
3.85,8,21.756001
3.7,9,21.792705
4.3,5,21.825227
3.85,8,21.857381
-3.6,13,21.901378
-1.75,15,21.949935
-3.65,14,21.997126
-3.05,2,22.024269
3.55,10,22.062274
-3.35,8,22.096508
4.6,3,22.123563
-3.3,7,22.160301
-1.75,15,22.208698
4.3,5,22.245631
4.0,7,22.276428
3.4,11,22.313138
4.0,7,22.347424
3.55,10,22.390873
3.1,13,22.433337
-3.0,1,22.461033
4.6,3,22.486568
4.75,2,22.513657
-3.15,4,22.547307
4.6,3,22.57151
4.45,4,22.598655
4.15,6,22.634998
4.6,3,22.662598
4.0,7,22.850716
3.55,10,22.888445
3.85,8,22.922613
3.4,11,22.963088
4.75,2,22.991164
-3.3,7,23.025388
4.15,6,23.055309
-3.1,3,23.082136
4.15,6,23.114242
-3.05,2,23.136777
3.85,8,23.168678
-3.35,8,23.204323
-1.75,15,23.253812
4.6,3,23.28072
4.15,6,23.313734
-3.0,1,23.342106
4.6,3,23.367594
4.0,7,23.407456
3.7,9,23.445455
4.6,3,23.47544
4.0,7,23.512522
-3.35,8,23.551067
3.85,8,23.588852
-3.5,11,23.630094
4.45,4,23.659329
3.4,11,23.695531
-3.4,9,23.729378
4.6,3,23.755939
3.7,9,23.792547
4.15,6,23.82467
4.6,3,23.855107
3.7,9,23.893745
4.6,3,23.928963
4.6,3,23.962112
4.3,5,23.991938
4.0,7,24.025111
-1.75,15,24.067862
-3.3,7,24.100463
-3.15,4,24.128359
4.15,6,24.296197
4.45,4,24.322583
4.3,5,24.352805
3.7,9,24.390536
3.55,10,24.426854
3.55,10,24.461617
3.7,9,24.494262
4.3,5,24.528529
4.6,3,24.551729
-1.75,15,24.593741
-3.2,5,24.620411
4.45,4,24.650453
3.85,8,24.683455
3.7,9,24.716699
3.7,9,24.749444
-3.15,4,24.780017
-1.75,15,24.829119
-3.35,8,24.863128
3.55,10,24.902127
4.45,4,24.930526
4.0,7,24.96753
4.3,5,24.99574
4.15,6,25.030569
4.15,6,25.065753
-3.35,8,25.101954
-3.2,5,25.13123
4.45,4,25.158612
-1.75,15,25.207731
4.45,4,25.237773
4.9,1,25.263109
4.0,7,25.298868
-3.5,11,25.337993
4.3,5,25.368777
-3.4,9,25.404602
3.7,9,25.446043
4.45,4,25.664058
-3.25,6,25.698801
4.15,6,25.729528
-3.2,5,25.75878
4.75,2,25.780802
4.15,6,25.81043
-3.7,15,25.854995
-3.25,6,25.894542
-3.45,10,25.935451
4.6,3,25.965051
-3.55,12,26.010267
4.6,3,26.040308
3.4,11,26.083091
4.3,5,26.115355
4.15,6,26.14853
-3.2,5,26.178267
4.3,5,26.213008
4.15,6,26.248883
4.6,3,26.283866
4.45,4,26.311533
3.4,11,26.352549
4.6,3,26.385524
-3.2,5,26.417727
4.6,3,26.447533
3.85,8,26.489716
-3.5,11,26.530782
-3.45,10,26.57236
3.1,13,26.613476
4.0,7,26.645483
4.45,4,26.673537
3.7,9,26.709882
4.45,4,26.741424
4.15,6,26.778199
4.45,4,26.808953
4.6,3,26.838741
4.0,7,26.872442
-1.75,15,26.924834
4.75,2,26.951581
4.6,3,26.98083
-1.75,15,27.174537
4.3,5,27.21052
4.3,5,27.235261
4.6,3,27.262403
-3.35,8,27.294395
-3.55,12,27.330861
-3.0,1,27.353929
4.0,7,27.390838
2.95,14,27.438308
4.45,4,27.470097
3.25,12,27.512527
4.75,2,27.547292
4.45,4,27.575003
4.6,3,27.599194
3.1,13,27.638511
4.3,5,27.665921
4.15,6,27.696727
4.6,3,27.723125
-3.2,5,27.75167
4.6,3,27.781968
-3.7,15,27.829044
4.15,6,27.867409
3.7,9,27.909843
-1.75,15,27.95842
-3.55,12,28.002919
3.1,13,28.050487
4.0,7,28.092241
-1.75,15,28.14648
4.0,7,28.181006
4.3,5,28.213131
4.6,3,28.239365
3.55,10,28.279726
-3.1,3,28.315193
4.3,5,28.364534
-3.45,10,28.61295
4.75,2,28.643808
3.85,8,28.680198
3.7,9,28.716138
-3.4,9,28.751948
-1.75,15,28.799697
4.9,1,28.827086
4.75,2,28.861062
-1.75,15,28.909185
4.15,6,28.940907
4.15,6,28.970685
4.45,4,29.000131
4.45,4,29.027076
4.75,2,29.053944
3.1,13,29.097794
4.3,5,29.128047
-1.75,15,29.176402
3.85,8,29.215878
-3.1,3,29.242115
4.45,4,29.269129
4.45,4,29.298856
3.85,8,29.33606
4.6,3,29.361828
3.7,9,29.394949
4.45,4,29.42479
4.3,5,29.450902
-1.75,15,29.494113
3.55,10,29.533995
3.4,11,29.580122
4.6,3,29.608228
4.75,2,29.632749
4.6,3,29.661299
3.7,9,29.699431
4.6,3,29.728988
4.45,4,29.755533
4.0,7,29.793524
4.15,6,29.836526
3.7,9,29.881051
-3.45,10,30.084386
4.15,6,30.11753
4.6,3,30.14554
-3.0,1,30.16979
-3.5,11,30.209386
-1.75,15,30.256353
-3.05,2,30.283513
3.85,8,30.317825
3.4,11,30.356871
3.25,12,30.394089
-1.75,15,30.435747
4.0,7,30.465454
4.45,4,30.499657
3.55,10,30.536238
-3.45,10,30.57559
3.55,10,30.612907
3.4,11,30.64889
4.9,1,30.672976
3.4,11,30.709601
-3.25,6,30.74062
3.85,8,30.774613
4.6,3,30.799911
3.85,8,30.835478
-3.55,12,30.878027
4.75,2,30.901049
4.6,3,30.931292
4.0,7,30.96979
-3.0,1,30.995384
4.75,2,31.025832
4.45,4,31.056406
-1.75,15,31.101224
4.0,7,31.133052
3.7,9,31.177069
3.4,11,31.230381
4.75,2,31.260599
4.0,7,31.29931
4.15,6,31.482877
3.55,10,31.526222
4.45,4,31.555031
4.3,5,31.592701
-1.75,15,31.636796
4.15,6,31.66244
-3.45,10,31.699828
4.6,3,31.728329
-1.75,15,31.773246
4.75,2,31.7994
-3.5,11,31.84468
3.85,8,31.878092
4.0,7,31.911921
4.0,7,31.941013
4.15,6,31.969082
-1.75,15,32.012259
4.6,3,32.040199
4.0,7,32.076126
3.55,10,32.124372
4.45,4,32.152685
4.45,4,32.188037
-3.45,10,32.224808
4.15,6,32.258696
4.3,5,32.290848
-3.5,11,32.331599
4.75,2,32.356631
3.25,12,32.402742
4.0,7,32.434989
3.85,8,32.471529
4.6,3,32.4974
4.15,6,32.527372
3.85,8,32.559545
4.75,2,32.588732
4.45,4,32.620535
4.0,7,32.660595
4.6,3,32.695484
4.0,7,32.879531
3.55,10,32.924378
-1.75,15,32.970927
4.45,4,33.00071
4.3,5,33.033271
4.45,4,33.062426
-1.75,15,33.110119
3.85,8,33.144142
3.4,11,33.188636
-1.75,15,33.238163
3.85,8,33.274268
4.0,7,33.309818
4.6,3,33.335935
4.6,3,33.364455
-3.25,6,33.399186
4.75,2,33.424798
4.6,3,33.447988
4.9,1,33.473352
4.45,4,33.502247
-3.4,9,33.538939
4.0,7,33.569822
4.15,6,33.600077
4.45,4,33.62753
3.85,8,33.661277
4.75,2,33.693099
4.3,5,33.720763
4.45,4,33.748584
4.6,3,33.778468
-3.05,2,33.800028
4.75,2,33.827045
4.3,5,33.85508
3.85,8,33.893474
4.6,3,33.917319
4.75,2,33.943344
4.6,3,33.969828
3.85,8,34.00017
4.15,6,34.03142
3.1,13,34.078225
-3.7,15,34.119774
4.45,4,34.148447
-3.35,8,34.182821
4.6,3,34.360245
4.3,5,34.393826
-1.75,15,34.442324
4.15,6,34.476733
-3.15,4,34.507556
-3.5,11,34.548263
4.45,4,34.575584
4.6,3,34.607258
4.3,5,34.638045
3.55,10,34.676977
4.0,7,34.711017
4.75,2,34.73328
4.3,5,34.760863
4.3,5,34.789816
4.75,2,34.820522
3.7,9,34.855161
-3.65,14,34.897133
-1.75,15,34.945772
3.7,9,34.978954
3.4,11,35.020798
-1.75,15,35.062086
-3.55,12,35.100021
-1.75,15,35.14303
3.85,8,35.175536
4.75,2,35.201437
4.3,5,35.232114
4.6,3,35.256883
4.45,4,35.286469
4.3,5,35.315551
4.3,5,35.346376
-3.35,8,35.380653
-1.75,15,35.428821
3.85,8,35.46651
-3.2,5,35.495116
4.6,3,35.527021
-1.75,15,35.731216
4.45,4,35.764883
4.75,2,35.796833
4.6,3,35.825152
4.45,4,35.851315
-3.6,13,35.894702
4.15,6,35.928523
3.7,9,35.970416
4.3,5,36.001487
4.15,6,36.03568
4.45,4,36.06356
3.55,10,36.109854
-3.4,9,36.151638
4.0,7,36.186389
3.4,11,36.231235
4.6,3,36.261685
4.0,7,36.293803
4.15,6,36.326198
4.6,3,36.353273
3.55,10,36.388427
-1.75,15,36.431707
-1.75,15,36.478159
4.6,3,36.502234
4.75,2,36.525042
-3.5,11,36.570902
4.6,3,36.599232
-3.35,8,36.630452
4.3,5,36.660364
3.85,8,36.692134
4.45,4,36.722656
3.85,8,36.755815
-3.45,10,36.790903
3.25,12,36.828132
4.45,4,36.858515
4.45,4,36.890109
4.45,4,36.915497
-1.75,15,37.10157
-1.75,15,37.143726
4.3,5,37.172349
-1.75,15,37.214877
2.8,15,37.264067
4.0,7,37.302676
-3.15,4,37.332387
3.85,8,37.367517
4.0,7,37.402184
4.0,7,37.431799
-1.75,15,37.479957
4.3,5,37.515274
4.0,7,37.551178
4.45,4,37.586477
4.0,7,37.620376
4.3,5,37.64947
3.7,9,37.685525
-3.4,9,37.721845
3.55,10,37.760512
3.55,10,37.796904
-1.75,15,37.846326
3.7,9,37.883822
4.45,4,37.912801
4.45,4,37.942028
4.15,6,37.978078
-3.55,12,38.017388
4.6,3,38.044231
-1.75,15,38.095909
3.7,9,38.138659
3.55,10,38.330159
3.55,10,38.363572
4.6,3,38.392771
3.4,11,38.428512
4.6,3,38.45813
-1.75,15,38.500289
4.6,3,38.524671
4.45,4,38.551712
3.4,11,38.591297
-3.55,12,38.626644
4.6,3,38.65286
3.85,8,38.693844
-3.35,8,38.728624
3.55,10,38.767493
4.3,5,38.800158
4.3,5,38.838586
4.0,7,38.874695
3.55,10,38.912368
4.0,7,38.956228
4.45,4,38.987022
3.85,8,39.027561
4.6,3,39.058236
3.7,9,39.097046
4.6,3,39.128998
4.3,5,39.160424
4.45,4,39.199349
-3.25,6,39.234815
4.6,3,39.267119
4.3,5,39.306539
3.4,11,39.350403
3.25,12,39.395538
4.0,7,39.429725
3.85,8,39.466268
4.75,2,39.49251
3.55,10,39.53647
3.55,10,39.578724
3.85,8,39.765735
4.45,4,39.791301
4.6,3,39.816199
-1.75,15,39.861671
4.6,3,39.889426
4.75,2,39.916774
4.6,3,39.942512
3.25,12,39.979822
4.15,6,40.011351
3.85,8,40.045329
4.45,4,40.075042
3.7,9,40.112576
3.55,10,40.152839
4.0,7,40.182532
4.0,7,40.215728
3.85,8,40.253386
-1.75,15,40.296135
4.15,6,40.326904
3.7,9,40.363972
4.75,2,40.391636
3.1,13,40.447343
4.15,6,40.486436
3.85,8,40.525897
4.75,2,40.552454
-3.5,11,40.592041
4.15,6,40.621161
4.75,2,40.647767
4.6,3,40.678311
4.3,5,40.711916
4.15,6,40.746234
3.7,9,40.786742
4.6,3,40.813859
4.75,2,40.840926
4.6,3,40.865104
-1.75,15,40.91856
4.45,4,40.947348
4.3,5,40.980849
4.3,5,41.011132
3.7,9,41.054382
3.4,11,41.245053
4.45,4,41.27373
4.0,7,41.306133
-1.75,15,41.352097
3.25,12,41.391492
-3.7,15,41.433742
4.45,4,41.462512
4.6,3,41.489436
4.15,6,41.522323
4.6,3,41.55129
-3.55,12,41.590136
3.7,9,41.626968
4.45,4,41.655401
4.3,5,41.682794
4.45,4,41.708852
4.15,6,41.738812
4.45,4,41.764617
4.3,5,41.796852
4.3,5,41.826507
4.45,4,41.857294
4.3,5,41.885401
4.0,7,41.921309
4.15,6,41.95043
4.75,2,41.98119
-1.75,15,42.039524
4.0,7,42.076845
4.15,6,42.108385
4.3,5,42.142879
4.6,3,42.171597
-3.55,12,42.225386
-3.6,13,42.276565
4.45,4,42.3087
4.6,3,42.342026
4.45,4,42.379055
4.6,3,42.414206
4.45,4,42.447418
4.75,2,42.473619
4.15,6,42.508437
4.3,5,42.541538
4.15,6,42.579655
4.45,4,42.749841
4.45,4,42.780735
4.3,5,42.810053
3.55,10,42.850294
4.75,2,42.883115
3.7,9,42.919364
4.15,6,42.954013
-1.75,15,42.997412
3.25,12,43.037635
4.6,3,43.064298
4.6,3,43.095013
-1.75,15,43.139518
4.3,5,43.166928
-1.75,15,43.210384
3.55,10,43.247354
4.15,6,43.276387
4.15,6,43.305145
4.6,3,43.330029
-3.3,7,43.362812
4.6,3,43.394935
4.15,6,43.426725
3.7,9,43.463885
4.6,3,43.490604
4.75,2,43.511653
4.0,7,43.543004
3.55,10,43.576123
3.7,9,43.60998
4.75,2,43.63667
-1.75,15,43.682229
4.15,6,43.719677
3.7,9,43.753485
3.55,10,43.799609
4.75,2,43.825447
3.85,8,43.865735
4.3,5,43.896085
3.55,10,43.938266
4.3,5,44.123866
4.0,7,44.160146
4.15,6,44.196427
4.3,5,44.229677
4.45,4,44.258332
4.45,4,44.284016
4.75,2,44.310221
3.55,10,44.349126
4.0,7,44.381817
3.85,8,44.414104
-1.75,15,44.456811
4.3,5,44.48363
3.25,12,44.523028
4.15,6,44.555537
4.45,4,44.585308
4.45,4,44.612368
-3.65,14,44.656361
-1.75,15,44.703206
4.15,6,44.730856
3.55,10,44.764518
4.3,5,44.794861
4.75,2,44.819951
3.85,8,44.855942
4.6,3,44.88031
-1.75,15,44.924057
3.4,11,44.958542
4.3,5,44.988952
3.7,9,45.029862
4.0,7,45.070271
-3.1,3,45.092854
