episode,reward,length,elapsed_seconds
1,-3.15,4,0.04250526428222656
2,-3.0,1,0.06595802307128906
3,-3.0,1,0.0958704948425293
4,4.3,5,0.1377544403076172
5,3.85,8,0.17802762985229492
6,-3.0,1,0.20026803016662598
7,-3.05,2,0.22305822372436523
8,-3.25,6,0.2526414394378662
9,-3.05,2,0.27918171882629395
10,-3.0,1,0.2997889518737793
11,4.15,6,0.333721399307251
12,-3.3,7,0.36711812019348145
13,-3.0,1,0.39000725746154785
14,-3.0,1,0.4145476818084717
15,-3.1,3,0.4404275417327881
16,-3.0,1,0.46253013610839844
17,-3.1,3,0.4919087886810303
18,-3.05,2,0.5160765647888184
19,-3.3,7,0.5582795143127441
20,4.449999999999999,4,0.5868082046508789
21,-3.0,1,0.6113541126251221
22,-1.75,15,0.654172420501709
23,-3.1,3,0.681535005569458
24,-3.4,9,0.7142515182495117
25,3.85,8,0.7574784755706787
26,-3.1,3,0.7820570468902588
27,4.3,5,0.8142580986022949
28,-3.05,2,0.8353326320648193
29,-3.1,3,0.861945629119873
30,-3.0,1,0.8831126689910889
31,4.75,2,0.9066476821899414
32,-3.5,11,0.9452698230743408
33,-3.2,5,0.9732084274291992
34,4.3,5,1.0001335144042969
35,4.15,6,1.0301823616027832
36,4.6000000000000005,3,1.0568881034851074
37,-3.0,1,1.0797269344329834
38,-3.5,11,1.1162989139556885
39,4.0,7,1.1488780975341797
40,-3.15,4,1.1761984825134277
41,4.15,6,1.2099978923797607
42,3.55,10,1.2523760795593262
43,-3.15,4,1.2826018333435059
44,-3.05,2,1.3079359531402588
45,-3.3,7,1.3439505100250244
46,-3.05,2,1.3670480251312256
47,-3.0,1,1.3896441459655762
48,-3.6,13,1.4341251850128174
49,-3.3,7,1.465721607208252
50,4.449999999999999,4,1.494288444519043
51,-3.0,1,1.5168788433074951
52,4.6000000000000005,3,1.5445442199707031
53,-3.0,1,1.5691392421722412
54,-3.0,1,1.5927135944366455
55,-3.05,2,1.6255099773406982
56,-3.25,6,1.6551847457885742
57,4.6000000000000005,3,1.6837279796600342
58,3.85,8,1.7202990055084229
59,2.8,15,1.919426441192627
60,-3.05,2,1.9525291919708252
61,-3.05,2,1.9764623641967773
62,4.0,7,2.0087878704071045
63,4.449999999999999,4,2.0354650020599365
64,3.6999999999999997,9,2.0743095874786377
65,-3.1,3,2.100151777267456
66,-3.65,14,2.1447255611419678
67,4.449999999999999,4,2.173720598220825
68,4.15,6,2.202622175216675
69,-3.0,1,2.228079080581665
70,-3.25,6,2.2572925090789795
71,-3.45,10,2.29601788520813
72,-3.2,5,2.324410915374756
73,-3.0,1,2.3491339683532715
74,-3.0,1,2.3748230934143066
75,-1.75,15,2.4269511699676514
76,4.449999999999999,4,2.4622397422790527
77,-3.5,11,2.5019569396972656
78,-3.15,4,2.5356082916259766
79,4.3,5,2.5661187171936035
80,4.0,7,2.6027841567993164
81,-3.15,4,2.630967855453491
82,-3.0,1,2.652933359146118
83,-3.15,4,2.6869237422943115
84,-3.1,3,2.7218406200408936
85,4.15,6,2.7567813396453857
86,-3.0,1,2.7899856567382812
87,-3.0,1,2.8185741901397705
88,-3.0,1,2.8510193824768066
89,-3.1,3,2.88139271736145
90,-3.15,4,2.9139275550842285
91,-3.05,2,2.943708896636963
92,-3.4,9,2.982928514480591
93,4.15,6,3.01857328414917
94,-1.75,15,3.072366714477539
95,4.75,2,3.099897861480713
96,-3.2,5,3.131913423538208
97,-3.1,3,3.1579325199127197
98,4.0,7,3.193359375
99,-3.2,5,3.2224135398864746
100,-3.05,2,3.2456741333007812
101,4.6000000000000005,3,3.275095224380493
102,-3.25,6,3.308788537979126
103,-3.15,4,3.337841272354126
104,-3.2,5,3.3704044818878174
105,-3.1,3,3.4019415378570557
106,-3.0,1,3.4282145500183105
107,-3.0,1,3.448270559310913
108,-3.3,7,3.4809703826904297
109,-3.25,6,3.5088982582092285
110,-1.75,15,3.700021743774414
111,-3.35,8,3.7333664894104004
112,-3.0,1,3.7566757202148438
113,-3.6,13,3.799079179763794
114,-3.05,2,3.8222410678863525
115,4.6000000000000005,3,3.8460021018981934
116,-3.0,1,3.871767997741699
117,-3.0,1,3.9001526832580566
118,4.6000000000000005,3,3.9353110790252686
119,-3.05,2,3.9631876945495605
120,4.3,5,3.9943625926971436
121,-3.0,1,4.0158843994140625
122,-3.1,3,4.044646501541138
123,4.6000000000000005,3,4.07469630241394
124,-3.0,1,4.101294755935669
125,-3.0,1,4.1287195682525635
126,-3.0,1,4.14867639541626
127,3.85,8,4.185589551925659
128,3.85,8,4.223898887634277
129,4.3,5,4.251106023788452
130,-3.25,6,4.284064769744873
131,-3.15,4,4.312320947647095
132,4.0,7,4.343057155609131
133,-3.1,3,4.3683977127075195
134,4.75,2,4.393851280212402
135,-3.2,5,4.424261093139648
136,-3.05,2,4.451145887374878
137,-3.1,3,4.479580402374268
138,4.6000000000000005,3,4.508125305175781
139,-3.0,1,4.534790992736816
140,4.3,5,4.567714691162109
141,4.449999999999999,4,4.6026833057403564
142,3.25,12,4.649227142333984
143,-3.25,6,4.682238817214966
144,4.449999999999999,4,4.711210489273071
145,-3.1,3,4.741549968719482
146,-3.3,7,4.783008098602295
147,-3.2,5,4.823528528213501
148,4.6000000000000005,3,4.8561692237854
149,4.0,7,4.892796039581299
150,-3.0,1,4.915503263473511
151,-3.1,3,4.943262577056885
152,-3.5,11,4.982225179672241
153,-3.15,4,5.0100157260894775
154,4.75,2,5.035701513290405
155,-3.0,1,5.057628154754639
156,-3.0,1,5.078861236572266
157,4.15,6,5.108065843582153
158,-3.0,1,5.128851890563965
159,4.6000000000000005,3,5.1560752391815186
160,-3.15,4,5.185246706008911
161,-3.05,2,5.210834980010986
162,4.449999999999999,4,5.238017797470093
163,4.0,7,5.276125192642212
164,-3.05,2,5.306606769561768
165,-3.1,3,5.334395170211792
166,-3.0,1,5.359501123428345
167,-3.6,13,5.397503137588501
168,4.15,6,5.428789377212524
169,-3.0,1,5.453261375427246
170,-3.0,1,5.4787375926971436
171,-3.35,8,5.662156820297241
172,-3.15,4,5.689039945602417
173,-1.75,15,5.732871770858765
174,-3.25,6,5.764918565750122
175,-3.0,1,5.786991119384766
176,-3.1,3,5.813553333282471
177,-3.15,4,5.8415422439575195
178,-3.05,2,5.864284992218018
179,-3.1,3,5.888078212738037
180,-3.05,2,5.9142725467681885
181,-3.0,1,5.938249588012695
182,-3.15,4,5.967088937759399
183,-3.0,1,5.990458011627197
184,-3.3,7,6.02524471282959
185,-3.0,1,6.046808958053589
186,-3.1,3,6.071336030960083
187,4.9,1,6.096820116043091
188,-3.05,2,6.122392416000366
189,-1.75,15,6.17826509475708
190,4.3,5,6.216198444366455
191,4.6000000000000005,3,6.252043008804321
192,-3.0,1,6.280663967132568
193,-3.25,6,6.318483352661133
194,-3.65,14,6.365015983581543
195,-3.4,9,6.413148403167725
196,3.55,10,6.461636066436768
197,-3.1,3,6.496646881103516
198,-3.4,9,6.534710884094238
199,4.9,1,6.560844898223877
200,-3.15,4,6.587625026702881
201,3.55,10,6.6278228759765625
202,-3.0,1,6.65226149559021
203,-3.4,9,6.689960479736328
204,-3.05,2,6.719380617141724
205,-3.2,5,6.767847061157227
206,-3.15,4,6.811375141143799
207,-3.25,6,6.852229118347168
208,-3.25,6,6.891291379928589
209,4.15,6,6.937238931655884
210,-3.4,9,6.981441974639893
211,-3.6,13,7.02204442024231
212,-1.75,15,7.068694114685059
213,-3.15,4,7.095371246337891
214,-3.05,2,7.124300718307495
215,4.15,6,7.156430721282959
216,-3.05,2,7.182508707046509
217,-3.05,2,7.2159388065338135
218,-3.0,1,7.243966102600098
219,-3.05,2,7.26789665222168
220,-3.15,4,7.297578811645508
221,-3.35,8,7.490835189819336
222,-3.0,1,7.522880554199219
223,-3.0,1,7.552700519561768
224,-3.0,1,7.583562135696411
225,-3.1,3,7.607703685760498
226,4.0,7,7.644254684448242
227,-3.05,2,7.667142629623413
228,-3.25,6,7.707836151123047
229,-3.0,1,7.7375452518463135
230,-3.1,3,7.772911548614502
231,4.75,2,7.798685789108276
232,-3.05,2,7.828391075134277
233,3.55,10,7.872629404067993
234,-3.0,1,7.897236585617065
235,-3.0,1,7.922848224639893
236,-1.75,15,7.970308303833008
237,-3.1,3,8.001770496368408
238,-3.2,5,8.039046049118042
239,4.9,1,8.063319206237793
240,-3.3,7,8.10236930847168
241,-3.05,2,8.125754833221436
242,4.3,5,8.152623653411865
243,-3.1,3,8.177486181259155
244,-3.1,3,8.206226348876953
245,3.85,8,8.24458622932434
246,-3.3,7,8.279642105102539
247,-3.55,12,8.326864957809448
248,4.3,5,8.357030868530273
249,-3.1,3,8.382885456085205
250,4.449999999999999,4,8.412440538406372
251,3.6999999999999997,9,8.448970556259155
252,3.55,10,8.486828327178955
253,-3.0,1,8.512648582458496
254,-3.1,3,8.539704084396362
255,-3.0,1,8.562723159790039
256,-3.0,1,8.5842764377594
257,3.85,8,8.617491483688354
258,4.449999999999999,4,8.64333724975586
259,-3.15,4,8.668428421020508
260,-3.0,1,8.69443941116333
261,-3.05,2,8.71658706665039
262,-3.25,6,8.75076174736023
263,4.3,5,8.785837650299072
264,4.449999999999999,4,8.811482429504395
265,-3.05,2,8.833028078079224
266,-3.35,8,8.873689413070679
267,4.6000000000000005,3,8.905648469924927
268,4.0,7,8.936158180236816
269,-3.05,2,8.961047410964966
270,-3.05,2,8.985641241073608
271,-3.1,3,9.020495176315308
272,-3.05,2,9.046405792236328
273,-3.05,2,9.076535940170288
274,3.85,8,9.111140727996826
275,-3.05,2,9.141124963760376
276,-3.0,1,9.167122602462769
277,-3.3,7,9.199909210205078
278,-3.4,9,9.235264301300049
279,-3.0,1,9.25955080986023
280,-3.15,4,9.288360595703125
281,-3.05,2,9.316062211990356
282,-3.45,10,9.526659488677979
283,-3.1,3,9.56100058555603
284,4.3,5,9.599900484085083
285,3.85,8,9.642224311828613
286,-3.35,8,9.682888507843018
287,4.15,6,9.721302509307861
288,3.6999999999999997,9,9.757826328277588
289,4.15,6,9.796031951904297
290,4.449999999999999,4,9.830489873886108
291,-3.1,3,9.864363193511963
292,3.55,10,9.907205820083618
293,4.15,6,9.940388202667236
294,-3.2,5,9.968320608139038
295,-3.45,10,10.008410215377808
296,3.6999999999999997,9,10.041379451751709
297,-3.25,6,10.073557615280151
298,4.449999999999999,4,10.101271867752075
299,-3.15,4,10.13127326965332
300,-3.4,9,10.169383764266968
301,-3.0,1,10.193799257278442
302,-3.2,5,10.224954605102539
303,4.15,6,10.256906032562256
304,-3.15,4,10.285759449005127
305,4.9,1,10.310978174209595
306,4.449999999999999,4,10.336819887161255
307,-3.15,4,10.364032506942749
308,-1.75,15,10.405536890029907
309,3.25,12,10.44361162185669
310,-3.15,4,10.468737840652466
311,4.449999999999999,4,10.498273849487305
312,4.15,6,10.526796102523804
313,3.85,8,10.560569763183594
314,4.449999999999999,4,10.58685302734375
315,-3.05,2,10.614486932754517
316,4.3,5,10.642139434814453
317,-3.25,6,10.671207666397095
318,-3.0,1,10.692882537841797
319,4.449999999999999,4,10.72295093536377
320,4.3,5,10.753266096115112
321,-3.05,2,10.779606819152832
322,-3.2,5,10.813594102859497
323,-3.1,3,10.844886302947998
324,4.0,7,10.880860090255737
325,-3.15,4,10.912790775299072
326,-3.15,4,10.943948984146118
327,4.3,5,10.980353116989136
328,-3.7,15,11.181841373443604
329,-3.05,2,11.210420608520508
330,4.15,6,11.243582963943481
331,-3.15,4,11.271106481552124
332,-3.15,4,11.297162055969238
333,-3.65,14,11.341090202331543
334,-3.45,10,11.38643193244934
335,-3.05,2,11.414029836654663
336,4.15,6,11.447820901870728
337,4.0,7,11.481915950775146
338,-3.05,2,11.510167837142944
339,-3.25,6,11.544370412826538
340,-3.05,2,11.573283433914185
341,-3.05,2,11.600764989852905
342,4.3,5,11.633444786071777
343,-3.0,1,11.660897970199585
344,-3.15,4,11.68631100654602
345,-3.1,3,11.714184761047363
346,4.3,5,11.743709325790405
347,3.4,11,11.779314517974854
348,-3.55,12,11.81782865524292
349,-3.1,3,11.849282026290894
350,4.15,6,11.880603551864624
351,-3.45,10,11.923166990280151
352,3.85,8,11.962441682815552
353,-3.05,2,11.985772132873535
354,-3.2,5,12.013156652450562
355,-3.0,1,12.037492752075195
356,-3.0,1,12.061518430709839
357,-3.35,8,12.095565795898438
358,3.4,11,12.131983518600464
359,4.3,5,12.166372060775757
360,4.449999999999999,4,12.195367097854614
361,-3.0,1,12.217500448226929
362,4.449999999999999,4,12.244757413864136
363,4.6000000000000005,3,12.273193359375
364,4.6000000000000005,3,12.303867101669312
365,-3.1,3,12.330296754837036
366,4.3,5,12.361293077468872
367,4.6000000000000005,3,12.387844562530518
368,4.449999999999999,4,12.415265321731567
369,4.0,7,12.448972940444946
370,4.15,6,12.48341679573059
371,-3.05,2,12.512709140777588
372,4.3,5,12.554482698440552
373,4.3,5,12.586840867996216
374,3.85,8,12.630520582199097
375,3.85,8,12.66855525970459
376,4.449999999999999,4,12.703198909759521
377,4.3,5,12.897758483886719
378,-3.45,10,12.937667846679688
379,-3.25,6,12.970264434814453
380,4.0,7,13.003000736236572
381,4.9,1,13.0288827419281
382,3.85,8,13.067813396453857
383,-3.25,6,13.10151219367981
384,4.15,6,13.132376909255981
385,4.75,2,13.158921957015991
386,4.0,7,13.197337865829468
387,-1.75,15,13.243584394454956
388,3.55,10,13.281052589416504
389,-3.1,3,13.305855512619019
390,4.6000000000000005,3,13.331007242202759
391,4.6000000000000005,3,13.361729860305786
392,4.449999999999999,4,13.386018514633179
393,4.3,5,13.416927814483643
394,-3.7,15,13.461408376693726
395,3.85,8,13.494246482849121
396,4.449999999999999,4,13.521373510360718
397,-3.35,8,13.555129766464233
398,4.0,7,13.58866024017334
399,3.6999999999999997,9,13.630533456802368
400,-3.5,11,13.667937278747559
401,3.1,13,13.71189832687378
402,-3.4,9,13.744970560073853
403,3.85,8,13.778209924697876
404,4.449999999999999,4,13.806222200393677
405,4.0,7,13.837562084197998
406,-3.45,10,13.878089189529419
407,-3.3,7,13.90971064567566
408,-3.45,10,13.944582462310791
409,4.0,7,13.977592945098877
410,2.9499999999999997,14,14.022748470306396
411,-3.3,7,14.057495355606079
412,-1.75,15,14.29230809211731
413,4.75,2,14.319674730300903
414,-3.25,6,14.356137990951538
415,4.15,6,14.395046949386597
416,4.15,6,14.435173988342285
417,-3.05,2,14.460314512252808
418,-3.3,7,14.492014169692993
419,-3.2,5,14.517027139663696
420,-3.25,6,14.551578044891357
421,4.3,5,14.584378004074097
422,-3.3,7,14.619148015975952
423,-3.1,3,14.646095991134644
424,-3.65,14,14.694010257720947
425,4.9,1,14.715720891952515
426,-3.7,15,14.759267807006836
427,4.3,5,14.789077758789062
428,4.15,6,14.819582223892212
429,3.6999999999999997,9,14.858577966690063
430,3.85,8,14.895910501480103
431,3.85,8,14.930044174194336
432,-3.25,6,14.960631608963013
433,-1.75,15,15.004199743270874
434,-3.0,1,15.027156352996826
435,4.6000000000000005,3,15.055246829986572
436,-3.05,2,15.081913948059082
437,-3.05,2,15.108404874801636
438,4.75,2,15.139257669448853
