#{"t_start": 1787940112.7517202, "env_id": "None"}
r,l,t
-3.0,1,0.034348
4.3,5,0.066259
-3.05,2,0.094062
-3.2,5,0.122186
-3.05,2,0.15091
-3.0,1,0.17461
-3.0,1,0.196978
4.75,2,0.221281
-3.05,2,0.247431
-3.15,4,0.278246
-3.1,3,0.302296
-3.3,7,0.335604
-3.15,4,0.366181
-3.0,1,0.39078
4.75,2,0.420965
4.6,3,0.447362
-3.15,4,0.479045
3.85,8,0.509656
-3.05,2,0.534313
-3.05,2,0.557992
-3.0,1,0.581217
-3.0,1,0.602846
-3.05,2,0.630673
-3.2,5,0.665392
-3.4,9,0.698231
-3.2,5,0.729646
4.9,1,0.751546
-3.05,2,0.785602
4.75,2,0.81425
-3.0,1,0.842841
-3.1,3,0.870212
-3.0,1,0.895098
4.6,3,0.926682
-3.0,1,0.959
-3.05,2,0.987453
-3.05,2,1.014229
-3.0,1,1.038714
-3.05,2,1.066501
4.45,4,1.100176
4.15,6,1.138196
4.45,4,1.167672
-3.0,1,1.189267
-3.0,1,1.215771
-3.0,1,1.237634
3.85,8,1.280263
4.75,2,1.314939
-3.25,6,1.348413
-3.55,12,1.398225
-3.1,3,1.426044
-3.0,1,1.45103
-3.2,5,1.480593
-3.1,3,1.506403
-3.15,4,1.542236
-3.05,2,1.571844
-3.0,1,1.600001
4.0,7,1.633304
-3.05,2,1.660971
-3.0,1,1.68448
-3.35,8,1.717512
-3.1,3,1.743243
-3.05,2,1.768528
-3.0,1,1.796155
-3.0,1,1.821095
4.6,3,1.849462
-3.25,6,1.88239
-3.0,1,1.906713
-3.15,4,1.934062
-3.05,2,1.95665
-3.2,5,1.98735
4.15,6,2.017077
4.6,3,2.042045
4.75,2,2.066603
-3.5,11,2.104481
-3.1,3,2.133234
4.15,6,2.164403
-3.0,1,2.185545
-3.0,1,2.209858
-3.0,1,2.233535
-3.1,3,2.260017
4.45,4,2.285332
-3.05,2,2.455856
-3.0,1,2.476428
-3.05,2,2.498489
-3.1,3,2.527519
4.0,7,2.563411
-3.2,5,2.598468
-3.05,2,2.628539
4.6,3,2.65803
-3.0,1,2.684866
-3.2,5,2.716622
4.75,2,2.747738
2.95,14,2.796734
-3.05,2,2.819644
4.6,3,2.854327
-3.6,13,2.901999
-1.75,15,2.969591
-3.05,2,3.005592
-3.0,1,3.030993
-3.35,8,3.068459
4.9,1,3.091642
-3.05,2,3.118609
-3.15,4,3.149346
-3.2,5,3.184969
-3.1,3,3.213606
-3.2,5,3.239157
-3.3,7,3.271976
-3.1,3,3.300202
3.55,10,3.341233
-3.05,2,3.369682
-3.0,1,3.398536
-3.15,4,3.429423
-3.05,2,3.457085
-3.0,1,3.482551
-3.05,2,3.510051
-3.3,7,3.542398
-3.2,5,3.567692
-3.0,1,3.592677
-3.35,8,3.630538
-3.0,1,3.651437
-3.4,9,3.684989
-3.15,4,3.710014
-3.1,3,3.734232
-3.0,1,3.756125
-3.0,1,3.781413
-3.0,1,3.809302
4.6,3,3.836362
4.3,5,3.867493
4.0,7,3.906022
-3.0,1,3.929436
3.55,10,3.967307
-3.1,3,3.995705
-3.0,1,4.015974
-3.0,1,4.039531
4.15,6,4.078396
-3.05,2,4.104257
4.0,7,4.146046
4.9,1,4.178465
-3.2,5,4.212319
-3.2,5,4.24521
-3.05,2,4.271374
3.55,10,4.317249
-3.1,3,4.345774
-3.15,4,4.531404
4.75,2,4.556741
-3.15,4,4.584912
4.6,3,4.613518
-3.0,1,4.637253
-3.0,1,4.66299
-3.1,3,4.694876
4.45,4,4.727791
3.85,8,4.763457
-3.35,8,4.796195
-3.05,2,4.819604
-3.0,1,4.844953
-3.05,2,4.871538
-3.0,1,4.900794
-3.0,1,4.928971
4.6,3,4.964775
-3.1,3,4.99235
-3.0,1,5.015304
-3.35,8,5.052547
-3.7,15,5.102848
-3.0,1,5.128481
-3.0,1,5.15051
4.15,6,5.181885
-3.35,8,5.219308
4.15,6,5.251218
4.6,3,5.27784
-3.2,5,5.306334
-3.65,14,5.348837
-3.3,7,5.379277
-3.1,3,5.402243
4.45,4,5.433831
4.0,7,5.465402
-3.2,5,5.498232
-3.05,2,5.523946
-3.4,9,5.56347
-3.05,2,5.586745
-3.15,4,5.615775
3.1,13,5.658307
-3.0,1,5.684149
-3.0,1,5.71299
-3.0,1,5.73726
4.75,2,5.764743
-3.5,11,5.812192
-3.0,1,5.841187
-3.25,6,5.87968
-1.75,15,5.928529
-3.0,1,5.9533
3.25,12,6.002867
-3.05,2,6.034975
-3.25,6,6.070289
-3.05,2,6.095697
-3.05,2,6.121229
-3.4,9,6.160778
4.6,3,6.185501
-3.2,5,6.215549
-3.0,1,6.235458
-3.05,2,6.410795
-3.05,2,6.433569
-3.25,6,6.464988
-3.5,11,6.504419
4.15,6,6.540054
-3.0,1,6.565574
-3.0,1,6.589413
-3.0,1,6.612553
-3.5,11,6.661128
-3.0,1,6.681452
4.75,2,6.702691
-3.2,5,6.733601
-3.0,1,6.759812
-3.0,1,6.781576
3.85,8,6.812894
-3.1,3,6.843539
-3.25,6,6.880216
-3.3,7,6.916306
4.6,3,6.948689
-3.1,3,6.979096
4.75,2,7.00871
4.75,2,7.034269
4.9,1,7.057232
4.3,5,7.092447
-3.1,3,7.122633
3.1,13,7.173069
-3.0,1,7.200084
4.15,6,7.235775
3.7,9,7.281181
4.45,4,7.312943
-3.55,12,7.350504
-3.0,1,7.375757
-3.1,3,7.401934
-3.0,1,7.425505
-3.1,3,7.452184
-3.25,6,7.491178
-3.4,9,7.53436
3.1,13,7.58321
-3.2,5,7.618169
4.45,4,7.650765
-3.0,1,7.679456
-3.0,1,7.704221
-3.0,1,7.730283
4.75,2,7.756305
-3.0,1,7.781146
-3.4,9,7.82558
-3.15,4,7.858942
-3.05,2,7.887733
-3.45,10,7.930101
-3.05,2,7.955906
-3.15,4,7.987348
-3.0,1,8.011792
-3.0,1,8.034361
4.6,3,8.062614
-3.0,1,8.083093
-3.0,1,8.107772
-3.0,1,8.130383
-1.75,15,8.178244
4.6,3,8.212591
3.85,8,8.250101
-3.15,4,8.431882
3.85,8,8.470009
-3.4,9,8.503339
-3.2,5,8.534784
-3.05,2,8.559408
-3.05,2,8.582104
-3.3,7,8.614197
-3.25,6,8.643575
-3.0,1,8.66582
-3.0,1,8.694713
-3.1,3,8.719775
-3.05,2,8.747537
-3.2,5,8.777675
3.7,9,8.813736
-3.05,2,8.83627
-3.15,4,8.86521
3.7,9,8.902394
