episode,reward,length,elapsed_seconds
1,-3.1,3,0.038968801498413086
2,-3.05,2,0.07167649269104004
3,-3.0,1,0.09293222427368164
4,-3.05,2,0.11949419975280762
5,-3.15,4,0.14616775512695312
6,-3.0,1,0.1716904640197754
7,4.9,1,0.19752955436706543
8,-3.0,1,0.22467780113220215
9,-3.3,7,0.25968480110168457
10,-3.0,1,0.2812318801879883
11,-3.0,1,0.3049349784851074
12,4.449999999999999,4,0.33489131927490234
13,-3.0,1,0.3598449230194092
14,-3.05,2,0.3868269920349121
15,-3.35,8,0.4243462085723877
16,-3.3,7,0.4534144401550293
17,-3.05,2,0.4786210060119629
18,-3.05,2,0.5036303997039795
19,-3.1,3,0.5265076160430908
20,4.449999999999999,4,0.5573215484619141
21,-3.15,4,0.5870628356933594
22,-3.15,4,0.6166055202484131
23,4.449999999999999,4,0.6426329612731934
24,-3.0,1,0.663931131362915
25,-3.1,3,0.6987123489379883
26,-3.15,4,0.727794885635376
27,-3.1,3,0.7595508098602295
28,-3.2,5,0.7962782382965088
29,4.15,6,0.8308794498443604
30,4.75,2,0.8566186428070068
31,-3.1,3,0.8839678764343262
32,-3.05,2,0.9072582721710205
33,4.3,5,0.9376766681671143
34,-3.0,1,0.9630336761474609
35,-3.05,2,0.985994815826416
36,-3.1,3,1.010481595993042
37,-3.0,1,1.0335216522216797
38,3.4,11,1.0776593685150146
39,-3.15,4,1.1064660549163818
40,-3.45,10,1.1509716510772705
41,-3.05,2,1.1738178730010986
42,4.449999999999999,4,1.2019131183624268
43,-3.05,2,1.2240567207336426
44,-3.3,7,1.266409158706665
45,-3.4,9,1.3023386001586914
46,-3.05,2,1.3261125087738037
47,4.6000000000000005,3,1.3568532466888428
48,4.0,7,1.38887619972229
49,-3.1,3,1.4175517559051514
50,4.449999999999999,4,1.4446656703948975
51,-3.1,3,1.4702248573303223
52,-3.05,2,1.4915595054626465
53,-3.0,1,1.5158610343933105
54,4.3,5,1.550464391708374
55,-3.05,2,1.578096866607666
56,4.449999999999999,4,1.6095354557037354
57,-3.0,1,1.633148431777954
58,-3.1,3,1.6625678539276123
59,-3.0,1,1.6892337799072266
60,-3.05,2,1.7225837707519531
61,4.6000000000000005,3,1.7527177333831787
62,-3.15,4,1.7848153114318848
63,-3.55,12,1.823152780532837
64,-3.0,1,1.8498589992523193
65,-3.4,9,1.8890330791473389
66,-3.25,6,1.9298603534698486
67,-3.6,13,1.970890998840332
68,-3.25,6,2.0021607875823975
69,-3.0,1,2.1693615913391113
70,4.449999999999999,4,2.198331356048584
71,-3.1,3,2.225994110107422
72,-3.3,7,2.2572381496429443
73,3.55,10,2.2926878929138184
74,3.25,12,2.332648277282715
75,-3.6,13,2.3722989559173584
76,-3.05,2,2.391996145248413
77,-3.0,1,2.4145255088806152
78,-3.15,4,2.4493837356567383
79,4.15,6,2.4862208366394043
80,-3.0,1,2.5099151134490967
81,4.75,2,2.5365796089172363
82,-3.1,3,2.5579075813293457
83,4.9,1,2.5832877159118652
84,-3.0,1,2.60723614692688
85,3.6999999999999997,9,2.641746997833252
86,4.9,1,2.667036533355713
87,-3.1,3,2.6920201778411865
88,-3.15,4,2.7207016944885254
89,-3.1,3,2.745837688446045
90,-3.0,1,2.7663943767547607
91,-3.0,1,2.787548303604126
92,-3.0,1,2.8097996711730957
93,-3.2,5,2.8393683433532715
94,-3.0,1,2.8644487857818604
95,-3.1,3,2.8921122550964355
96,-3.25,6,2.924734115600586
97,-3.0,1,2.9505040645599365
98,-3.2,5,2.981343984603882
99,-3.0,1,3.0047316551208496
100,4.6000000000000005,3,3.036027193069458
101,-3.05,2,3.060091257095337
102,-3.0,1,3.089289426803589
103,4.15,6,3.1318411827087402
104,-3.05,2,3.164999485015869
105,-3.0,1,3.1927032470703125
106,-3.2,5,3.227734327316284
107,-3.0,1,3.2567291259765625
108,-3.0,1,3.2849931716918945
109,-3.25,6,3.320380210876465
110,-3.05,2,3.349647283554077
111,-1.75,15,3.3916282653808594
112,-3.3,7,3.4245049953460693
113,4.0,7,3.4574358463287354
114,-3.05,2,3.4830493927001953
115,-3.05,2,3.506648063659668
116,-3.1,3,3.530083417892456
117,-3.15,4,3.5559165477752686
118,4.449999999999999,4,3.583249092102051
119,-3.2,5,3.6109378337860107
120,-3.15,4,3.6374459266662598
121,-3.35,8,3.6796603202819824
122,-3.2,5,3.7172908782958984
123,-3.0,1,3.7477777004241943
124,-3.1,3,3.7762160301208496
125,-3.1,3,3.805788040161133
126,4.75,2,3.831005573272705
127,4.6000000000000005,3,3.8571901321411133
128,4.75,2,3.8822548389434814
129,-3.35,8,3.9225850105285645
130,-3.15,4,3.949099540710449
131,-3.5,11,3.98506236076355
132,4.75,2,4.012753248214722
133,-3.0,1,4.040411710739136
134,-1.75,15,4.243412256240845
135,-3.0,1,4.2691264152526855
136,-3.05,2,4.290488004684448
137,-3.15,4,4.321869373321533
138,-3.1,3,4.351964712142944
139,-3.15,4,4.379724502563477
140,4.449999999999999,4,4.409334659576416
141,4.3,5,4.443539142608643
142,-3.0,1,4.4665443897247314
143,4.0,7,4.505265235900879
144,4.449999999999999,4,4.541212320327759
145,3.55,10,4.586981773376465
146,-3.0,1,4.613598585128784
147,-3.0,1,4.638877868652344
148,4.449999999999999,4,4.668028354644775
149,-3.15,4,4.697782039642334
150,4.6000000000000005,3,4.727311134338379
151,-3.05,2,4.755506992340088
152,-3.0,1,4.780483245849609
153,-3.0,1,4.8034987449646
154,-3.3,7,4.840528249740601
155,-3.0,1,4.866474390029907
156,-3.15,4,4.8929057121276855
157,4.0,7,4.928563594818115
158,4.6000000000000005,3,4.958595037460327
159,-3.0,1,4.9911298751831055
160,-3.0,1,5.021099328994751
161,4.449999999999999,4,5.0510413646698
162,-3.05,2,5.074929237365723
163,-3.0,1,5.0983757972717285
164,3.55,10,5.136189937591553
165,4.75,2,5.165881156921387
166,3.55,10,5.206084489822388
167,-3.1,3,5.236243963241577
168,4.0,7,5.271740436553955
169,-3.15,4,5.305826425552368
170,4.75,2,5.331329107284546
171,4.3,5,5.359386444091797
172,4.449999999999999,4,5.389466762542725
173,-3.05,2,5.413738012313843
174,-3.05,2,5.437489986419678
175,-3.0,1,5.4648706912994385
176,3.6999999999999997,9,5.5044519901275635
177,-3.05,2,5.535311698913574
178,4.3,5,5.573588609695435
179,4.6000000000000005,3,5.606472015380859
180,-3.1,3,5.6318278312683105
181,-3.0,1,5.655589580535889
182,-3.15,4,5.690835475921631
183,-3.0,1,5.714319229125977
184,-3.45,10,5.756483554840088
185,-3.05,2,5.783684253692627
186,-3.05,2,5.815237045288086
187,-3.1,3,5.8480918407440186
188,-3.15,4,5.873663663864136
189,-3.05,2,5.898101568222046
190,-3.45,10,5.933893203735352
191,-3.4,9,5.966613531112671
192,-3.55,12,6.007850885391235
193,4.0,7,6.0509257316589355
194,-3.0,1,6.075717210769653
195,-3.0,1,6.105979681015015
196,-3.15,4,6.137298583984375
197,-3.15,4,6.16837477684021
198,-3.0,1,6.191011667251587
199,-3.4,9,6.416429758071899
200,-3.05,2,6.443768262863159
201,-3.1,3,6.4774627685546875
202,-3.1,3,6.507635831832886
