#{"t_start": 1787939463.9337525, "env_id": "None"}
r,l,t
-3.3,7,3.511004
-3.2,5,3.539528
-3.0,1,3.56461
-3.35,8,3.600448
-3.0,1,3.623483
-3.4,9,3.659126
-3.15,4,3.688191
-3.1,3,3.717158
-3.0,1,3.741145
-3.0,1,3.768233
-3.0,1,3.792058
4.6,3,3.819401
4.3,5,3.849829
4.0,7,3.882375
-3.0,1,3.903279
3.55,10,3.943171
-3.1,3,3.971577
-3.0,1,3.991599
-3.0,1,4.011144
4.15,6,4.051969
-3.05,2,4.073388
4.0,7,4.104942
4.9,1,4.131802
-3.2,5,4.169932
-3.2,5,4.20145
-3.05,2,4.225044
3.55,10,4.263078
-3.1,3,4.289848
-3.15,4,4.461118
4.75,2,4.488713
-3.15,4,4.519091
4.6,3,4.546047
-3.0,1,4.575511
-3.0,1,4.603654
-3.1,3,4.635409
4.45,4,4.6655
3.85,8,4.704714
-3.35,8,4.739739
-3.05,2,4.765015
-3.0,1,4.796535
-3.05,2,4.824455
-3.0,1,4.853612
-3.0,1,4.875385
4.6,3,4.904708
-3.1,3,4.934783
-3.0,1,4.955364
-3.35,8,4.992771
-3.7,15,5.049469
-3.0,1,5.077762
-3.0,1,5.100828
4.15,6,5.130865
-3.35,8,5.177351
-3.25,6,5.209305
4.6,3,5.241654
-3.2,5,5.28275
-3.65,14,5.328786
-3.3,7,5.364658
-3.1,3,5.388832
4.45,4,5.418257
4.0,7,5.446562
-3.2,5,5.473938
-3.05,2,5.505082
-3.4,9,5.542458
-3.05,2,5.565647
-3.15,4,5.593539
3.1,13,5.634728
-3.0,1,5.660351
-3.0,1,5.682777
-3.0,1,5.707619
4.75,2,5.732222
-3.5,11,5.770181
-3.0,1,5.792726
-3.25,6,5.823961
-1.75,15,5.867793
-3.0,1,5.891038
3.25,12,5.936319
-3.05,2,5.963176
-3.25,6,5.993736
-3.05,2,6.020297
-3.05,2,6.043596
-3.4,9,6.078624
4.6,3,6.103038
-3.2,5,6.131266
