episode,reward,length,elapsed_seconds
1,-3.0,1,0.03371238708496094
2,4.3,5,0.06729340553283691
3,-3.05,2,0.10170125961303711
4,-3.2,5,0.1366739273071289
5,-3.05,2,0.16180109977722168
6,-3.0,1,0.18811798095703125
7,-3.0,1,0.2131509780883789
8,4.75,2,0.24053287506103516
9,-3.05,2,0.26766347885131836
10,-3.15,4,0.2949187755584717
11,-3.1,3,0.3198690414428711
12,-3.3,7,0.35315871238708496
13,-3.15,4,0.3785889148712158
14,-3.0,1,0.4020848274230957
15,4.75,2,0.42966508865356445
16,4.6000000000000005,3,0.45359349250793457
17,-3.15,4,0.4834117889404297
18,3.85,8,0.5173413753509521
19,-3.05,2,0.5422794818878174
20,-3.05,2,0.5713131427764893
21,-3.0,1,0.5964365005493164
22,-3.0,1,0.619687557220459
23,-3.05,2,0.6451153755187988
24,-3.2,5,0.6738295555114746
25,-3.4,9,0.7060718536376953
26,-3.2,5,0.7341947555541992
27,4.9,1,0.7549519538879395
28,-3.05,2,0.7858219146728516
29,4.75,2,0.810361385345459
30,-3.0,1,0.831700325012207
31,-3.1,3,0.8577234745025635
32,-3.0,1,0.8849506378173828
33,4.6000000000000005,3,0.9170465469360352
34,-3.0,1,0.945960283279419
35,-3.05,2,0.9780986309051514
36,-3.05,2,1.0101146697998047
37,-3.0,1,1.0344741344451904
38,-3.05,2,1.0599877834320068
39,4.449999999999999,4,1.0899782180786133
40,4.15,6,1.1220226287841797
41,4.449999999999999,4,1.1558282375335693
42,-3.0,1,1.176363229751587
43,-3.0,1,1.2013366222381592
44,-3.0,1,1.2260634899139404
45,3.85,8,1.267737627029419
46,4.75,2,1.294886589050293
47,-3.25,6,1.3266286849975586
48,-3.55,12,1.3672704696655273
49,-3.1,3,1.3938376903533936
50,-3.0,1,1.418393611907959
51,-3.2,5,1.454585075378418
52,-3.1,3,1.4880943298339844
53,-3.15,4,1.5167884826660156
54,-3.05,2,1.5451042652130127
55,-3.0,1,1.5679354667663574
56,4.0,7,1.5984766483306885
57,-3.05,2,1.6231939792633057
58,-3.0,1,1.6460468769073486
59,-3.35,8,1.6836953163146973
60,-3.1,3,1.7085275650024414
61,-3.05,2,1.7417628765106201
62,-3.0,1,1.7702984809875488
