#{"t_start": 1787938607.2006414, "env_id": "None"}
r,l,t
-3.05,2,0.038285
-3.15,4,0.06794
4.45,4,0.100635
-3.3,7,0.14462
-3.0,1,0.175437
4.45,4,0.206039
-3.0,1,0.227386
-3.2,5,0.256767
4.3,5,0.288923
4.0,7,0.319851
-3.5,11,0.359957
-3.0,1,0.383068
4.45,4,0.410582
2.95,14,0.458414
4.0,7,0.489185
-3.0,1,0.509497
4.45,4,0.54255
-3.2,5,0.572583
-3.0,1,0.592296
-3.15,4,0.620905
-3.0,1,0.644849
-3.1,3,0.672937
-3.0,1,0.696868
4.3,5,0.729928
-3.05,2,0.754496
-3.15,4,0.779591
-3.35,8,0.811325
-3.3,7,0.844961
4.45,4,0.872098
4.9,1,0.896236
-3.6,13,0.939293
-3.0,1,0.962955
-3.0,1,0.989589
-3.25,6,1.022294
-3.15,4,1.050322
4.9,1,1.074302
-3.1,3,1.105765
-3.2,5,1.133428
-3.05,2,1.158327
-1.75,15,1.203198
-3.05,2,1.228839
-3.2,5,1.258867
-3.0,1,1.280743
-3.05,2,1.310279
-3.35,8,1.348519
-3.05,2,1.3784
-3.05,2,1.406565
-3.35,8,1.450599
-3.3,7,1.494555
-3.0,1,1.520165
-3.05,2,1.545652
4.3,5,1.580372
-3.0,1,1.609921
4.9,1,1.636405
-3.0,1,1.665978
-3.0,1,1.695535
-3.1,3,1.726661
-3.0,1,1.754415
-3.05,2,1.787926
4.15,6,1.824278
4.15,6,1.85601
-3.0,1,1.878281
4.6,3,1.910797
4.15,6,1.944924
-3.0,1,2.112527
-3.2,5,2.145558
-3.0,1,2.170387
3.55,10,2.208143
4.15,6,2.243452
4.15,6,2.275876
-3.25,6,2.307155
4.3,5,2.33962
-3.15,4,2.368842
-3.4,9,2.409298
-3.05,2,2.435869
-3.05,2,2.464182
-3.0,1,2.491349
-3.45,10,2.531887
-3.05,2,2.559003
4.15,6,2.593991
4.75,2,2.62087
-3.0,1,2.645604
-3.0,1,2.673371
-3.5,11,2.721149
-3.05,2,2.750114
-3.05,2,2.775748
-3.15,4,2.804808
-3.0,1,2.830092
-3.05,2,2.856511
-3.05,2,2.883678
-3.3,7,2.918384
-3.1,3,2.946629
3.85,8,2.981014
-3.05,2,3.005129
-3.25,6,3.038998
-3.2,5,3.068968
-3.0,1,3.092534
4.75,2,3.118136
-3.05,2,3.143991
-3.15,4,3.176367
-3.3,7,3.215683
3.4,11,3.258229
-3.15,4,3.290647
-3.45,10,3.330738
-3.1,3,3.369692
3.7,9,3.404013
4.0,7,3.440064
-3.0,1,3.46032
-3.0,1,3.487527
-3.25,6,3.520596
-3.0,1,3.542047
-3.1,3,3.572528
4.0,7,3.606437
-3.05,2,3.630135
4.0,7,3.660803
-3.0,1,3.685025
-3.65,14,3.727201
4.3,5,3.757104
-3.2,5,3.787713
-3.05,2,3.812978
-3.15,4,3.839481
-3.0,1,3.865
4.6,3,4.055336
-3.1,3,4.08474
-3.05,2,4.10728
-3.0,1,4.130399
3.85,8,4.166696
-3.05,2,4.193313
-3.1,3,4.226603
-3.0,1,4.25055
3.4,11,4.289911
-3.15,4,4.318112
-3.0,1,4.340662
-3.05,2,4.363834
-3.0,1,4.390299
3.85,8,4.429997
4.6,3,4.457592
-3.1,3,4.481089
4.0,7,4.51373
3.85,8,4.55154
-3.3,7,4.587826
-3.25,6,4.620533
-3.1,3,4.645952
