#{"t_start": 1787939249.2124856, "env_id": "None"}
r,l,t
-3.15,4,3.078923
-3.2,5,3.112712
-3.0,1,3.133814
-3.0,1,3.157986
-1.75,15,3.204505
-3.0,1,3.227148
-3.05,2,3.253115
-3.05,2,3.280743
-3.05,2,3.303291
-3.15,4,3.331238
-3.35,8,3.367901
-3.05,2,3.393481
-3.05,2,3.421838
-3.1,3,3.448026
-3.0,1,3.475447
4.6,3,3.508314
-3.3,7,3.547047
-3.0,1,3.576096
4.15,6,3.609182
-3.0,1,3.633116
-3.1,3,3.656914
-3.15,4,3.684241
-3.35,8,3.716431
-1.75,15,3.760465
-3.0,1,3.784089
-3.0,1,3.807758
-3.05,2,3.835516
-3.0,1,3.861013
-3.25,6,3.89322
-3.05,2,3.919671
4.75,2,3.950469
4.3,5,3.981492
-3.25,6,4.012213
-3.0,1,4.03589
-3.0,1,4.057498
-3.05,2,4.081109
-3.0,1,4.110415
4.45,4,4.13866
-3.05,2,4.164186
4.3,5,4.194679
-3.2,5,4.227201
3.1,13,4.280957
-3.2,5,4.310578
3.85,8,4.500926
4.6,3,4.529083
-3.0,1,4.552672
-3.55,12,4.60072
-3.05,2,4.62691
-3.35,8,4.660918
-3.25,6,4.696336
4.6,3,4.721864
-3.05,2,4.747544
-3.1,3,4.774595
-3.4,9,4.812482
-3.1,3,4.836302
-3.05,2,4.863095
-3.1,3,4.890328
-3.35,8,4.922443
-3.0,1,4.953571
-3.4,9,4.992306
-3.0,1,5.013191
4.75,2,5.040939
-3.15,4,5.069238
-3.1,3,5.095425
4.6,3,5.128549
-3.35,8,5.169475
-3.3,7,5.204021
-3.05,2,5.231638
-3.0,1,5.262759
-3.15,4,5.297154
-3.0,1,5.32561
-3.2,5,5.359486
-3.0,1,5.38943
-3.25,6,5.419555
-1.75,15,5.461367
-3.2,5,5.490959
-3.0,1,5.51435
-3.0,1,5.537021
-3.15,4,5.566894
-3.3,7,5.606383
4.75,2,5.640137
-3.15,4,5.67151
-3.25,6,5.705456
4.0,7,5.737755
-3.0,1,5.760815
3.7,9,5.801519
4.45,4,5.835262
-3.25,6,5.870339
-3.1,3,5.89902
-3.1,3,5.926315
-1.75,15,5.977163
-3.05,2,6.008107
-1.75,15,6.061845
-3.65,14,6.102323
-3.35,8,6.289832
-3.0,1,6.310027
4.3,5,6.338787
-3.15,4,6.365401
-3.1,3,6.391978
-3.0,1,6.417067
-3.2,5,6.450172
-3.1,3,6.485666
-3.25,6,6.51501
-3.1,3,6.54356
4.15,6,6.576571
4.6,3,6.600932
4.6,3,6.627766
-3.1,3,6.654273
-3.0,1,6.678455
4.3,5,6.708575
4.6,3,6.733754
4.6,3,6.759331
-3.05,2,6.784043
-3.1,3,6.810702
-3.0,1,6.832861
-3.05,2,6.857007
-3.5,11,6.898859
-3.05,2,6.924563
-3.1,3,6.950147
-3.3,7,6.987171
4.6,3,7.017243
4.6,3,7.043051
3.85,8,7.075788
4.9,1,7.102874
-3.3,7,7.132054
-3.0,1,7.155174
-3.1,3,7.184935
4.15,6,7.221557
4.3,5,7.253216
-3.3,7,7.28906
-3.15,4,7.325994
4.6,3,7.360446
3.7,9,7.404435
4.15,6,7.446949
-3.0,1,7.4738
-3.15,4,7.501531
-3.0,1,7.527022
-3.2,5,7.559244
-3.2,5,7.590979
-3.3,7,7.628197
-3.7,15,7.677528
-3.05,2,7.701608
-3.0,1,7.725456
-3.05,2,7.748289
-3.05,2,7.771593
-3.0,1,7.79369
4.45,4,7.821337
4.0,7,7.858464
-3.05,2,7.881097
3.7,9,7.919908
-3.15,4,7.947455
-3.15,4,7.975985
-3.7,15,8.027713
-3.25,6,8.058103
3.85,8,8.269463
-3.05,2,8.293356
-3.0,1,8.320142
-3.1,3,8.348043
-3.15,4,8.376132
-3.05,2,8.402288
-3.0,1,8.428399
-3.15,4,8.458798
-3.05,2,8.487867
4.6,3,8.517024
-3.25,6,8.558404
-3.05,2,8.589487
-3.05,2,8.621217
-3.2,5,8.648778
-3.0,1,8.673321
-3.45,10,8.710946
4.0,7,8.749238
-3.05,2,8.772899
-3.0,1,8.794455
-3.35,8,8.828669
-3.35,8,8.865538
3.55,10,8.905137
-3.0,1,8.928302
-3.35,8,8.964036
-3.05,2,8.988448
-3.05,2,9.01611
-3.15,4,9.043186
-3.1,3,9.070581
-3.05,2,9.095346
-3.1,3,9.11919
-3.0,1,9.140838
4.15,6,9.172897
3.85,8,9.21042
4.15,6,9.246317
-3.3,7,9.287097
4.3,5,9.313494
-3.0,1,9.339959
-3.0,1,9.363667
-3.05,2,9.395743
-3.0,1,9.426541
-3.2,5,9.460642
-3.5,11,9.495932
-3.25,6,9.530502
-3.2,5,9.559368
-3.05,2,9.579815
-3.1,3,9.605746
-3.15,4,9.629495
-3.2,5,9.661504
-3.1,3,9.69243
-3.0,1,9.71365
-3.25,6,9.753362
4.3,5,9.784451
-3.1,3,9.812934
4.3,5,9.847269
-3.1,3,9.875037
-3.05,2,9.90149
-3.05,2,9.936239
-3.35,8,9.968426
-3.15,4,9.996074
-3.0,1,10.019721
-3.05,2,10.051093
-3.25,6,10.081921
4.75,2,10.110443
4.6,3,10.138234
4.45,4,10.175279
4.15,6,10.386281
-3.1,3,10.413487
-3.2,5,10.443977
4.75,2,10.471345
-3.15,4,10.502327
-3.15,4,10.530969
-3.15,4,10.567281
-3.0,1,10.593505
-3.2,5,10.632405
-3.4,9,10.682651
4.15,6,10.72651
-3.15,4,10.761106
-3.2,5,10.79212
-3.35,8,10.830912
-3.6,13,10.881024
4.3,5,10.913671
-1.75,15,10.961743
4.6,3,10.987116
3.7,9,11.021449
4.45,4,11.044964
-3.15,4,11.072978
-3.2,5,11.10104
-3.05,2,11.125073
-3.45,10,11.167855
4.3,5,11.195451
-3.2,5,11.222476
4.6,3,11.248634
4.3,5,11.279709
-3.3,7,11.309337
4.75,2,11.333312
-3.45,10,11.370299
-3.65,14,11.421345
-3.0,1,11.444179
-3.45,10,11.477894
4.6,3,11.505679
-3.2,5,11.537194
4.75,2,11.558018
4.9,1,11.587755
3.1,13,11.630791
4.6,3,11.657732
3.25,12,11.700083
-3.15,4,11.733976
-3.15,4,11.763911
-3.6,13,11.983419
-3.0,1,12.008629
-3.0,1,12.032776
-3.0,1,12.058211
-3.0,1,12.085376
-3.0,1,12.110578
-3.3,7,12.151279
-3.3,7,12.186389
-3.0,1,12.212067
4.45,4,12.248565
-3.1,3,12.280417
3.7,9,12.319015
-3.1,3,12.344436
-3.1,3,12.373059
-3.05,2,12.400163
-3.05,2,12.431004
4.0,7,12.473144
-3.05,2,12.506581
-3.15,4,12.540399
-3.05,2,12.564026
-1.75,15,12.613179
-3.3,7,12.642636
-1.75,15,12.692648
-3.3,7,12.731182
-3.1,3,12.763268
-3.1,3,12.792512
3.4,11,12.831558
-3.3,7,12.86488
-3.05,2,12.897889
4.6,3,12.926374
-3.35,8,12.965439
-3.0,1,12.989119
-3.15,4,13.013185
-3.1,3,13.041592
-3.15,4,13.06618
-3.05,2,13.088704
-3.0,1,13.1106
4.3,5,13.137691
-3.0,1,13.157457
-3.25,6,13.190469
4.15,6,13.225117
3.55,10,13.263893
-3.1,3,13.29031
-3.35,8,13.327594
-3.65,14,13.372933
-3.05,2,13.396131
3.85,8,13.431121
-3.0,1,13.455053
-3.05,2,13.480642
-3.1,3,13.511795
-3.35,8,13.554318
-3.1,3,13.587956
-3.4,9,13.632066
-3.0,1,13.656299
-3.1,3,13.679816
-3.15,4,13.710486
-3.05,2,13.893297
4.75,2,13.920122
-3.0,1,13.945787
3.4,11,13.985296
3.55,10,14.024122
-3.0,1,14.044841
-3.0,1,14.067841
-3.0,1,14.088565
-3.45,10,14.12186
-3.15,4,14.145512
-3.15,4,14.176224
4.15,6,14.208101
-3.65,14,14.246946
-3.6,13,14.290706
-3.0,1,14.313976
-3.05,2,14.33664
-3.35,8,14.370754
4.0,7,14.405854
4.3,5,14.436178
4.0,7,14.468322
-3.15,4,14.498611
3.85,8,14.534844
-3.2,5,14.564279
-3.15,4,14.596581
-3.05,2,14.622851
4.75,2,14.648958
-3.15,4,14.685615
-3.4,9,14.724307
-3.2,5,14.753298
-3.05,2,14.776629
-3.1,3,14.800869
-3.2,5,14.830697
-3.2,5,14.860252
-3.05,2,14.887099
4.6,3,14.913749
-1.75,15,14.958557
4.6,3,14.985182
-3.25,6,15.01704
-3.15,4,15.043544
-3.3,7,15.079075
3.85,8,15.123688
-3.15,4,15.15668
-3.1,3,15.18933
-3.0,1,15.216751
4.45,4,15.245368
3.55,10,15.293245
3.4,11,15.358347
4.15,6,15.405761
4.15,6,15.593014
-3.1,3,15.623772
-3.1,3,15.656508
-3.45,10,15.694411
4.3,5,15.725455
-3.2,5,15.758418
-3.05,2,15.787297
-3.2,5,15.820047
-3.5,11,15.859275
-3.65,14,15.902694
-3.15,4,15.928239
-3.0,1,15.950491
-3.05,2,15.972806
-3.05,2,15.994189
-3.2,5,16.024707
-3.6,13,16.067656
-3.05,2,16.093901
-3.3,7,16.132313
-3.0,1,16.156975
4.6,3,16.18409
4.15,6,16.217645
-3.55,12,16.257667
-3.45,10,16.295945
3.25,12,16.334628
4.15,6,16.364025
-3.1,3,16.390964
3.7,9,16.426943
4.45,4,16.454722
4.45,4,16.480845
-3.4,9,16.513231
-3.25,6,16.546937
4.75,2,16.574447
4.6,3,16.601743
-3.0,1,16.629251
-3.35,8,16.669613
-3.1,3,16.696966
4.0,7,16.731439
3.7,9,16.777371
-3.0,1,16.804293
-3.2,5,16.833782
-3.3,7,16.869954
-3.1,3,16.895623
4.0,7,16.933099
-3.2,5,16.962694
-3.0,1,16.986354
4.15,6,17.017257
2.95,14,17.209409
-3.0,1,17.232108
4.3,5,17.260176
-3.05,2,17.286284
-3.3,7,17.315497
-3.05,2,17.341039
-3.05,2,17.367066
4.3,5,17.39662
-3.45,10,17.433615
4.45,4,17.461026
-3.0,1,17.489703
-3.4,9,17.525514
-3.55,12,17.565972
-3.1,3,17.592047
-3.05,2,17.619272
-3.15,4,17.645301
-3.1,3,17.681107
-3.0,1,17.710493
4.3,5,17.753205
4.75,2,17.784741
4.45,4,17.81325
-3.0,1,17.838731
-3.2,5,17.867325
-3.0,1,17.891405
-3.15,4,17.919337
-3.0,1,17.942762
3.55,10,17.987876
-3.15,4,18.012877
-3.1,3,18.039404
4.3,5,18.073698
4.3,5,18.102832
4.0,7,18.13409
4.6,3,18.158342
-3.05,2,18.181857
-3.0,1,18.206585
-3.25,6,18.237599
-3.0,1,18.262811
-3.25,6,18.294226
-3.4,9,18.338775
4.6,3,18.367726
-3.15,4,18.397825
-3.05,2,18.430168
-3.3,7,18.470616
-3.05,2,18.502254
-3.2,5,18.536147
-3.1,3,18.564932
-3.15,4,18.6
-3.15,4,18.628036
-3.0,1,18.652656
-3.2,5,18.686153
3.7,9,18.726169
-3.0,1,18.75505
-3.35,8,18.794402
-3.0,1,18.816565
-3.35,8,18.849971
-3.05,2,18.885424
-3.25,6,18.917491
-3.0,1,18.941851
3.7,9,18.985513
3.85,8,19.16412
-3.25,6,19.194055
4.15,6,19.229304
-3.05,2,19.255127
-3.15,4,19.282103
-3.0,1,19.307406
-3.0,1,19.328828
4.6,3,19.355155
-3.15,4,19.382425
-3.05,2,19.40664
-3.65,14,19.451873
3.25,12,19.490875
-3.0,1,19.521709
-3.35,8,19.556818
-3.6,13,19.598865
-3.3,7,19.63235
-3.1,3,19.657366
-3.3,7,19.688308
4.6,3,19.715667
-3.2,5,19.745744
-3.3,7,19.784212
-3.2,5,19.816624
3.55,10,19.862448
-3.1,3,19.893777
-3.1,3,19.923814
-3.4,9,19.960501
4.0,7,19.996202
-3.4,9,20.037005
-3.35,8,20.077541
-3.15,4,20.107049
3.85,8,20.146953
-3.4,9,20.191688
-3.35,8,20.229368
4.45,4,20.259964
4.45,4,20.294627
-3.15,4,20.322698
-3.15,4,20.350313
-3.35,8,20.384901
-3.0,1,20.408999
-3.25,6,20.43855
-3.0,1,20.459216
-3.15,4,20.488673
4.6,3,20.517023
-3.15,4,20.546939
-3.1,3,20.578725
-3.1,3,20.605006
-3.05,2,20.626665
-3.7,15,20.82076
3.7,9,20.858502
4.3,5,20.89287
4.45,4,20.928189
-3.05,2,20.954072
4.3,5,20.98109
-3.25,6,21.008836
3.4,11,21.046758
-3.45,10,21.081958
-3.05,2,21.108255
-3.4,9,21.143099
-3.2,5,21.172971
-3.0,1,21.193518
4.15,6,21.227048
-3.7,15,21.272677
4.3,5,21.305454
-3.05,2,21.32886
-3.1,3,21.354842
-3.1,3,21.378595
3.4,11,21.417438
-3.25,6,21.45244
4.45,4,21.482184
-3.05,2,21.509848
-3.15,4,21.541403
4.15,6,21.57862
-3.0,1,21.606532
-3.4,9,21.652292
4.0,7,21.688679
4.6,3,21.716091
3.55,10,21.75381
-3.0,1,21.784324
3.1,13,21.829817
3.25,12,21.878891
4.45,4,21.913017
4.3,5,21.947711
-3.1,3,21.975946
-3.0,1,21.999861
4.15,6,22.038742
4.3,5,22.071393
-3.15,4,22.098825
-3.15,4,22.12571
4.3,5,22.155645
3.7,9,22.195102
-3.3,7,22.228924
4.0,7,22.402637
-3.3,7,22.436254
-3.6,13,22.480072
-3.1,3,22.508148
4.3,5,22.541606
-3.55,12,22.585462
3.7,9,22.621716
3.7,9,22.655202
4.9,1,22.679251
4.0,7,22.712321
-3.2,5,22.742894
-3.35,8,22.777266
3.55,10,22.818781
4.15,6,22.848098
-3.65,14,22.894885
-3.25,6,22.929662
-3.45,10,22.97803
4.9,1,23.003535
-3.4,9,23.038153
-3.3,7,23.072192
-3.1,3,23.099539
4.75,2,23.125709
-3.05,2,23.149672
-3.25,6,23.183772
-3.05,2,23.207485
-3.25,6,23.239308
-3.1,3,23.265974
-3.2,5,23.294146
-3.2,5,23.327409
-3.05,2,23.35889
-3.45,10,23.396533
4.6,3,23.426713
4.45,4,23.454334
-3.5,11,23.492085
-3.1,3,23.521475
-3.4,9,23.558322
-3.3,7,23.589128
-3.45,10,23.624685
-3.0,1,23.645981
-3.1,3,23.672238
-3.05,2,23.700327
-3.1,3,23.72472
-3.05,2,23.747159
-3.15,4,23.775195
4.3,5,23.951575
3.55,10,23.986657
4.3,5,24.014777
4.0,7,24.044693
-3.05,2,24.074182
4.45,4,24.101423
-3.1,3,24.127837
-3.7,15,24.170005
-3.1,3,24.193199
-3.1,3,24.219737
4.6,3,24.24562
-3.4,9,24.282269
-3.55,12,24.325302
-1.75,15,24.368842
-3.3,7,24.399908
-3.1,3,24.430238
4.3,5,24.470417
-3.05,2,24.496531
-3.2,5,24.527451
-3.05,2,24.556589
-3.05,2,24.5897
-3.2,5,24.622825
4.0,7,24.658129
-3.45,10,24.69399
-3.15,4,24.729589
4.6,3,24.760028
-3.0,1,24.788552
-3.1,3,24.81822
4.15,6,24.855992
-3.1,3,24.891321
-3.15,4,24.925559
-3.0,1,24.952265
-3.45,10,25.000076
3.7,9,25.036468
-3.5,11,25.081013
3.7,9,25.116488
-3.4,9,25.154787
-3.15,4,25.185552
-3.05,2,25.209503
4.3,5,25.239085
-3.2,5,25.27645
4.75,2,25.304976
-3.05,2,25.333351
4.0,7,25.372179
4.15,6,25.415688
-3.4,9,25.451331
3.7,9,25.646056
-3.35,8,25.682709
-3.0,1,25.705503
-3.05,2,25.729738
-3.1,3,25.760533
-3.05,2,25.787567
-3.05,2,25.812753
-3.2,5,25.84077
-3.05,2,25.862941
-3.05,2,25.889972
-3.35,8,25.921097
4.3,5,25.952163
4.0,7,25.984698
-3.0,1,26.01177
-3.25,6,26.042617
-3.1,3,26.069594
-3.15,4,26.098204
-3.0,1,26.121192
-3.4,9,26.154827
-3.05,2,26.183681
-3.25,6,26.221715
4.15,6,26.254603
4.45,4,26.285684
-3.1,3,26.311287
-3.2,5,26.342236
4.15,6,26.37856
-3.1,3,26.404149
4.75,2,26.429291
-3.15,4,26.457256
-3.35,8,26.497889
3.85,8,26.535445
-3.1,3,26.563255
-3.25,6,26.593607
-3.45,10,26.628743
-3.1,3,26.655136
3.85,8,26.689119
-3.0,1,26.715857
-3.0,1,26.739058
3.7,9,26.776356
4.6,3,26.802691
4.15,6,26.841539
-3.15,4,26.870245
-3.2,5,26.900031
-3.05,2,26.923874
-3.05,2,26.951409
-3.0,1,26.97444
-3.0,1,27.000422
-3.25,6,27.035223
4.45,4,27.064518
4.0,7,27.097141
-3.0,1,27.120893
-3.15,4,27.147837
4.15,6,27.180515
-3.05,2,27.207511
-3.2,5,27.249692
-3.15,4,27.283501
3.55,10,27.319234
-3.0,1,27.340335
-3.25,6,27.519927
-3.05,2,27.54758
-3.05,2,27.576441
-3.15,4,27.61116
-3.0,1,27.641186
3.85,8,27.676631
-3.4,9,27.717797
-3.1,3,27.741997
4.3,5,27.773226
4.6,3,27.803112
4.3,5,27.833323
4.0,7,27.867199
-3.45,10,27.904847
-3.2,5,27.946797
-3.1,3,27.976019
4.6,3,28.009138
-3.05,2,28.037791
-3.35,8,28.07136
-3.25,6,28.106604
4.15,6,28.136264
-3.25,6,28.170272
-3.1,3,28.197047
4.75,2,28.223119
-3.1,3,28.249471
-3.05,2,28.274026
4.9,1,28.295895
-3.2,5,28.328972
-3.6,13,28.37984
-3.0,1,28.409454
-3.25,6,28.444987
-3.0,1,28.466969
3.85,8,28.504152
4.75,2,28.528507
-3.35,8,28.569607
-3.35,8,28.606567
4.0,7,28.640364
4.3,5,28.678041
-3.3,7,28.713966
4.3,5,28.743625
4.45,4,28.776206
4.45,4,28.804832
4.3,5,28.836118
4.45,4,28.867347
3.55,10,28.9011
3.55,10,28.935647
-3.1,3,28.960119
-3.45,10,28.995097
-3.1,3,29.02206
-3.35,8,29.057492
-3.0,1,29.078772
-3.15,4,29.105726
4.6,3,29.131291
-3.2,5,29.337263
-3.15,4,29.36374
4.0,7,29.396848
-3.0,1,29.423864
3.55,10,29.464188
-3.05,2,29.492744
-3.45,10,29.536631
4.0,7,29.576167
-3.2,5,29.614713
4.3,5,29.645601
-3.3,7,29.679979
-3.0,1,29.707182
-3.2,5,29.741498
-3.2,5,29.774952
-3.0,1,29.802004
4.45,4,29.830693
-3.1,3,29.859751
4.0,7,29.895473
4.3,5,29.926791
4.15,6,29.963336
4.3,5,29.991414
4.6,3,30.019588
-3.1,3,30.045936
-3.2,5,30.075491
4.15,6,30.106476
4.6,3,30.130097
-3.05,2,30.157301
-3.4,9,30.193582
4.0,7,30.228773
-3.05,2,30.25847
4.6,3,30.288453
-3.05,2,30.318813
-3.2,5,30.349941
-3.3,7,30.390821
4.6,3,30.418396
-3.0,1,30.449058
-3.15,4,30.483701
4.0,7,30.516536
-3.05,2,30.54732
4.6,3,30.58523
-3.25,6,30.626872
-3.1,3,30.664935
-3.3,7,30.704273
-3.1,3,30.738823
4.0,7,30.789479
3.7,9,30.838703
-3.15,4,30.87535
-3.2,5,30.913455
-3.1,3,30.950278
4.45,4,30.976079
-3.05,2,31.000019
3.85,8,31.038863
-3.15,4,31.06816
-3.25,6,31.101321
-3.15,4,31.130646
-3.3,7,31.329184
-3.5,11,31.367012
-3.1,3,31.393451
-3.2,5,31.421351
-3.15,4,31.44692
-3.6,13,31.490996
-3.1,3,31.51723
-3.15,4,31.544851
-3.3,7,31.584947
-3.35,8,31.620983
3.7,9,31.656179
-3.3,7,31.691072
-3.0,1,31.712819
3.4,11,31.752514
-3.3,7,31.785996
-3.2,5,31.820754
-3.45,10,31.86163
4.3,5,31.898752
-3.6,13,31.955018
-3.5,11,31.998799
4.75,2,32.026276
-3.1,3,32.057794
-3.3,7,32.096582
4.0,7,32.129543
4.0,7,32.166034
3.25,12,32.206737
3.85,8,32.238517
4.3,5,32.26951
-3.3,7,32.302491
4.9,1,32.327221
-3.35,8,32.360219
4.0,7,32.390615
-3.4,9,32.424749
4.3,5,32.45794
4.3,5,32.49239
-3.05,2,32.523895
-3.25,6,32.556225
-3.2,5,32.588196
-3.45,10,32.794247
-3.0,1,32.821339
4.3,5,32.855425
-3.2,5,32.886616
-3.5,11,32.925917
-3.0,1,32.954459
-3.25,6,32.990183
-3.45,10,33.032489
-3.2,5,33.061303
-3.3,7,33.094146
4.3,5,33.123796
-3.35,8,33.155046
-3.05,2,33.188535
4.45,4,33.223063
-3.2,5,33.252674
-3.25,6,33.288337
-3.05,2,33.312744
4.6,3,33.339323
-3.15,4,33.366517
-3.4,9,33.401568
4.6,3,33.426005
-3.3,7,33.45745
-3.0,1,33.48228
4.15,6,33.512044
-3.25,6,33.545602
3.4,11,33.601276
-3.05,2,33.629059
3.85,8,33.666756
4.3,5,33.697771
4.75,2,33.723313
4.3,5,33.752045
-3.35,8,33.788427
-3.65,14,33.833156
-3.0,1,33.856727
-3.3,7,33.888486
-3.0,1,33.915483
-3.4,9,33.95468
-3.4,9,33.994978
-3.0,1,34.02314
-3.05,2,34.052398
4.15,6,34.084507
3.4,11,34.124425
-3.55,12,34.169586
-3.0,1,34.196736
3.55,10,34.240863
4.3,5,34.275187
4.0,7,34.486315
3.7,9,34.521205
4.3,5,34.551383
4.0,7,34.584183
4.9,1,34.610221
-3.55,12,34.65167
-3.05,2,34.674772
-3.05,2,34.70137
4.15,6,34.730997
-3.0,1,34.75308
-3.0,1,34.775954
4.0,7,34.80811
-3.15,4,34.833863
-3.25,6,34.862518
-3.15,4,34.889511
-3.2,5,34.9213
-3.05,2,34.94687
4.15,6,34.975847
4.0,7,35.007242
-3.35,8,35.04185
-3.6,13,35.085633
-3.0,1,35.107749
-3.3,7,35.141295
3.55,10,35.181415
3.55,10,35.222899
-3.2,5,35.253732
3.7,9,35.293601
-3.15,4,35.325439
3.4,11,35.368259
-3.25,6,35.399664
3.85,8,35.433135
3.55,10,35.467814
-3.0,1,35.493325
-3.35,8,35.531216
3.7,9,35.569939
-3.05,2,35.593906
3.25,12,35.639975
4.0,7,35.682951
-3.0,1,35.709709
-3.15,4,35.738944
-3.35,8,35.775746
-3.4,9,35.978252
-3.05,2,36.003681
-3.5,11,36.041622
-3.1,3,36.066873
4.45,4,36.098936
4.45,4,36.124996
-3.05,2,36.148302
-3.2,5,36.175931
-3.65,14,36.217613
-3.3,7,36.249844
3.85,8,36.287829
-3.0,1,36.312217
-3.25,6,36.341943
4.9,1,36.368371
3.1,13,36.411414
-3.4,9,36.447038
4.45,4,36.473305
4.3,5,36.504556
-3.2,5,36.537767
-3.3,7,36.570542
-3.3,7,36.606281
-3.05,2,36.637489
-3.2,5,36.672991
-3.0,1,36.692622
4.15,6,36.730788
3.85,8,36.766521
-3.05,2,36.791026
-3.5,11,36.832131
-3.1,3,36.857792
-3.25,6,36.897061
-3.35,8,36.935549
-3.1,3,36.964839
-3.45,10,37.006348
-3.1,3,37.041013
4.3,5,37.083119
4.3,5,37.116884
-3.25,6,37.163382
3.55,10,37.224726
3.25,12,37.287732
4.15,6,37.337041
-3.05,2,37.370996
3.85,8,37.416799
-3.2,5,37.449366
4.0,7,37.484203
4.45,4,37.678551
-3.55,12,37.717223
4.75,2,37.741481
-3.0,1,37.764451
4.0,7,37.795662
4.15,6,37.82455
-3.2,5,37.855714
-3.35,8,37.885553
4.75,2,37.909208
-3.15,4,37.938435
3.85,8,37.972015
3.25,12,38.008553
-3.15,4,38.032777
4.15,6,38.064964
3.55,10,38.104356
-3.2,5,38.13199
-3.4,9,38.165729
3.7,9,38.202026
4.6,3,38.230681
-3.4,9,38.268448
4.6,3,38.293504
4.0,7,38.328223
-3.05,2,38.354038
4.0,7,38.386878
-3.25,6,38.41698
-3.7,15,38.463613
-3.35,8,38.496607
4.15,6,38.531302
-3.5,11,38.576184
3.55,10,38.618639
3.7,9,38.655319
3.85,8,38.69438
-3.0,1,38.722643
-3.45,10,38.76097
4.15,6,38.797514
-3.45,10,38.8368
-3.15,4,38.876856
-3.25,6,38.909661
-3.25,6,39.116126
-3.1,3,39.142237
3.7,9,39.184007
4.0,7,39.21772
3.55,10,39.257501
-3.3,7,39.291103
-3.1,3,39.31844
-3.15,4,39.343429
4.3,5,39.376986
4.0,7,39.412259
4.3,5,39.446434
-3.55,12,39.491861
-3.1,3,39.520057
-3.0,1,39.543315
-3.5,11,39.584034
4.15,6,39.617947
4.9,1,39.641658
-3.2,5,39.672336
-3.5,11,39.716957
4.3,5,39.750324
3.7,9,39.783628
3.85,8,39.81614
-3.05,2,39.840398
-3.15,4,39.870506
-3.0,1,39.891984
-3.45,10,39.93155
4.3,5,39.960476
-3.25,6,39.988942
4.15,6,40.020646
-3.3,7,40.050739
3.4,11,40.088059
3.25,12,40.139523
4.3,5,40.169253
-3.1,3,40.193007
-3.3,7,40.224516
-3.1,3,40.250641
-3.55,12,40.293968
4.45,4,40.324783
-3.05,2,40.350908
-3.25,6,40.378927
4.15,6,40.410664
-3.45,10,40.451376
-3.05,2,40.637739
4.3,5,40.667763
-3.25,6,40.698779
-3.2,5,40.727386
-3.15,4,40.756416
-3.1,3,40.786031
4.0,7,40.820276
4.0,7,40.849673
-3.5,11,40.888405
-3.5,11,40.924299
-3.15,4,40.952114
-3.4,9,40.986819
-3.1,3,41.012115
-3.6,13,41.051826
-3.3,7,41.086114
4.6,3,41.111177
-3.55,12,41.151604
3.7,9,41.185753
4.6,3,41.212403
-3.35,8,41.245736
3.85,8,41.280435
-3.15,4,41.306747
4.0,7,41.337224
-3.3,7,41.375137
