#{"t_start": 1787938608.0808222, "env_id": "None"}
r,l,t
-3.0,1,0.035191
4.3,5,0.068325
-3.05,2,0.094522
-3.2,5,0.121463
-3.05,2,0.145192
-3.0,1,0.168018
-3.0,1,0.188038
4.75,2,0.213678
-3.05,2,0.239314
-3.15,4,0.265133
-3.1,3,0.291667
-3.3,7,0.325084
-3.15,4,0.354176
-3.0,1,0.378686
4.75,2,0.408691
4.6,3,0.431144
-3.15,4,0.464127
3.85,8,0.508645
-3.05,2,0.535448
-3.05,2,0.56246
-3.0,1,0.597713
-3.0,1,0.628426
-3.05,2,0.66071
-3.2,5,0.692066
-3.4,9,0.728736
-3.2,5,0.760739
4.9,1,0.785797
-3.05,2,0.81284
4.75,2,0.841896
-3.0,1,0.862997
-3.1,3,0.890801
-3.0,1,0.91153
4.6,3,0.939375
-3.0,1,0.962489
-3.05,2,0.990417
-3.05,2,1.01308
-3.0,1,1.035799
-3.05,2,1.06166
4.45,4,1.090226
4.15,6,1.119845
4.45,4,1.146091
-3.0,1,1.165954
-3.0,1,1.191808
-3.0,1,1.214466
3.85,8,1.249218
4.75,2,1.27611
-3.25,6,1.312871
-3.55,12,1.354769
-3.1,3,1.382343
-3.0,1,1.407387
-3.2,5,1.436499
-3.1,3,1.46246
-3.15,4,1.49174
-3.05,2,1.516633
-3.0,1,1.540066
4.0,7,1.573476
-3.05,2,1.598602
-3.0,1,1.62199
-3.35,8,1.658224
-3.1,3,1.692197
-3.05,2,1.717368
-3.0,1,1.742907
-3.0,1,1.764352
4.6,3,1.79421
-3.25,6,1.823868
-3.0,1,1.855517
-3.15,4,1.882139
-3.05,2,1.904821
-3.2,5,1.935264
4.15,6,1.966088
4.6,3,1.993156
4.75,2,2.023102
-3.5,11,2.060864
-3.1,3,2.094224
4.15,6,2.126266
-3.0,1,2.148004
-3.0,1,2.175911
-3.0,1,2.202654
-3.1,3,2.226677
4.45,4,2.255299
-3.05,2,2.449531
-3.0,1,2.471133
-3.05,2,2.492695
-3.1,3,2.518724
4.0,7,2.549011
-3.2,5,2.578053
-3.05,2,2.606251
4.6,3,2.630462
-3.0,1,2.652853
-3.2,5,2.680885
4.75,2,2.709201
2.95,14,2.75847
-3.05,2,2.782624
4.6,3,2.811902
-3.6,13,2.850523
-1.75,15,2.894999
-3.05,2,2.922225
-3.0,1,2.946546
-3.35,8,2.981547
4.9,1,3.003933
-3.05,2,3.035825
-3.15,4,3.068502
-3.2,5,3.100486
-3.1,3,3.128786
-3.2,5,3.161067
-3.3,7,3.193638
-3.1,3,3.218406
3.55,10,3.258789
-3.05,2,3.28025
-3.0,1,3.309991
-3.15,4,3.339558
-3.05,2,3.365273
-3.0,1,3.39463
-3.05,2,3.419552
-3.3,7,3.454748
-3.2,5,3.483653
-3.0,1,3.508052
-3.35,8,3.548817
-3.0,1,3.573836
-3.4,9,3.606432
-3.15,4,3.633549
-3.1,3,3.662784
-3.0,1,3.685151
-3.0,1,3.711645
-3.0,1,3.737007
4.6,3,3.770396
4.3,5,3.80356
4.0,7,3.83731
-3.0,1,3.861969
3.55,10,3.912235
-3.1,3,3.949001
-3.0,1,3.975285
-3.0,1,4.004133
4.15,6,4.04472
-3.05,2,4.073754
4.0,7,4.105332
4.9,1,4.132457
-3.2,5,4.163389
-3.2,5,4.199717
-3.05,2,4.224206
3.55,10,4.25975
-3.1,3,4.290083
-3.15,4,4.461145
4.75,2,4.486488
-3.15,4,4.519174
4.6,3,4.54505
-3.0,1,4.56997
-3.0,1,4.595145
-3.1,3,4.623129
4.45,4,4.648778
3.85,8,4.685958
-3.35,8,4.72419
-3.05,2,4.749938
-3.0,1,4.774692
-3.05,2,4.798808
-3.0,1,4.822539
-3.0,1,4.844609
4.6,3,4.878086
-3.1,3,4.902273
-3.0,1,4.923871
-3.35,8,4.958873
-3.7,15,5.005068
-3.0,1,5.028458
-3.0,1,5.05307
4.15,6,5.081151
-3.35,8,5.11578
4.15,6,5.14468
4.6,3,5.174203
-3.2,5,5.207368
-3.65,14,5.250228
-3.3,7,5.284479
-3.1,3,5.311807
4.45,4,5.346203
4.0,7,5.381632
-3.2,5,5.420735
-3.05,2,5.445808
-3.4,9,5.488423
-3.05,2,5.512607
-3.15,4,5.547091
3.1,13,5.589473
-3.0,1,5.614985
-3.0,1,5.635838
-3.0,1,5.658895
4.75,2,5.683395
-3.5,11,5.72404
-3.0,1,5.747537
-3.25,6,5.779832
-1.75,15,5.826075
-3.0,1,5.848639
3.25,12,5.894547
-3.05,2,5.922033
-3.25,6,5.957421
-3.05,2,5.98196
-3.05,2,6.011917
-3.4,9,6.04866
4.6,3,6.075543
-3.2,5,6.109768
-3.0,1,6.129237
-3.05,2,6.302508
-3.05,2,6.325113
-3.25,6,6.360465
-3.5,11,6.406536
4.15,6,6.440979
-3.0,1,6.465092
-3.0,1,6.489695
-3.0,1,6.510804
-3.5,11,6.55314
-3.0,1,6.576859
4.75,2,6.59849
-3.2,5,6.63006
-3.0,1,6.656754
-3.0,1,6.677881
3.85,8,6.711623
-3.1,3,6.741674
-3.25,6,6.775874
-3.3,7,6.815198
-3.25,6,6.855163
-3.15,4,6.894232
4.9,1,6.920368
4.3,5,6.956364
4.6,3,6.984747
-3.65,14,7.039148
-3.25,6,7.071669
-3.4,9,7.108169
-1.75,15,7.159528
-3.0,1,7.186031
-3.0,1,7.21051
