#{"t_start": 1787939679.4633756, "env_id": "None"}
r,l,t
4.75,2,0.042954
4.15,6,0.076666
4.15,6,0.110064
4.75,2,0.139239
-3.0,1,0.161639
-3.05,2,0.187901
4.6,3,0.223032
-3.0,1,0.244526
4.15,6,0.2819
-3.4,9,0.317156
-3.2,5,0.348215
-3.05,2,0.374341
-3.0,1,0.401796
4.6,3,0.429975
-3.2,5,0.462811
-3.05,2,0.492271
-3.45,10,0.533902
-3.2,5,0.563044
-3.15,4,0.594214
-3.25,6,0.626261
-3.1,3,0.655371
-3.0,1,0.679137
4.75,2,0.709525
-3.05,2,0.73642
4.0,7,0.772132
-3.1,3,0.802248
4.0,7,0.833434
-3.2,5,0.869453
-3.0,1,0.889918
-3.1,3,0.91657
-3.0,1,0.94084
-3.5,11,0.97767
-3.05,2,1.002277
-3.05,2,1.02854
-3.1,3,1.057019
4.6,3,1.083014
-3.05,2,1.106506
-3.0,1,1.127279
-1.75,15,1.172215
-3.05,2,1.195503
-3.2,5,1.228088
-3.1,3,1.258136
-3.45,10,1.294893
4.3,5,1.325773
-3.0,1,1.349711
4.6,3,1.375553
4.0,7,1.407526
-3.1,3,1.435154
4.3,5,1.468214
4.45,4,1.499519
-3.05,2,1.525217
4.75,2,1.553285
-3.05,2,1.576585
-3.2,5,1.609391
4.75,2,1.631965
-3.05,2,1.656763
-3.2,5,1.687559
-3.6,13,1.728773
3.85,8,1.76454
-3.2,5,1.793877
-3.5,11,1.976613
4.6,3,2.005406
4.45,4,2.039723
4.6,3,2.07899
4.6,3,2.111797
-3.1,3,2.147368
-3.05,2,2.178128
4.45,4,2.209529
3.4,11,2.252613
-3.05,2,2.279631
4.3,5,2.314759
-3.05,2,2.342405
-3.0,1,2.369298
4.0,7,2.406788
-3.15,4,2.440046
-3.0,1,2.46342
4.3,5,2.495164
-3.05,2,2.522081
-3.0,1,2.545223
-3.05,2,2.571633
-3.0,1,2.59453
-1.75,15,2.640163
-3.0,1,2.664562
-3.1,3,2.690125
-3.0,1,2.711864
-3.0,1,2.739626
4.9,1,2.763227
-3.05,2,2.786303
-3.5,11,2.825907
3.7,9,2.85912
-3.05,2,2.882191
-3.0,1,2.907285
-3.0,1,2.935007
-3.05,2,2.961919
4.75,2,2.986993
-3.0,1,3.011253
-3.0,1,3.036472
-3.15,4,3.06167
-3.3,7,3.099821
4.6,3,3.124357
-3.3,7,3.155025
-3.0,1,3.17516
-3.05,2,3.20557
4.15,6,3.239287
4.45,4,3.273419
-3.0,1,3.299441
4.6,3,3.329276
-3.0,1,3.356953
-3.15,4,3.38978
-3.05,2,3.420726
-3.1,3,3.446475
-3.15,4,3.478733
-3.15,4,3.515355
-3.2,5,3.555505
-3.0,1,3.58244
4.75,2,3.614639
-3.25,6,3.649234
-3.0,1,3.677441
4.75,2,3.70849
-3.05,2,3.738864
-3.05,2,3.765602
-3.1,3,3.793322
4.45,4,3.823499
-3.4,9,3.863355
-3.15,4,3.901441
-3.1,3,3.939741
-3.0,1,3.963877
3.55,10,4.003358
-3.0,1,4.02466
-3.15,4,4.055418
3.7,9,4.092078
4.15,6,4.1294
4.75,2,4.306306
-3.0,1,4.327776
-3.55,12,4.366261
4.45,4,4.39378
-3.5,11,4.43402
-3.25,6,4.466537
-3.6,13,4.510079
-3.6,13,4.558631
-3.55,12,4.601541
-3.05,2,4.627622
-3.2,5,4.659385
-3.05,2,4.683447
-3.05,2,4.709128
4.15,6,4.742151
-3.45,10,4.780437
-3.2,5,4.807883
-3.0,1,4.832346
-1.75,15,4.875113
-3.3,7,4.904232
-3.15,4,4.926957
-3.1,3,4.954374
-3.0,1,4.977664
-3.1,3,5.004286
-3.1,3,5.03389
-3.3,7,5.070184
-3.25,6,5.101736
-3.05,2,5.125986
-3.0,1,5.15329
-3.5,11,5.193166
-3.0,1,5.219377
-3.15,4,5.243852
4.3,5,5.277056
-3.0,1,5.305158
-3.0,1,5.329329
-3.0,1,5.355917
-3.1,3,5.384
-3.05,2,5.407155
-3.15,4,5.441875
-3.3,7,5.473486
-3.0,1,5.49339
-3.2,5,5.530349
