episode,reward,length,elapsed_seconds
1,-3.05,2,0.03741168975830078
2,-3.15,4,0.06740188598632812
3,4.449999999999999,4,0.09540891647338867
4,-3.3,7,0.12967967987060547
5,-3.0,1,0.15089178085327148
6,4.449999999999999,4,0.17598247528076172
7,-3.0,1,0.19837522506713867
8,-3.2,5,0.22722935676574707
9,4.3,5,0.2573375701904297
10,4.0,7,0.2871382236480713
11,-3.5,11,0.3290367126464844
12,-3.0,1,0.3490920066833496
13,4.449999999999999,4,0.37452030181884766
14,2.9499999999999997,14,0.42045068740844727
15,4.0,7,0.4526817798614502
16,-3.0,1,0.4755866527557373
17,4.449999999999999,4,0.5045473575592041
18,-3.2,5,0.5416204929351807
19,-3.0,1,0.5627913475036621
20,-3.15,4,0.590975284576416
21,-3.0,1,0.6154510974884033
22,-3.1,3,0.6444845199584961
23,-3.0,1,0.6649878025054932
24,4.3,5,0.6968584060668945
25,-3.05,2,0.7194535732269287
26,-3.15,4,0.7457754611968994
27,-3.35,8,0.775897741317749
28,-3.3,7,0.8094921112060547
29,4.449999999999999,4,0.8362076282501221
30,4.9,1,0.8593704700469971
31,-3.6,13,0.9012899398803711
32,-3.0,1,0.9250588417053223
33,-3.0,1,0.9472801685333252
34,-3.25,6,0.9839160442352295
35,-3.15,4,1.0114624500274658
36,4.9,1,1.040158748626709
37,-3.1,3,1.065796136856079
38,-3.2,5,1.0969493389129639
39,-3.05,2,1.127610683441162
40,-1.75,15,1.1740915775299072
41,-3.05,2,1.2004494667053223
42,-3.2,5,1.2304394245147705
43,-3.0,1,1.2527623176574707
44,-3.05,2,1.280125617980957
45,-3.35,8,1.3120834827423096
46,-3.05,2,1.3396961688995361
47,-3.05,2,1.363593578338623
48,-3.35,8,1.3974323272705078
49,-3.3,7,1.430614948272705
50,-3.0,1,1.4518718719482422
51,-3.05,2,1.4783413410186768
52,4.3,5,1.513132095336914
53,-3.0,1,1.545076608657837
54,4.9,1,1.574310064315796
55,-3.0,1,1.601161003112793
56,-3.0,1,1.6277062892913818
57,-3.1,3,1.6578481197357178
58,-3.0,1,1.682523488998413
59,-3.05,2,1.7098362445831299
60,4.15,6,1.7423202991485596
61,4.15,6,1.7769372463226318
62,-3.0,1,1.802882432937622
63,4.6000000000000005,3,1.83243989944458
64,4.15,6,1.8617587089538574
65,-3.0,1,2.035679817199707
66,-3.2,5,2.0639190673828125
67,-3.0,1,2.0874500274658203
68,3.55,10,2.127225875854492
69,4.15,6,2.160275936126709
70,4.15,6,2.1927411556243896
71,-3.25,6,2.231515407562256
72,4.3,5,2.2607476711273193
73,-3.15,4,2.288390874862671
74,-3.4,9,2.3210105895996094
75,-3.05,2,2.346118450164795
76,-3.05,2,2.367187023162842
77,-3.0,1,2.389190196990967
78,-3.45,10,2.431372880935669
79,-3.05,2,2.458977699279785
80,4.15,6,2.4893665313720703
81,4.75,2,2.518735647201538
82,-3.0,1,2.541618585586548
83,-3.0,1,2.563082456588745
84,-3.5,11,2.6042122840881348
85,-3.05,2,2.630298137664795
86,-3.05,2,2.652873992919922
87,-3.15,4,2.6795268058776855
88,-3.0,1,2.7051074504852295
89,-3.05,2,2.7310500144958496
90,-3.05,2,2.7625138759613037
91,-3.3,7,2.794306993484497
92,-3.1,3,2.819600820541382
93,3.85,8,2.8523077964782715
94,-3.05,2,2.877150774002075
95,-3.25,6,2.910261869430542
96,-3.2,5,2.938539505004883
97,-3.0,1,2.960651159286499
98,4.75,2,2.9835562705993652
99,-3.05,2,3.0114588737487793
100,-3.15,4,3.0412797927856445
101,-3.3,7,3.0768842697143555
102,3.4,11,3.1178977489471436
103,-3.15,4,3.1498937606811523
104,-3.45,10,3.184576988220215
105,-3.1,3,3.216933012008667
106,3.6999999999999997,9,3.250159740447998
107,4.0,7,3.2822108268737793
108,-3.0,1,3.3023152351379395
109,-3.0,1,3.3272852897644043
110,-3.25,6,3.3635740280151367
111,-3.0,1,3.3844990730285645
112,-3.1,3,3.415367603302002
113,4.0,7,3.4482247829437256
114,-3.05,2,3.4719247817993164
115,4.0,7,3.504103899002075
116,-3.0,1,3.532961130142212
117,-3.65,14,3.5788235664367676
118,4.3,5,3.6070053577423096
119,-3.2,5,3.6344282627105713
120,-3.05,2,3.6634960174560547
121,-3.15,4,3.6904456615448
122,-3.0,1,3.719784736633301
123,4.6000000000000005,3,3.8949902057647705
124,-3.1,3,3.921605348587036
125,-3.05,2,3.946965217590332
126,-3.0,1,3.9767885208129883
127,3.85,8,4.01022481918335
128,-3.05,2,4.033643007278442
129,-3.1,3,4.067239284515381
130,-3.0,1,4.095439910888672
131,3.4,11,4.147493362426758
132,-3.15,4,4.177218437194824
133,-3.0,1,4.199700355529785
134,-3.05,2,4.226065158843994
135,-3.0,1,4.260622501373291
136,3.85,8,4.30035924911499
137,4.6000000000000005,3,4.328516960144043
138,-3.1,3,4.354248762130737
139,4.0,7,4.39174747467041
140,3.85,8,4.431905508041382
141,-3.3,7,4.471648693084717
142,-3.25,6,4.504052400588989
143,-3.1,3,4.53494930267334
144,4.75,2,4.565494537353516
145,4.6000000000000005,3,4.596346378326416
146,-3.4,9,4.639730215072632
147,-3.1,3,4.668777227401733
148,-3.1,3,4.694524526596069
149,-3.2,5,4.725432395935059
