#{"t_start": 1787938173.360768, "env_id": "None"}
r,l,t
-3.05,2,3.03128
4.75,2,3.055891
-3.0,1,3.07959
-3.0,1,3.105071
-3.15,4,3.135456
-3.3,7,3.171588
4.6,3,3.197755
-3.3,7,3.230282
-3.0,1,3.251288
-3.05,2,3.282576
4.15,6,3.314215
4.45,4,3.342462
-3.0,1,3.367139
4.6,3,3.400506
-3.0,1,3.426354
-3.15,4,3.461287
-3.05,2,3.494349
-3.1,3,3.523315
-3.15,4,3.556026
-3.15,4,3.59771
-3.2,5,3.637547
-3.0,1,3.665459
4.75,2,3.701007
-3.25,6,3.733047
-3.0,1,3.755969
4.75,2,3.78501
-3.05,2,3.816772
-3.05,2,3.844572
-3.1,3,3.876607
4.45,4,3.908824
-3.4,9,3.945127
-3.15,4,3.970567
-3.1,3,3.996847
-3.0,1,4.017397
3.55,10,4.052422
-3.0,1,4.074582
-3.15,4,4.104517
3.7,9,4.142528
4.15,6,4.175635
4.75,2,4.359913
-3.0,1,4.381939
-3.55,12,4.420555
4.45,4,4.451309
-3.5,11,4.488294
-3.25,6,4.519495
-3.6,13,4.570401
-3.6,13,4.617783
-3.55,12,4.660166
-3.05,2,4.686341
-3.2,5,4.717627
-3.05,2,4.741627
-3.05,2,4.765597
4.15,6,4.795821
-3.45,10,4.830391
-3.2,5,4.856344
-3.0,1,4.879191
-1.75,15,4.92048
-3.3,7,4.948829
-3.15,4,4.97535
-3.1,3,5.003635
-3.0,1,5.032505
-3.1,3,5.068691
-3.1,3,5.10058
-3.3,7,5.134132
-3.25,6,5.168788
-3.05,2,5.195853
-3.0,1,5.222432
-3.5,11,5.262805
-3.0,1,5.2876
-3.15,4,5.319567
4.3,5,5.353991
-3.0,1,5.379591
-3.0,1,5.410733
-3.0,1,5.435757
-3.1,3,5.464499
-3.05,2,5.490813
-3.15,4,5.526197
-3.3,7,5.559653
-3.0,1,5.580579
-3.2,5,5.611911
-3.2,5,5.63781
-3.5,11,5.673957
4.75,2,5.699792
-3.4,9,5.739742
4.3,5,5.768408
-3.0,1,5.792984
-3.0,1,5.816895
4.75,2,5.843606
-3.05,2,5.87289
-3.15,4,5.902002
-3.05,2,5.925484
-3.0,1,5.950401
-3.2,5,5.981087
-3.35,8,6.166417
-3.05,2,6.191876
-3.1,3,6.225404
4.9,1,6.255478
-3.45,10,6.294563
-3.1,3,6.320313
-3.15,4,6.346655
4.75,2,6.372434
-3.25,6,6.403695
-3.3,7,6.444938
-3.0,1,6.469207
-3.05,2,6.493907
-3.05,2,6.519818
-3.25,6,6.55285
4.75,2,6.580322
3.25,12,6.619457
4.0,7,6.650759
-3.0,1,6.678595
-3.0,1,6.703431
-3.0,1,6.725463
4.45,4,6.753541
-3.1,3,6.78739
-3.35,8,6.830085
4.3,5,6.860846
-3.35,8,6.89976
-3.05,2,6.933608
-3.1,3,6.963331
-3.1,3,6.990506
-3.05,2,7.018423
-3.05,2,7.049751
3.25,12,7.099797
-3.05,2,7.131291
-3.15,4,7.168838
-3.05,2,7.194671
-3.25,6,7.230394
4.3,5,7.258394
-3.0,1,7.280848
-3.2,5,7.310074
4.0,7,7.345937
3.7,9,7.381016
4.3,5,7.410192
-3.0,1,7.433859
-3.05,2,7.457326
4.6,3,7.481261
-3.35,8,7.514526
-3.45,10,7.557211
4.6,3,7.582847
-3.0,1,7.605599
-3.2,5,7.633504
-3.15,4,7.660985
-3.1,3,7.686573
-3.05,2,7.708761
3.55,10,7.745017
-3.15,4,7.775011
-3.0,1,7.796761
4.6,3,7.822423
-3.1,3,7.84795
-3.4,9,7.879546
-3.25,6,7.906798
-3.1,3,8.069456
-3.05,2,8.094575
-3.1,3,8.119889
-3.0,1,8.142762
-3.05,2,8.168736
4.3,5,8.204002
-3.05,2,8.233715
-3.1,3,8.26264
4.0,7,8.303648
-3.1,3,8.334938
-3.2,5,8.379294
4.6,3,8.412443
4.45,4,8.440665
-3.1,3,8.475887
-3.3,7,8.510497
-3.2,5,8.545074
4.45,4,8.577784
-3.45,10,8.624638
4.15,6,8.663444
-3.0,1,8.690533
-3.0,1,8.714696
4.3,5,8.748614
-3.2,5,8.776952
3.55,10,8.813302
-3.7,15,8.858661
-3.1,3,8.882144
-3.0,1,8.907921
3.25,12,8.946599
-3.05,2,8.967921
-3.3,7,8.999478
4.45,4,9.024105
3.85,8,9.059764
-3.25,6,9.090834
4.75,2,9.11692
-3.3,7,9.150199
3.4,11,9.187389
4.6,3,9.217396
-3.15,4,9.24818
-3.05,2,9.273144
3.7,9,9.313138
-3.0,1,9.332895
4.45,4,9.362111
-3.3,7,9.396917
-3.05,2,9.425103
3.7,9,9.462505
-3.6,13,9.50091
-3.3,7,9.535213
-3.1,3,9.561884
4.45,4,9.588699
-3.0,1,9.612668
4.75,2,9.63577
-3.05,2,9.659261
-3.45,10,9.842224
4.3,5,9.871847
-3.2,5,9.898649
-3.0,1,9.923155
3.25,12,9.972301
-1.75,15,10.022872
4.9,1,10.056235
-1.75,15,10.109427
-3.65,14,10.163963
-3.2,5,10.198154
2.95,14,10.250623
4.15,6,10.2946
3.85,8,10.332378
3.85,8,10.374094
3.7,9,10.419861
-1.75,15,10.479755
-3.1,3,10.51331
-3.35,8,10.545157
-3.25,6,10.573191
-3.1,3,10.599942
4.3,5,10.630736
4.45,4,10.661392
4.6,3,10.69586
3.85,8,10.736867
-3.15,4,10.771491
-3.25,6,10.806617
4.45,4,10.833466
-3.0,1,10.856663
-3.55,12,10.894228
-3.45,10,10.929108
4.45,4,10.953692
-3.1,3,10.981217
-3.05,2,11.00537
-3.05,2,11.038224
3.55,10,11.076162
4.75,2,11.100085
-3.25,6,11.133583
-3.65,14,11.322627
4.3,5,11.360136
3.85,8,11.397318
-3.05,2,11.427524
-3.0,1,11.450909
4.45,4,11.485873
-3.2,5,11.515907
-3.1,3,11.544532
-3.0,1,11.569072
3.7,9,11.604221
4.6,3,11.633872
4.75,2,11.661608
-3.0,1,11.686038
4.6,3,11.716783
-3.05,2,11.743319
4.0,7,11.777121
3.4,11,11.816684
-3.05,2,11.842388
3.4,11,11.880728
4.15,6,11.912164
4.0,7,11.948059
4.6,3,11.972693
4.6,3,11.999766
4.15,6,12.029133
3.25,12,12.067549
-3.1,3,12.096105
4.15,6,12.127914
4.45,4,12.157483
-3.05,2,12.183866
-3.05,2,12.208129
4.15,6,12.237301
-1.75,15,12.280923
4.6,3,12.30934
-3.1,3,12.336362
4.9,1,12.362551
4.3,5,12.392758
4.6,3,12.420338
4.6,3,12.449322
-3.6,13,12.497848
-3.3,7,12.534177
-3.15,4,12.563169
-3.3,7,12.596361
-3.55,12,12.642717
-3.05,2,12.66758
-1.75,15,12.720817
-3.05,2,12.74626
-3.15,4,12.773978
-3.0,1,12.797002
-3.15,4,12.820028
3.4,11,12.856168
4.75,2,13.040049
4.15,6,13.081983
-1.75,15,13.144856
4.0,7,13.187274
-3.25,6,13.225066
4.0,7,13.25955
-3.0,1,13.284461
4.45,4,13.317057
-3.15,4,13.348154
-3.55,12,13.387674
-3.1,3,13.414746
-3.25,6,13.451785
4.45,4,13.479427
-3.5,11,13.515863
-3.05,2,13.542646
-1.75,15,13.588421
4.3,5,13.62154
3.85,8,13.667438
-3.2,5,13.701847
-3.25,6,13.738494
3.55,10,13.782476
4.0,7,13.825411
4.6,3,13.858339
-3.05,2,13.882144
4.0,7,13.914917
4.15,6,13.944546
-3.2,5,13.974627
-3.35,8,14.009113
-3.4,9,14.046191
3.85,8,14.079037
-3.3,7,14.110793
4.3,5,14.143286
4.0,7,14.175183
3.25,12,14.217388
-3.4,9,14.262449
4.0,7,14.298305
4.9,1,14.321995
-3.55,12,14.367046
4.3,5,14.553409
4.9,1,14.579027
4.3,5,14.613567
-3.1,3,14.645122
-3.25,6,14.678238
-3.0,1,14.70413
-3.0,1,14.728651
4.45,4,14.762054
3.55,10,14.800869
3.25,12,14.841649
4.45,4,14.869023
4.75,2,14.896225
4.45,4,14.926168
-1.75,15,14.970719
-3.05,2,14.996231
4.45,4,15.023099
4.3,5,15.052103
4.45,4,15.083782
-3.1,3,15.10743
4.75,2,15.132722
-3.5,11,15.17633
4.6,3,15.202237
-1.75,15,15.245214
4.6,3,15.271946
3.85,8,15.306635
-3.25,6,15.336572
4.15,6,15.366075
-3.65,14,15.411354
4.45,4,15.44442
4.0,7,15.482799
-3.05,2,15.51521
-1.75,15,15.56778
4.6,3,15.599225
4.75,2,15.627815
4.75,2,15.653777
3.55,10,15.693114
-1.75,15,15.737696
-3.05,2,15.7669
4.75,2,15.795391
-3.35,8,15.828023
-1.75,15,15.8705
4.0,7,15.906179
4.6,3,15.941574
4.15,6,16.123501
4.6,3,16.15393
4.75,2,16.181342
-3.7,15,16.232445
-1.75,15,16.284105
4.45,4,16.320006
4.0,7,16.351907
4.3,5,16.38672
-3.05,2,16.41702
4.3,5,16.451038
3.7,9,16.493379
3.7,9,16.530532
4.75,2,16.555677
-3.2,5,16.584448
-3.05,2,16.611033
3.4,11,16.649686
4.3,5,16.683575
-3.1,3,16.712927
-1.75,15,16.755655
3.4,11,16.794664
3.4,11,16.830454
3.7,9,16.865935
4.6,3,16.895562
4.0,7,16.927257
4.3,5,16.95965
-3.5,11,17.003978
3.7,9,17.042482
4.6,3,17.073127
-3.6,13,17.117005
4.6,3,17.148621
-1.75,15,17.191788
3.85,8,17.227942
4.6,3,17.253252
4.75,2,17.277522
-3.5,11,17.316263
-3.0,1,17.342367
3.55,10,17.538493
-3.25,6,17.578073
-3.35,8,17.617011
4.3,5,17.655166
4.6,3,17.681942
4.0,7,17.71544
4.6,3,17.744359
4.45,4,17.773901
4.0,7,17.816068
-3.2,5,17.8527
4.15,6,17.894633
4.45,4,17.92645
3.7,9,17.961782
-3.25,6,17.996618
4.0,7,18.031137
-3.05,2,18.059948
4.6,3,18.086092
4.0,7,18.125071
3.25,12,18.166607
-3.0,1,18.192739
4.75,2,18.217873
4.9,1,18.241927
4.3,5,18.269979
-1.75,15,18.315922
4.3,5,18.347699
-1.75,15,18.397838
4.75,2,18.423088
-3.5,11,18.462208
3.85,8,18.495186
-3.3,7,18.527347
-3.65,14,18.566068
-3.05,2,18.590704
-1.75,15,18.634111
3.7,9,18.667691
-3.0,1,18.693972
-3.05,2,18.715778
-3.05,2,18.739417
4.75,2,18.76704
4.15,6,18.803107
4.0,7,18.841056
-3.5,11,18.883978
4.6,3,18.916131
3.4,11,19.101538
-1.75,15,19.145878
-1.75,15,19.19241
-3.7,15,19.254813
4.3,5,19.284908
4.0,7,19.323942
3.85,8,19.363249
4.3,5,19.396382
4.3,5,19.432565
-3.15,4,19.462998
-1.75,15,19.517683
4.3,5,19.548703
-3.2,5,19.578699
-1.75,15,19.633077
4.15,6,19.672353
-3.25,6,19.709187
3.7,9,19.745092
4.15,6,19.781411
-3.05,2,19.816368
4.45,4,19.845993
4.0,7,19.877656
4.75,2,19.902702
3.25,12,19.939817
4.15,6,19.968956
4.6,3,19.996026
4.9,1,20.023294
4.3,5,20.053088
-3.0,1,20.07797
3.55,10,20.113491
4.75,2,20.137525
4.45,4,20.170387
-3.4,9,20.214658
-3.35,8,20.260895
-3.35,8,20.296816
4.15,6,20.332262
3.85,8,20.369769
-3.35,8,20.578391
4.75,2,20.610755
-3.6,13,20.651747
4.3,5,20.68251
3.7,9,20.715816
-1.75,15,20.763906
4.45,4,20.79602
4.6,3,20.826367
4.6,3,20.854472
3.7,9,20.899799
-3.65,14,20.946028
-3.35,8,20.980028
4.0,7,21.014415
-1.75,15,21.062931
4.45,4,21.090509
-3.6,13,21.134717
4.3,5,21.168271
-1.75,15,21.218103
3.85,8,21.264664
4.45,4,21.298421
3.85,8,21.342092
4.0,7,21.377893
-3.35,8,21.418588
-1.75,15,21.464782
3.7,9,21.501722
-3.7,15,21.548748
4.6,3,21.575323
4.45,4,21.604491
4.0,7,21.639221
4.3,5,21.669717
4.45,4,21.699247
3.7,9,21.742012
-3.0,1,21.768696
-3.2,5,21.955595
-3.5,11,21.999892
4.6,3,22.029284
4.45,4,22.064547
4.75,2,22.09494
4.15,6,22.129333
4.3,5,22.156651
3.4,11,22.199272
3.85,8,22.233223
-3.5,11,22.269944
4.6,3,22.300197
-3.35,8,22.343103
-3.2,5,22.382024
4.15,6,22.41696
4.3,5,22.451305
-3.6,13,22.498282
-3.0,1,22.527619
4.6,3,22.564793
4.75,2,22.596204
4.6,3,22.628335
4.75,2,22.65687
-3.3,7,22.691079
4.6,3,22.721204
-3.55,12,22.766011
4.75,2,22.800808
4.6,3,22.831236
-1.75,15,22.876851
4.15,6,22.909597
-1.75,15,22.956552
4.6,3,22.989838
-3.7,15,23.034571
4.0,7,23.068634
4.6,3,23.098271
4.3,5,23.130994
3.55,10,23.166045
-3.25,6,23.19847
-3.0,1,23.225107
-1.75,15,23.270741
-1.75,15,23.46934
3.4,11,23.507916
-1.75,15,23.559066
4.45,4,23.589478
4.45,4,23.6221
4.45,4,23.660432
4.15,6,23.704154
3.85,8,23.74412
3.85,8,23.79009
-3.6,13,23.838035
3.1,13,23.880444
3.1,13,23.931813
4.6,3,23.966119
3.4,11,24.009963
4.45,4,24.043021
4.45,4,24.078756
-3.5,11,24.125976
-3.7,15,24.179894
4.45,4,24.214759
3.7,9,24.253947
3.4,11,24.299604
4.75,2,24.324832
-1.75,15,24.368896
3.55,10,24.412147
4.45,4,24.440756
-3.3,7,24.474756
3.55,10,24.518377
-3.7,15,24.57064
4.6,3,24.606615
3.4,11,24.649113
4.6,3,24.677453
-3.1,3,24.706092
4.3,5,24.879525
-3.25,6,24.91107
4.6,3,24.937974
4.45,4,24.974094
4.6,3,25.003139
3.85,8,25.039701
4.3,5,25.067699
4.45,4,25.104082
4.6,3,25.134452
4.3,5,25.166167
3.7,9,25.209963
3.4,11,25.254049
4.45,4,25.285344
3.7,9,25.327896
3.7,9,25.364
4.15,6,25.395674
3.4,11,25.431935
4.45,4,25.462332
3.4,11,25.514363
-3.35,8,25.558765
-3.05,2,25.584773
3.85,8,25.634459
-3.3,7,25.675706
-3.3,7,25.714729
4.6,3,25.745012
3.7,9,25.789878
-3.25,6,25.824907
-1.75,15,25.879473
-3.15,4,25.909204
-3.6,13,25.95541
3.4,11,26.003259
4.45,4,26.039474
-3.3,7,26.073783
4.0,7,26.112082
4.6,3,26.136863
4.6,3,26.164517
3.85,8,26.200482
4.0,7,26.239475
4.75,2,26.265623
4.3,5,26.440985
4.75,2,26.467479
3.85,8,26.500342
4.6,3,26.527615
-3.4,9,26.563834
-3.35,8,26.597441
4.15,6,26.632886
-3.4,9,26.671807
-1.75,15,26.718474
-3.45,10,26.757847
-3.35,8,26.790454
4.15,6,26.820254
4.3,5,26.850041
3.25,12,26.896279
3.55,10,26.933105
-3.6,13,26.978027
-3.15,4,27.012883
-1.75,15,27.073137
4.0,7,27.111692
-3.45,10,27.157295
2.95,14,27.207725
4.0,7,27.249469
3.55,10,27.296263
4.3,5,27.333298
3.85,8,27.373747
-3.5,11,27.41334
4.6,3,27.44923
4.6,3,27.479689
-3.45,10,27.523754
3.55,10,27.573067
4.75,2,27.597844
3.55,10,27.638373
4.0,7,27.824108
4.75,2,27.847361
4.75,2,27.874181
4.6,3,27.899801
4.6,3,27.92638
3.55,10,27.966168
3.4,11,28.005061
3.1,13,28.052719
4.6,3,28.080832
-3.4,9,28.120929
4.6,3,28.147514
4.75,2,28.174252
4.45,4,28.201566
4.75,2,28.231611
4.0,7,28.262241
4.15,6,28.297437
-3.55,12,28.335959
3.55,10,28.371107
4.45,4,28.400491
4.6,3,28.427567
-3.4,9,28.460022
4.45,4,28.493191
4.3,5,28.525804
4.9,1,28.552064
3.4,11,28.595264
4.6,3,28.626546
3.4,11,28.673332
4.75,2,28.69786
4.3,5,28.728358
4.0,7,28.76175
-3.6,13,28.806601
4.75,2,28.83199
3.4,11,28.870521
4.75,2,28.895714
3.7,9,28.93139
4.45,4,28.959073
4.15,6,28.991436
4.6,3,29.020877
4.6,3,29.053716
4.75,2,29.09006
3.4,11,29.13489
-1.75,15,29.180172
-3.25,6,29.352585
4.15,6,29.389499
-3.3,7,29.432786
4.3,5,29.468808
4.0,7,29.507946
4.15,6,29.539614
4.3,5,29.571258
4.45,4,29.60235
3.7,9,29.644729
4.45,4,29.674336
-3.05,2,29.698027
-3.6,13,29.738243
-1.75,15,29.781313
4.0,7,29.813191
4.45,4,29.843753
-1.75,15,29.884451
4.75,2,29.908786
4.0,7,29.946733
4.15,6,29.977448
-1.75,15,30.020293
3.4,11,30.062223
-1.75,15,30.10556
3.7,9,30.139347
4.75,2,30.164483
4.75,2,30.189093
-1.75,15,30.24365
4.9,1,30.275283
-3.2,5,30.30863
4.6,3,30.34572
4.6,3,30.37902
3.55,10,30.424126
4.3,5,30.46493
4.45,4,30.499298
4.3,5,30.532472
3.55,10,30.575876
4.75,2,30.602862
4.15,6,30.638849
4.15,6,30.822161
-3.6,13,30.867395
4.15,6,30.894895
4.3,5,30.92438
4.75,2,30.948549
4.15,6,30.981161
3.85,8,31.016146
4.15,6,31.04565
-1.75,15,31.091201
4.75,2,31.122578
4.45,4,31.155353
4.3,5,31.183008
3.1,13,31.233073
4.45,4,31.262257
-1.75,15,31.306385
4.6,3,31.333651
-1.75,15,31.379644
3.4,11,31.426605
-1.75,15,31.479441
3.85,8,31.517143
-1.75,15,31.569347
3.55,10,31.606267
-3.55,12,31.644691
4.15,6,31.683383
3.55,10,31.718843
-1.75,15,31.777435
3.55,10,31.81673
-3.6,13,31.860538
3.25,12,32.088762
4.45,4,32.116258
-1.75,15,32.164953
-3.4,9,32.213106
4.9,1,32.237486
4.6,3,32.26651
4.75,2,32.295557
4.15,6,32.334852
3.4,11,32.375973
3.85,8,32.413845
4.45,4,32.446416
4.75,2,32.472499
4.0,7,32.505919
4.3,5,32.534326
3.4,11,32.574284
4.75,2,32.601201
-3.35,8,32.643681
3.85,8,32.677367
3.1,13,32.723556
-3.7,15,32.767211
-1.75,15,32.813694
4.6,3,32.841068
4.3,5,32.871077
3.85,8,32.902425
4.75,2,32.927067
4.3,5,32.953233
3.1,13,32.994548
4.45,4,33.025222
3.25,12,33.061709
-3.6,13,33.106652
4.0,7,33.137339
-1.75,15,33.179991
3.55,10,33.217482
3.4,11,33.429626
4.6,3,33.456834
4.75,2,33.48285
4.6,3,33.514592
-3.0,1,33.54336
4.75,2,33.571771
3.7,9,33.615736
3.85,8,33.653089
4.45,4,33.683929
4.6,3,33.718402
-1.75,15,33.777607
4.45,4,33.810135
-3.45,10,33.859732
4.75,2,33.887769
4.9,1,33.910231
4.45,4,33.937145
3.4,11,33.97917
4.45,4,34.006596
-3.4,9,34.041563
-3.6,13,34.081955
-3.25,6,34.111246
4.0,7,34.143418
3.7,9,34.182684
4.45,4,34.211395
3.7,9,34.247566
4.75,2,34.273462
4.45,4,34.302632
3.25,12,34.346478
-3.15,4,34.377085
4.6,3,34.410326
4.0,7,34.452956
4.45,4,34.482452
-3.15,4,34.51036
4.75,2,34.53651
4.15,6,34.569489
-3.5,11,34.609875
-3.0,1,34.632201
-1.75,15,34.681517
-3.6,13,34.723658
4.45,4,34.7504
4.15,6,34.790677
-3.3,7,34.822882
3.25,12,35.009912
3.85,8,35.046672
-3.4,9,35.081831
3.55,10,35.125566
-3.45,10,35.166981
4.3,5,35.199945
4.75,2,35.231806
-3.65,14,35.284103
4.75,2,35.313933
4.15,6,35.351838
4.45,4,35.380258
4.9,1,35.409064
4.0,7,35.448359
3.4,11,35.484629
3.7,9,35.517097
4.15,6,35.546654
4.45,4,35.582035
3.55,10,35.618249
4.75,2,35.641979
4.15,6,35.671223
4.15,6,35.702602
4.75,2,35.728518
4.3,5,35.757887
4.6,3,35.785575
4.6,3,35.810208
3.25,12,35.849206
4.45,4,35.876273
4.9,1,35.903512
4.45,4,35.939722
4.75,2,35.964638
-1.75,15,36.006768
4.45,4,36.034386
4.0,7,36.068862
4.75,2,36.094214
3.7,9,36.130296
4.15,6,36.15822
3.4,11,36.197683
4.75,2,36.225205
4.0,7,36.26398
-3.35,8,36.298051
4.75,2,36.322522
3.1,13,36.525151
4.6,3,36.561726
4.75,2,36.585618
3.4,11,36.629633
4.75,2,36.658621
4.45,4,36.690198
4.0,7,36.726298
4.3,5,36.762515
4.3,5,36.798306
4.15,6,36.834494
3.85,8,36.87045
4.75,2,36.895666
4.45,4,36.927928
-3.4,9,36.970017
-3.35,8,37.019301
-1.75,15,37.073182
4.45,4,37.106029
-1.75,15,37.153223
4.15,6,37.191972
4.3,5,37.226371
4.45,4,37.259888
4.45,4,37.289775
4.45,4,37.328412
4.45,4,37.35815
4.15,6,37.385572
4.3,5,37.41468
-3.35,8,37.448663
4.15,6,37.479989
4.45,4,37.507278
3.55,10,37.545331
4.75,2,37.566964
4.3,5,37.594949
4.45,4,37.623738
4.3,5,37.648474
4.0,7,37.679765
-1.75,15,37.727021
4.75,2,37.750531
3.25,12,37.790315
3.25,12,37.830324
4.6,3,37.860161
3.55,10,38.029881
4.15,6,38.063026
-1.75,15,38.111454
4.45,4,38.142121
4.0,7,38.177119
4.6,3,38.202063
4.6,3,38.230507
4.9,1,38.257655
4.9,1,38.285543
-3.35,8,38.319645
3.7,9,38.358504
3.7,9,38.405353
2.95,14,38.452921
-3.45,10,38.492303
-1.75,15,38.537469
4.75,2,38.562006
4.6,3,38.58786
3.55,10,38.624922
4.45,4,38.656184
4.45,4,38.682028
4.15,6,38.7158
4.6,3,38.739552
4.75,2,38.765019
4.15,6,38.796732
3.85,8,38.83225
4.75,2,38.855469
-3.1,3,38.879025
4.3,5,38.90675
4.0,7,38.934792
4.0,7,38.965712
4.6,3,38.991138
-3.45,10,39.025193
4.9,1,39.051787
4.3,5,39.084651
3.85,8,39.121149
-1.75,15,39.175979
3.55,10,39.215385
4.3,5,39.24392
3.55,10,39.284735
4.45,4,39.316964
3.85,8,39.508971
4.6,3,39.540817
4.9,1,39.564682
4.75,2,39.588042
4.0,7,39.628968
-1.75,15,39.679801
-3.45,10,39.720359
4.3,5,39.751632
4.3,5,39.783856
3.85,8,39.81858
-1.75,15,39.862508
4.3,5,39.895802
-3.3,7,39.93436
4.0,7,39.973172
3.1,13,40.017892
-3.3,7,40.054581
4.3,5,40.082283
4.6,3,40.11116
4.6,3,40.140019
-1.75,15,40.188298
-1.75,15,40.229176
3.7,9,40.264859
4.15,6,40.300104
4.6,3,40.330818
-3.3,7,40.365878
3.85,8,40.406521
4.0,7,40.439894
4.6,3,40.466487
4.3,5,40.497097
3.4,11,40.541491
4.6,3,40.57319
3.7,9,40.614335
4.15,6,40.643353
-3.45,10,40.678536
4.45,4,40.708704
-1.75,15,40.905214
4.45,4,40.936733
4.15,6,40.971565
4.3,5,41.004506
4.45,4,41.031109
3.85,8,41.06284
-3.0,1,41.08635
4.45,4,41.114115
3.7,9,41.146046
3.85,8,41.178519
4.0,7,41.216149
-1.75,15,41.262309
4.75,2,41.292005
4.0,7,41.328363
4.45,4,41.361316
4.3,5,41.391867
4.45,4,41.427305
4.75,2,41.455156
4.75,2,41.48398
4.75,2,41.520395
4.3,5,41.555168
3.55,10,41.593917
4.45,4,41.624425
4.3,5,41.65536
3.25,12,41.698294
4.0,7,41.731513
4.6,3,41.760963
-1.75,15,41.804946
3.55,10,41.837642
-1.75,15,41.877008
4.75,2,41.902763
-1.75,15,41.945603
4.6,3,41.970965
4.6,3,42.00032
4.75,2,42.025645
4.3,5,42.057818
4.6,3,42.084312
4.9,1,42.110373
-1.75,15,42.15571
4.6,3,42.189094
4.3,5,42.217711
-3.0,1,42.24104
4.0,7,42.276506
4.75,2,42.456974
3.25,12,42.494812
-1.75,15,42.541991
4.9,1,42.565749
4.0,7,42.598461
4.75,2,42.626024
-1.75,15,42.668519
4.15,6,42.697809
3.7,9,42.740829
4.9,1,42.763754
3.85,8,42.803304
4.6,3,42.828196
4.6,3,42.854121
-1.75,15,42.89615
4.6,3,42.928023
4.3,5,42.960147
4.3,5,42.989443
4.3,5,43.018153
4.15,6,43.049336
3.1,13,43.095317
4.45,4,43.123905
3.55,10,43.163098
3.85,8,43.199189
4.0,7,43.235468
-1.75,15,43.281104
-1.75,15,43.322186
4.6,3,43.348113
4.45,4,43.380698
4.45,4,43.411184
-1.75,15,43.457991
-1.75,15,43.504781
3.85,8,43.544761
-3.7,15,43.753883
-1.75,15,43.79846
-1.75,15,43.858341
3.85,8,43.89301
-3.25,6,43.933145
4.6,3,43.96467
4.75,2,43.989258
-3.7,15,44.031244
3.7,9,44.067517
4.9,1,44.093666
4.0,7,44.12792
4.3,5,44.157198
3.85,8,44.199706
4.45,4,44.245472
4.3,5,44.291092
3.85,8,44.336715
4.3,5,44.381318
3.4,11,44.431364
4.15,6,44.469427
4.75,2,44.497861
3.4,11,44.54387
-1.75,15,44.603975
4.75,2,44.640264
4.0,7,44.671773
4.45,4,44.700323
4.9,1,44.730073
4.9,1,44.757131
3.85,8,44.792463
3.85,8,44.835792
4.3,5,44.867139
4.3,5,44.897628
3.85,8,44.930749
4.15,6,44.9601
3.4,11,44.995623
3.7,9,45.030555
-3.6,13,45.072544
4.45,4,45.103749
3.85,8,45.290123
4.45,4,45.314282
4.15,6,45.345006
3.85,8,45.381529
3.4,11,45.418962
4.15,6,45.44864
3.85,8,45.484021
4.15,6,45.521324
4.0,7,45.558304
4.45,4,45.593169
3.85,8,45.627341
4.3,5,45.656055
4.75,2,45.681134
4.45,4,45.712273
4.0,7,45.751986
4.6,3,45.783755
3.4,11,45.825038
3.7,9,45.859109
3.4,11,45.894586
