#{"t_start": 1787939464.608712, "env_id": "None"}
r,l,t
4.15,6,5.94782
4.15,6,5.983687
-3.0,1,6.015014
-3.3,7,6.05138
-3.0,1,6.081585
4.6,3,6.108325
-3.1,3,6.136656
-3.0,1,6.161489
-3.6,13,6.211241
-3.1,3,6.238996
-3.0,1,6.266126
-3.05,2,6.294399
-3.45,10,6.336081
3.85,8,6.382586
-3.0,1,6.40745
-3.0,1,6.431055
-3.1,3,6.4595
3.85,8,6.494359
-3.05,2,6.518935
3.85,8,6.553536
-3.05,2,6.583607
3.4,11,6.620373
4.75,2,6.644034
4.15,6,6.67542
-3.05,2,6.699845
-3.25,6,6.728106
4.15,6,6.757787
4.45,4,6.784964
-3.1,3,6.811169
-3.1,3,6.838593
4.3,5,6.866674
-3.3,7,6.896297
-3.0,1,6.917354
-3.1,3,6.945912
-3.0,1,6.969708
4.9,1,6.992337
3.55,10,7.031302
-3.0,1,7.055908
-3.05,2,7.079863
-3.0,1,7.102902
3.4,11,7.143348
-3.0,1,7.16675
-3.0,1,7.193506
-3.0,1,7.224686
-3.0,1,7.247246
-3.0,1,7.268751
-1.75,15,7.500896
-3.15,4,7.535188
3.85,8,7.570791
4.0,7,7.606089
-3.3,7,7.642323
-3.05,2,7.670921
-3.25,6,7.701995
-1.75,15,7.746814
-3.05,2,7.773473
-3.15,4,7.800154
-3.5,11,7.844105
4.6,3,7.87365
4.15,6,7.908
-3.0,1,7.930641
-1.75,15,7.975481
-3.1,3,8.004516
-3.25,6,8.03551
-3.3,7,8.073775
4.6,3,8.098549
-3.35,8,8.133025
-3.0,1,8.160984
-3.15,4,8.191735
4.15,6,8.228018
-3.15,4,8.264265
-3.0,1,8.29186
-3.1,3,8.316973
-3.1,3,8.348208
-3.55,12,8.391732
-3.05,2,8.414016
-3.05,2,8.442781
-3.45,10,8.487175
-3.1,3,8.517474
4.75,2,8.544129
-3.45,10,8.578333
4.15,6,8.609876
-3.0,1,8.631795
4.75,2,8.65886
-3.05,2,8.687801
-3.0,1,8.709229
-3.35,8,8.742796
3.7,9,8.776227
-3.5,11,8.811187
-3.05,2,8.843777
4.45,4,8.877949
-3.0,1,8.900053
-3.25,6,8.934557
4.15,6,8.973215
-3.0,1,8.997304
-3.0,1,9.023425
-3.35,8,9.215983
-3.25,6,9.246086
-3.15,4,9.274398
-3.2,5,9.304911
4.3,5,9.331115
-3.05,2,9.355805
-3.05,2,9.381489
-3.1,3,9.409268
-3.0,1,9.430877
-3.15,4,9.456773
-3.2,5,9.482948
-3.0,1,9.504506
3.85,8,9.540363
3.55,10,9.578698
-3.0,1,9.602322
4.0,7,9.629683
4.0,7,9.667696
4.45,4,9.696925
-3.15,4,9.723487
-3.35,8,9.760515
-1.75,15,9.80994
4.6,3,9.833858
-3.4,9,9.872955
-3.05,2,9.89596
-3.15,4,9.922991
3.55,10,9.96213
-3.15,4,9.99021
-3.0,1,10.012323
-3.15,4,10.039275
-1.75,15,10.083027
3.1,13,10.127459
-3.45,10,10.165557
-3.05,2,10.188732
-3.0,1,10.210412
-3.45,10,10.245046
-3.25,6,10.276866
4.3,5,10.306945
-3.05,2,10.330503
-3.45,10,10.372538
4.9,1,10.399223
-1.75,15,10.449891
-3.05,2,10.476214
-3.5,11,10.52009
4.75,2,10.546986
3.4,11,10.782926
4.45,4,10.816106
-3.05,2,10.841993
-3.35,8,10.882193
-3.55,12,10.927341
-3.35,8,10.968576
-3.0,1,10.993345
-3.05,2,11.017508
3.1,13,11.058871
-1.75,15,11.10306
-3.05,2,11.127515
-3.15,4,11.157831
-3.0,1,11.17745
4.3,5,11.208414
3.85,8,11.242306
-3.1,3,11.26757
-3.25,6,11.298843
3.7,9,11.332684
-3.55,12,11.370729
-1.75,15,11.414921
-3.35,8,11.45856
4.45,4,11.485627
3.85,8,11.521058
-3.55,12,11.559738
-3.0,1,11.5828
4.9,1,11.603612
3.25,12,11.643341
-3.2,5,11.672522
-3.15,4,11.707873
-3.2,5,11.742015
-3.4,9,11.777382
-3.15,4,11.802822
4.15,6,11.832539
4.0,7,11.866048
4.3,5,11.896622
-3.55,12,11.94538
-3.0,1,11.970309
4.45,4,12.000333
-3.35,8,12.043962
-3.1,3,12.072563
3.55,10,12.283382
4.15,6,12.315238
-3.2,5,12.344273
-1.75,15,12.396861
-3.2,5,12.43121
4.45,4,12.461433
4.75,2,12.486368
4.45,4,12.521657
-3.25,6,12.565228
-3.65,14,12.608834
-3.0,1,12.63321
-1.75,15,12.678142
4.45,4,12.706558
-3.05,2,12.727698
-3.0,1,12.749104
-3.25,6,12.776819
3.7,9,12.812922
-3.05,2,12.839523
-3.45,10,12.882334
-3.0,1,12.910861
-3.25,6,12.943554
-3.1,3,12.973468
4.45,4,13.004981
-3.0,1,13.031452
4.0,7,13.066694
-3.0,1,13.093164
4.6,3,13.120097
4.45,4,13.152365
4.3,5,13.18124
4.15,6,13.211116
-1.75,15,13.255706
-3.3,7,13.289393
-3.0,1,13.314093
4.0,7,13.348515
-3.0,1,13.376469
-3.1,3,13.405549
-3.05,2,13.429767
4.0,7,13.463202
-3.0,1,13.485773
-3.25,6,13.518731
-3.2,5,13.556198
3.55,10,13.594979
-3.3,7,13.626668
4.3,5,13.656704
4.75,2,13.680879
-3.1,3,13.706776
3.55,10,13.747013
-3.2,5,13.780508
-3.0,1,13.803841
4.3,5,14.019508
-3.05,2,14.047865
-1.75,15,14.100402
-3.0,1,14.127552
-3.1,3,14.155568
4.6,3,14.181979
-3.3,7,14.216573
-3.1,3,14.245509
-3.25,6,14.279749
-3.3,7,14.312629
-3.4,9,14.354509
-3.15,4,14.38206
4.15,6,14.41269
-3.05,2,14.43578
-3.4,9,14.470735
3.85,8,14.503357
-3.15,4,14.528877
-3.2,5,14.559061
-3.0,1,14.58323
-3.15,4,14.612388
-3.4,9,14.646604
-3.6,13,14.68456
-3.0,1,14.708892
-3.05,2,14.729378
-3.2,5,14.7599
4.15,6,14.792801
-3.3,7,14.823149
-3.05,2,14.845866
-1.75,15,14.891399
4.45,4,14.916501
-3.05,2,14.943407
-3.0,1,14.964417
-3.2,5,14.992752
-3.15,4,15.024992
-3.0,1,15.046407
-3.4,9,15.080621
-3.5,11,15.119079
3.85,8,15.153528
4.3,5,15.183291
-3.05,2,15.211512
4.6,3,15.2395
3.85,8,15.282114
-3.25,6,15.327023
-3.25,6,15.36336
4.75,2,15.392255
-3.1,3,15.420917
4.0,7,15.456834
-3.0,1,15.481833
3.85,8,15.676088
3.85,8,15.709767
2.8,15,15.752721
-3.1,3,15.779207
-3.3,7,15.809727
-3.0,1,15.833276
-3.1,3,15.861693
-3.0,1,15.884826
4.75,2,15.911307
4.0,7,15.943309
4.0,7,15.97257
-3.35,8,16.007635
-3.3,7,16.043226
3.85,8,16.081357
3.7,9,16.118221
-3.1,3,16.143911
-3.2,5,16.171754
-3.05,2,16.194029
-3.0,1,16.21499
-3.05,2,16.240043
-3.1,3,16.265496
-3.0,1,16.285051
4.15,6,16.322239
4.0,7,16.354172
-3.35,8,16.391368
-3.35,8,16.423003
-3.3,7,16.452595
4.15,6,16.481264
-3.35,8,16.51485
3.55,10,16.553415
4.15,6,16.584636
-3.65,14,16.630711
4.15,6,16.660451
-3.05,2,16.681942
-3.1,3,16.707201
4.15,6,16.740848
-3.35,8,16.775635
-3.4,9,16.812312
3.85,8,16.848269
4.75,2,16.873569
3.4,11,16.921495
-3.4,9,16.97183
3.55,10,17.176792
-3.0,1,17.203262
-3.05,2,17.230105
4.0,7,17.272592
4.0,7,17.306241
-3.0,1,17.332385
4.0,7,17.369187
-3.0,1,17.396384
-3.15,4,17.424921
-3.1,3,17.455898
-3.05,2,17.488292
-3.0,1,17.513572
-3.3,7,17.551294
3.7,9,17.587362
-3.3,7,17.625613
3.7,9,17.660289
4.15,6,17.702749
-3.1,3,17.729471
-3.15,4,17.758758
-3.15,4,17.787702
-3.35,8,17.821557
-3.05,2,17.848707
3.7,9,17.882485
-3.3,7,17.913251
-3.25,6,17.946516
-3.4,9,17.979878
-3.6,13,18.023921
4.45,4,18.05128
4.0,7,18.084426
-3.0,1,18.110105
-3.1,3,18.136769
-3.1,3,18.161124
3.7,9,18.198562
-3.05,2,18.221878
-3.2,5,18.253828
-3.05,2,18.280172
-3.05,2,18.307409
-3.05,2,18.329436
-3.25,6,18.366151
4.3,5,18.40702
-3.2,5,18.44406
4.3,5,18.47561
-3.4,9,18.519128
-3.3,7,18.557427
-3.45,10,18.597656
-3.05,2,18.630014
-3.05,2,18.658801
4.3,5,18.691671
-3.4,9,18.738307
-3.15,4,18.770057
3.85,8,18.958499
-3.55,12,19.003563
3.1,13,19.046689
-3.25,6,19.076179
-3.55,12,19.120267
4.45,4,19.147184
-3.15,4,19.177687
4.9,1,19.197831
-3.1,3,19.22262
-3.05,2,19.244948
-3.15,4,19.276739
-3.35,8,19.310838
3.7,9,19.352713
-3.0,1,19.373116
4.0,7,19.408083
-3.0,1,19.436552
-3.3,7,19.472734
-3.05,2,19.496269
-3.0,1,19.526753
-3.25,6,19.557451
-3.05,2,19.581649
4.3,5,19.612052
4.15,6,19.647354
3.55,10,19.685331
4.45,4,19.713449
-3.55,12,19.756446
-3.25,6,19.789036
4.3,5,19.817702
-3.2,5,19.845155
-3.25,6,19.875197
3.85,8,19.91085
3.85,8,19.954809
4.45,4,19.98947
4.6,3,20.032098
-3.2,5,20.097939
4.45,4,20.145031
4.15,6,20.197542
3.4,11,20.256848
3.7,9,20.299343
4.0,7,20.338985
3.55,10,20.381435
-3.15,4,20.413603
3.7,9,20.456334
4.15,6,20.647431
-3.0,1,20.676938
-3.1,3,20.707561
-3.2,5,20.741633
3.7,9,20.778527
-3.15,4,20.809564
-3.3,7,20.842227
-3.3,7,20.878006
-3.05,2,20.906423
-3.4,9,20.940957
-3.1,3,20.969415
3.4,11,21.011436
3.7,9,21.052654
4.75,2,21.078796
-3.05,2,21.103421
-3.15,4,21.128121
-3.05,2,21.155099
3.55,10,21.194539
-3.15,4,21.223468
-3.05,2,21.248087
4.0,7,21.281965
4.75,2,21.306407
-3.05,2,21.336815
-3.0,1,21.366039
3.7,9,21.398709
-3.35,8,21.437219
4.15,6,21.475232
-3.2,5,21.502861
-3.0,1,21.529189
-3.1,3,21.559438
3.85,8,21.594697
-3.05,2,21.620437
-3.2,5,21.652411
-3.2,5,21.68557
4.6,3,21.71117
-3.0,1,21.730189
4.3,5,21.756811
3.7,9,21.795339
-3.15,4,21.82506
-3.1,3,21.853284
-3.2,5,21.887068
-3.1,3,21.91451
-3.0,1,21.941596
-3.05,2,21.964745
-3.25,6,22.001263
-3.4,9,22.034114
-3.05,2,22.06124
4.3,5,22.091032
4.75,2,22.114059
-3.1,3,22.14309
-3.3,7,22.176466
-3.55,12,22.21787
4.15,6,22.254147
4.45,4,22.445034
-3.05,2,22.473426
-3.25,6,22.510804
3.4,11,22.552387
-3.25,6,22.585265
4.6,3,22.610576
3.7,9,22.645231
-3.55,12,22.684768
-3.1,3,22.710927
3.55,10,22.749311
-3.2,5,22.776893
-3.3,7,22.809964
-3.2,5,22.839506
-3.15,4,22.86496
-3.05,2,22.890367
4.15,6,22.923982
-3.1,3,22.950512
-3.25,6,22.979885
3.7,9,23.016496
-3.35,8,23.052379
4.0,7,23.086385
4.3,5,23.114933
-3.05,2,23.14149
3.85,8,23.186828
-3.2,5,23.221887
4.3,5,23.255882
-3.45,10,23.29791
-3.1,3,23.331032
4.3,5,23.364571
3.55,10,23.403788
-3.1,3,23.43077
-3.4,9,23.470171
-3.35,8,23.504958
-3.45,10,23.543147
-3.4,9,23.584098
-3.55,12,23.62565
4.3,5,23.656824
-3.15,4,23.68765
-3.3,7,23.72696
-3.4,9,23.762484
4.0,7,23.945552
3.7,9,23.989456
4.15,6,24.026734
3.7,9,24.06312
3.4,11,24.106616
-3.1,3,24.13157
-3.0,1,24.156347
-3.35,8,24.191093
-3.25,6,24.222911
-3.05,2,24.24762
-3.15,4,24.278583
-3.4,9,24.320358
-3.1,3,24.344543
3.25,12,24.386144
-3.25,6,24.415405
-3.1,3,24.447141
4.45,4,24.474949
-3.1,3,24.498939
4.0,7,24.531069
-3.2,5,24.55723
-3.05,2,24.580346
4.3,5,24.605445
4.0,7,24.637441
4.3,5,24.667455
3.4,11,24.708157
-3.3,7,24.741266
4.45,4,24.772681
-3.3,7,24.810476
-3.4,9,24.855896
4.0,7,24.899278
2.95,14,24.956488
-3.3,7,24.987177
4.45,4,25.016907
-3.1,3,25.043549
4.3,5,25.074756
4.0,7,25.108384
4.15,6,25.140941
-3.25,6,25.173449
3.85,8,25.206477
4.6,3,25.233385
4.15,6,25.266489
-3.05,2,25.293996
4.45,4,25.329281
-3.2,5,25.504135
-3.05,2,25.530199
3.85,8,25.56187
4.45,4,25.593191
3.55,10,25.627946
4.15,6,25.665052
4.0,7,25.69939
4.0,7,25.730468
4.3,5,25.759421
3.85,8,25.794017
3.7,9,25.832239
4.15,6,25.86602
-3.15,4,25.895952
4.45,4,25.928164
3.7,9,25.967736
3.4,11,26.006413
4.15,6,26.039059
-3.05,2,26.062956
-3.05,2,26.085519
-3.45,10,26.121942
-3.15,4,26.147515
-3.4,9,26.184287
-3.15,4,26.209183
4.3,5,26.236578
4.3,5,26.264001
3.4,11,26.303767
4.75,2,26.333714
3.7,9,26.374304
-3.25,6,26.406027
4.45,4,26.439158
4.75,2,26.465495
-3.1,3,26.497921
4.3,5,26.529782
-3.45,10,26.570112
4.6,3,26.595515
-3.05,2,26.621246
3.55,10,26.655924
-3.1,3,26.680982
-3.3,7,26.712852
-3.2,5,26.741597
4.45,4,26.772474
-3.4,9,26.810993
-3.3,7,26.84806
4.45,4,27.028233
-3.25,6,27.062577
-3.25,6,27.098381
-3.2,5,27.128651
3.85,8,27.163635
3.25,12,27.208853
4.6,3,27.238374
4.15,6,27.277342
4.45,4,27.309126
4.15,6,27.349049
4.6,3,27.381104
-3.2,5,27.412375
-3.15,4,27.444569
-3.1,3,27.474229
4.0,7,27.505409
-3.35,8,27.545128
4.0,7,27.580192
4.6,3,27.608309
-3.1,3,27.636261
-3.05,2,27.660908
-3.0,1,27.684964
3.55,10,27.722815
-3.3,7,27.755839
-3.6,13,27.805797
4.15,6,27.838806
-3.35,8,27.871192
-3.0,1,27.899636
-3.3,7,27.932967
-3.4,9,27.97334
4.0,7,28.014471
-3.3,7,28.050344
-3.45,10,28.086842
4.0,7,28.117936
-3.05,2,28.141942
-3.4,9,28.178071
4.3,5,28.210318
3.25,12,28.257059
-3.4,9,28.295028
-3.35,8,28.326697
-3.65,14,28.376971
3.4,11,28.56446
-3.35,8,28.598768
-3.1,3,28.628538
3.85,8,28.664708
3.7,9,28.707442
-3.1,3,28.732355
-3.0,1,28.758229
3.25,12,28.799948
3.55,10,28.833079
-3.3,7,28.866056
-3.15,4,28.892903
4.15,6,28.929487
-3.4,9,28.967024
-3.3,7,29.000629
-3.2,5,29.030827
3.85,8,29.06471
-3.45,10,29.099392
-3.35,8,29.138928
-3.05,2,29.16295
-3.1,3,29.193545
-3.2,5,29.228592
4.15,6,29.261698
4.6,3,29.287989
-3.05,2,29.313354
-3.1,3,29.33851
3.25,12,29.378371
4.3,5,29.409486
-3.2,5,29.444647
4.15,6,29.479848
-3.0,1,29.503199
4.15,6,29.5447
-3.25,6,29.579745
4.3,5,29.61834
3.85,8,29.660497
-3.35,8,29.703253
-3.25,6,29.73788
4.0,7,29.769747
4.45,4,29.80481
-3.35,8,29.841516
-3.15,4,29.873016
-3.2,5,29.90972
4.0,7,29.942505
-3.1,3,30.119262
-3.25,6,30.153876
-3.3,7,30.18474
4.15,6,30.218752
-3.05,2,30.244356
4.0,7,30.275565
4.0,7,30.312112
4.15,6,30.3443
-3.0,1,30.36822
-3.15,4,30.399013
-3.1,3,30.428527
3.7,9,30.463393
-3.25,6,30.497301
3.4,11,30.538803
3.85,8,30.571674
3.55,10,30.61452
4.45,4,30.641966
4.15,6,30.682537
-3.1,3,30.708129
4.3,5,30.734301
-3.6,13,30.775931
4.6,3,30.804473
-3.25,6,30.840352
4.3,5,30.872558
-3.15,4,30.901172
-3.5,11,30.937636
-3.15,4,30.967729
3.85,8,30.996458
-3.65,14,31.042297
-3.45,10,31.087191
-3.0,1,31.11266
-3.2,5,31.142098
4.0,7,31.177818
-3.45,10,31.222357
4.15,6,31.254426
-3.15,4,31.282742
4.0,7,31.320953
-3.45,10,31.373586
-3.3,7,31.408016
4.3,5,31.437929
4.3,5,31.622671
3.55,10,31.657856
-3.25,6,31.684788
4.3,5,31.713661
4.0,7,31.742918
4.3,5,31.770574
4.3,5,31.79526
3.25,12,31.837043
-3.65,14,31.878153
3.7,9,31.920268
-3.6,13,31.964829
-3.0,1,31.991642
4.45,4,32.018418
-3.4,9,32.053688
4.3,5,32.082345
-3.3,7,32.112933
3.7,9,32.149162
3.25,12,32.191857
-3.15,4,32.221708
-3.05,2,32.244103
-3.15,4,32.273757
3.7,9,32.306718
4.75,2,32.3295
4.15,6,32.358105
-3.3,7,32.387474
-3.05,2,32.412502
-3.3,7,32.444583
4.75,2,32.472312
4.0,7,32.510846
-3.05,2,32.535095
3.7,9,32.57497
-3.0,1,32.596604
-3.0,1,32.62154
-3.0,1,32.647481
-3.2,5,32.67821
-3.35,8,32.710927
4.0,7,32.751151
-3.3,7,32.786644
-3.2,5,32.81934
-3.25,6,32.863266
-3.4,9,32.900378
-3.4,9,32.938188
3.7,9,33.129729
3.55,10,33.173919
4.15,6,33.204773
-3.65,14,33.247256
3.85,8,33.280966
4.0,7,33.312147
-3.25,6,33.344302
-3.35,8,33.380114
-3.55,12,33.418743
-3.25,6,33.447487
-3.45,10,33.489077
-3.15,4,33.519814
-3.25,6,33.548731
-3.15,4,33.575631
-3.1,3,33.600407
4.3,5,33.626689
4.3,5,33.654858
-3.0,1,33.675996
-3.25,6,33.706597
4.0,7,33.738669
-3.3,7,33.773717
-3.15,4,33.797227
4.15,6,33.82938
4.45,4,33.860255
-3.1,3,33.887193
-3.05,2,33.910794
-3.2,5,33.945017
-3.15,4,33.976899
-3.4,9,34.016911
4.45,4,34.043642
-3.2,5,34.075212
-3.25,6,34.111283
-3.35,8,34.146359
3.85,8,34.180433
-3.3,7,34.221966
4.45,4,34.252835
3.4,11,34.306386
-3.45,10,34.359761
3.85,8,34.395254
-3.2,5,34.58571
-3.4,9,34.623992
3.7,9,34.659914
-3.0,1,34.683459
4.15,6,34.716936
-3.3,7,34.745564
-3.35,8,34.780955
4.3,5,34.812686
3.7,9,34.848246
4.3,5,34.877753
-3.15,4,34.906073
-3.3,7,34.93765
3.25,12,34.97661
4.3,5,35.005188
-3.15,4,35.031598
-3.15,4,35.05825
-3.35,8,35.088171
-3.2,5,35.116917
3.85,8,35.149873
-3.05,2,35.172538
-3.1,3,35.196998
3.4,11,35.23971
3.7,9,35.284416
4.45,4,35.309837
3.25,12,35.348121
-3.35,8,35.382827
-3.15,4,35.412499
-3.25,6,35.446212
4.9,1,35.469863
-3.35,8,35.502764
-3.3,7,35.533076
-3.25,6,35.563003
4.45,4,35.59064
-3.1,3,35.613929
3.7,9,35.650451
4.0,7,35.682248
-3.35,8,35.713334
-3.25,6,35.742933
4.0,7,35.777021
-3.2,5,35.808074
4.45,4,35.835667
-3.1,3,35.860513
-3.4,9,36.074875
4.3,5,36.106454
-3.2,5,36.1375
-3.45,10,36.173934
-3.15,4,36.202121
4.0,7,36.235863
-3.2,5,36.267285
-3.05,2,36.294808
3.85,8,36.32774
3.55,10,36.365716
-3.2,5,36.393784
4.15,6,36.426407
3.25,12,36.466471
3.55,10,36.50252
4.15,6,36.529805
-3.25,6,36.560765
-3.25,6,36.592422
-3.0,1,36.616004
-3.05,2,36.638069
-3.3,7,36.673975
4.0,7,36.710432
-3.25,6,36.745828
4.3,5,36.778831
3.85,8,36.816363
-3.3,7,36.849546
-3.15,4,36.875092
-3.4,9,36.907809
-3.4,9,36.942374
3.7,9,36.97954
-3.2,5,37.006177
-3.45,10,37.042186
-3.3,7,37.071839
3.55,10,37.110199
-3.2,5,37.141642
-3.5,11,37.182832
3.85,8,37.217309
-3.05,2,37.243313
-3.3,7,37.282023
-3.25,6,37.500815
-3.15,4,37.534846
-3.25,6,37.57451
3.25,12,37.627736
4.15,6,37.661996
-3.05,2,37.688147
3.85,8,37.725461
-3.4,9,37.761222
3.7,9,37.806144
-3.0,1,37.833853
3.85,8,37.870803
-3.2,5,37.902999
3.7,9,37.94377
-3.0,1,37.974684
4.0,7,38.009432
4.0,7,38.044308
-3.15,4,38.070349
4.3,5,38.098756
-1.75,15,38.144916
-3.15,4,38.174839
-3.35,8,38.208287
4.0,7,38.240168
-3.2,5,38.270187
3.85,8,38.303432
3.55,10,38.344504
-3.35,8,38.382098
-3.25,6,38.41202
4.15,6,38.44073
4.6,3,38.463031
4.0,7,38.493865
-3.3,7,38.52677
4.45,4,38.550735
4.0,7,38.581997
-3.05,2,38.605418
-3.6,13,38.644572
3.7,9,38.676642
-3.45,10,38.710966
3.7,9,38.744326
3.25,12,38.93716
4.0,7,38.973572
-3.2,5,39.007695
3.85,8,39.054391
-3.4,9,39.095773
4.0,7,39.127618
-3.35,8,39.167136
4.45,4,39.197703
3.1,13,39.243986
-3.05,2,39.273551
-3.35,8,39.309188
3.85,8,39.348116
-3.25,6,39.385513
4.3,5,39.416891
-3.4,9,39.453645
4.3,5,39.486763
4.0,7,39.518017
-3.25,6,39.546253
3.85,8,39.579623
-3.35,8,39.611268
-3.45,10,39.643877
4.6,3,39.668123
-3.3,7,39.703684
-3.4,9,39.743169
-3.25,6,39.775541
-3.45,10,39.812594
-3.1,3,39.839125
-3.05,2,39.86335
4.0,7,39.896881
3.85,8,39.931361
-3.05,2,39.95668
-3.15,4,39.985413
-3.2,5,40.017447
4.0,7,40.052439
4.6,3,40.077525
4.0,7,40.112442
-3.35,8,40.148248
-3.15,4,40.176539
4.15,6,40.210035
4.45,4,40.377526
3.55,10,40.413031
-3.05,2,40.442654
4.15,6,40.477613
-3.2,5,40.507695
3.85,8,40.54741
4.15,6,40.579296
4.3,5,40.611318
-3.15,4,40.648107
-3.15,4,40.684709
4.15,6,40.722219
4.3,5,40.76073
3.55,10,40.805228
4.15,6,40.843852
-3.25,6,40.875864
-3.3,7,40.912486
3.7,9,40.954182
-3.05,2,40.977917
-3.2,5,41.010139
4.45,4,41.040388
-3.55,12,41.08568
3.4,11,41.123637
4.0,7,41.155481
-3.7,15,41.203557
-3.25,6,41.230442
-3.15,4,41.256186
4.45,4,41.284185
-3.15,4,41.313476
4.45,4,41.352381
4.3,5,41.393216
-3.4,9,41.436987
-3.35,8,41.478533
4.75,2,41.504345
-3.2,5,41.53695
3.25,12,41.578913
-3.2,5,41.607033
-3.2,5,41.633655
4.6,3,41.658017
4.15,6,41.694184
-3.15,4,41.721926
-3.25,6,41.753697
-3.2,5,41.78252
-3.35,8,41.96608
-3.1,3,41.992614
-3.05,2,42.022986
-3.45,10,42.062124
-3.2,5,42.093748
-3.45,10,42.130853
-3.2,5,42.160187
-3.25,6,42.198908
-3.5,11,42.239682
4.15,6,42.271526
-3.15,4,42.304293
-3.35,8,42.343353
-3.1,3,42.371947
3.7,9,42.409555
3.7,9,42.454575
3.85,8,42.495294
4.3,5,42.525884
4.75,2,42.556388
4.3,5,42.586278
-3.1,3,42.613339
-3.4,9,42.644359
3.7,9,42.67766
4.0,7,42.705161
-3.45,10,42.738594
4.15,6,42.769156
-3.45,10,42.805395
4.45,4,42.828952
4.6,3,42.854855
-3.45,10,42.894095
