episode,reward,length,elapsed_seconds
1,-3.15,4,0.043596506118774414
2,-3.05,2,0.06815195083618164
3,4.75,2,0.09615778923034668
4,-3.0,1,0.12680363655090332
5,-3.05,2,0.15958356857299805
6,-3.0,1,0.18610000610351562
7,-3.2,5,0.2140040397644043
8,-3.0,1,0.2390003204345703
9,-3.05,2,0.2639729976654053
10,4.449999999999999,4,0.2890768051147461
11,-3.4,9,0.3235132694244385
12,-3.15,4,0.35043764114379883
13,3.55,10,0.3913135528564453
14,4.9,1,0.4143974781036377
15,-3.0,1,0.4396183490753174
16,-3.0,1,0.4700658321380615
17,-3.0,1,0.4975912570953369
18,-3.05,2,0.5235743522644043
19,-3.05,2,0.5505521297454834
20,-3.05,2,0.5742323398590088
21,-3.05,2,0.5974907875061035
22,-1.75,15,0.640052080154419
23,3.6999999999999997,9,0.6778509616851807
24,-3.05,2,0.7034108638763428
25,-3.35,8,0.7382733821868896
26,-3.1,3,0.772188663482666
27,-3.55,12,0.8109691143035889
28,4.449999999999999,4,0.8417444229125977
29,-3.1,3,0.8739256858825684
30,-3.25,6,0.9061768054962158
31,-3.0,1,0.927882194519043
32,4.449999999999999,4,0.9587881565093994
33,-3.0,1,0.9837627410888672
34,4.6000000000000005,3,1.0103058815002441
35,-3.0,1,1.0367026329040527
36,-3.0,1,1.059899091720581
37,-3.05,2,1.0831546783447266
38,-3.0,1,1.1051571369171143
39,-3.05,2,1.1316466331481934
40,-3.1,3,1.1578691005706787
41,-3.1,3,1.1831138134002686
42,-3.0,1,1.2089684009552002
43,-3.1,3,1.2351500988006592
44,-3.0,1,1.2619659900665283
45,4.3,5,1.2927882671356201
46,-3.1,3,1.3229072093963623
47,-3.6,13,1.3699254989624023
48,4.9,1,1.3982129096984863
49,-3.05,2,1.4324533939361572
50,-3.05,2,1.4645633697509766
51,4.6000000000000005,3,1.489318609237671
52,-3.05,2,1.519059658050537
53,-3.1,3,1.5445177555084229
54,-3.05,2,1.5703299045562744
55,-3.15,4,1.599130392074585
56,-3.0,1,1.625939130783081
57,-3.05,2,1.6540205478668213
58,-3.2,5,1.6855413913726807
59,3.6999999999999997,9,1.7239162921905518
60,-3.0,1,1.7515568733215332
61,-3.0,1,1.7736859321594238
62,-3.0,1,1.7978346347808838
63,-3.0,1,1.8262126445770264
64,-3.0,1,1.8495292663574219
65,-3.7,15,1.8919105529785156
66,-3.0,1,1.9145829677581787
67,-3.2,5,1.9468319416046143
68,-3.0,1,1.9786577224731445
69,-3.05,2,2.0128276348114014
70,4.75,2,2.0419766902923584
71,-3.0,1,2.0668721199035645
72,-3.05,2,2.094836473464966
73,-3.0,1,2.1208643913269043
74,-3.0,1,2.1438939571380615
75,-3.0,1,2.1695308685302734
76,4.9,1,2.198176383972168
77,4.0,7,2.232684850692749
78,-3.1,3,2.2723731994628906
79,-3.0,1,2.3061957359313965
80,-3.0,1,2.338301658630371
81,-3.1,3,2.5124964714050293
82,-3.0,1,2.533738613128662
83,-3.0,1,2.5572586059570312
84,-3.25,6,2.5868890285491943
85,4.9,1,2.6115543842315674
86,-3.0,1,2.635479688644409
87,4.3,5,2.6687936782836914
88,4.449999999999999,4,2.7028603553771973
89,4.6000000000000005,3,2.7314300537109375
90,-3.05,2,2.755875587463379
91,4.15,6,2.7887063026428223
92,-3.1,3,2.8143513202667236
93,4.3,5,2.8523693084716797
94,4.6000000000000005,3,2.8783347606658936
95,-3.0,1,2.8999032974243164
96,-3.2,5,2.93206787109375
97,3.85,8,2.9725804328918457
98,-3.65,14,3.024380683898926
99,4.9,1,3.0529446601867676
100,-3.0,1,3.078796625137329
101,4.3,5,3.115677833557129
102,-3.35,8,3.152045965194702
103,-3.15,4,3.1783087253570557
104,-3.2,5,3.206489086151123
105,-3.0,1,3.2283053398132324
106,-3.0,1,3.256418228149414
107,-1.75,15,3.30722975730896
108,-3.0,1,3.333395481109619
109,-3.05,2,3.357675790786743
110,-3.05,2,3.3808023929595947
111,-3.05,2,3.403839588165283
112,-3.15,4,3.4318244457244873
113,4.449999999999999,4,3.4650182723999023
114,-3.15,4,3.492163896560669
115,-3.05,2,3.516300678253174
116,-3.05,2,3.5406382083892822
117,4.6000000000000005,3,3.5672292709350586
118,-3.0,1,3.589967966079712
119,4.75,2,3.6128411293029785
120,-3.0,1,3.6359918117523193
121,4.0,7,3.674699306488037
122,-3.0,1,3.699408769607544
123,-3.25,6,3.7324836254119873
124,-3.0,1,3.7590510845184326
125,-3.1,3,3.783583164215088
126,-3.15,4,3.8100483417510986
127,-3.35,8,3.842031240463257
128,-1.75,15,3.885185956954956
129,-3.0,1,3.911653995513916
130,-3.0,1,3.9373953342437744
131,-3.05,2,3.9620680809020996
132,-3.0,1,3.9830286502838135
133,4.15,6,4.016149282455444
134,-3.05,2,4.04424262046814
135,-3.05,2,4.068690776824951
136,-3.2,5,4.097307205200195
137,-3.25,6,4.134320020675659
138,-3.0,1,4.164635896682739
139,-3.0,1,4.191401720046997
140,-3.05,2,4.222627401351929
141,-3.0,1,4.24977707862854
142,-3.15,4,4.277168035507202
143,-3.05,2,4.303462743759155
144,4.3,5,4.341129541397095
145,-3.2,5,4.371110677719116
146,-3.6,13,4.412217378616333
147,-3.2,5,4.44411301612854
148,3.85,8,4.640864133834839
149,-3.0,1,4.672609806060791
150,-3.05,2,4.705961465835571
151,-3.0,1,4.735448837280273
152,-3.55,12,4.787247657775879
153,4.75,2,4.810742616653442
154,-3.35,8,4.848970890045166
155,-3.25,6,4.88082218170166
156,-3.1,3,4.905809164047241
157,-3.05,2,4.928030490875244
158,4.6000000000000005,3,4.95978856086731
159,-3.4,9,5.002661466598511
160,4.6000000000000005,3,5.028629779815674
161,-3.05,2,5.057249546051025
162,-3.1,3,5.0888707637786865
163,3.85,8,5.127772092819214
164,-3.0,1,5.151827096939087
165,3.6999999999999997,9,5.189812183380127
166,-3.0,1,5.215137720108032
167,4.75,2,5.244567632675171
168,-3.15,4,5.275163412094116
169,-3.1,3,5.307737112045288
170,-3.1,3,5.335533380508423
171,3.85,8,5.37029242515564
172,-3.4,9,5.40765905380249
173,-3.0,1,5.433919191360474
174,-3.15,4,5.460606813430786
175,-3.0,1,5.4862775802612305
176,-3.2,5,5.513589859008789
177,-3.0,1,5.5422821044921875
178,-3.25,6,5.5785627365112305
179,-1.75,15,5.630578994750977
180,-3.2,5,5.658690929412842
181,-3.0,1,5.681515455245972
182,-3.0,1,5.70717978477478
183,-3.15,4,5.736832857131958
184,-3.3,7,5.770014524459839
185,-3.05,2,5.794154405593872
186,-3.15,4,5.820698976516724
187,4.15,6,5.857492685317993
188,4.0,7,5.893896818161011
189,-3.0,1,5.918427467346191
190,-3.4,9,5.96104097366333
191,4.449999999999999,4,5.989969730377197
192,-3.25,6,6.019750595092773
193,4.6000000000000005,3,6.050028324127197
194,-3.1,3,6.093158006668091
195,-1.75,15,6.153783082962036
196,-3.05,2,6.183028697967529
197,-1.75,15,6.228758335113525
198,3.25,12,6.271235227584839
199,-3.05,2,6.293804883956909
200,-3.35,8,6.494004726409912
201,4.3,5,6.531282901763916
202,-3.0,1,6.557531833648682
203,-3.15,4,6.583927631378174
204,-3.1,3,6.6141955852508545
205,-3.0,1,6.637864112854004
206,4.3,5,6.667112827301025
207,-3.0,1,6.689247369766235
208,-3.05,2,6.717206716537476
209,4.15,6,6.7458086013793945
