#{"t_start": 1787938823.7381094, "env_id": "None"}
r,l,t
-3.0,1,0.039567
-3.0,1,0.065395
-3.0,1,0.089328
-3.4,9,0.130105
-3.2,5,0.157372
2.95,14,0.208988
4.6,3,0.238657
-3.0,1,0.26582
-3.05,2,0.297403
4.45,4,0.327391
3.55,10,0.367613
-3.1,3,0.394772
-3.2,5,0.428411
-3.1,3,0.462924
-3.0,1,0.486455
-3.05,2,0.513966
-3.35,8,0.552083
-3.3,7,0.591925
-3.0,1,0.613516
-3.1,3,0.638061
-1.75,15,0.691449
4.75,2,0.71908
3.1,13,0.764613
-3.15,4,0.793308
4.3,5,0.821195
-3.4,9,0.855309
-3.0,1,0.883136
-3.15,4,0.913774
4.0,7,0.95219
-3.05,2,0.976038
4.6,3,0.999919
4.0,7,1.04193
-3.0,1,1.067404
-3.0,1,1.092281
-3.0,1,1.119835
-3.25,6,1.153255
-3.15,4,1.18194
-3.2,5,1.212484
-3.2,5,1.248171
-3.0,1,1.275134
-3.15,4,1.305423
4.15,6,1.339204
-3.05,2,1.364683
4.0,7,1.395365
2.95,14,1.437253
-3.4,9,1.469634
-3.2,5,1.498802
-3.05,2,1.523086
3.85,8,1.555248
-3.0,1,1.57856
-3.1,3,1.605931
-3.15,4,1.63165
-3.05,2,1.655006
-3.05,2,1.679342
-3.1,3,1.703678
4.15,6,1.894565
-3.0,1,1.922786
-3.2,5,1.954278
-3.15,4,1.980988
4.75,2,2.006608
-3.0,1,2.030921
3.25,12,2.075973
-3.35,8,2.114655
4.6,3,2.150846
4.75,2,2.173177
-3.3,7,2.212222
4.6,3,2.249706
-3.5,11,2.301442
4.9,1,2.328238
-3.4,9,2.366281
-3.05,2,2.390709
-3.1,3,2.41783
-3.15,4,2.448078
-3.0,1,2.471208
-3.45,10,2.512073
-3.0,1,2.536802
-3.0,1,2.561252
-3.05,2,2.584041
-3.05,2,2.605749
3.4,11,2.648115
4.6,3,2.672778
-3.1,3,2.700949
-3.35,8,2.732314
-3.4,9,2.769136
-3.1,3,2.793232
4.9,1,2.818928
-3.6,13,2.858739
4.45,4,2.88714
-3.25,6,2.919106
4.6,3,2.943027
-3.15,4,2.970009
-3.3,7,3.001666
-3.25,6,3.030917
4.75,2,3.061058
-3.05,2,3.089235
-1.75,15,3.134313
-3.15,4,3.162724
4.3,5,3.191965
-3.0,1,3.218039
4.0,7,3.247669
-3.15,4,3.276715
-3.05,2,3.30244
-3.35,8,3.340162
-3.45,10,3.386384
-3.0,1,3.418382
4.6,3,3.450964
-3.05,2,3.478205
-3.05,2,3.50272
-3.0,1,3.532911
-3.25,6,3.570042
-3.1,3,3.599648
-3.0,1,3.780696
4.6,3,3.805842
-3.35,8,3.846552
3.85,8,3.883818
-3.1,3,3.914403
-3.1,3,3.940542
-3.1,3,3.969163
-3.0,1,3.993561
4.6,3,4.024137
-3.15,4,4.052376
-3.1,3,4.078053
-1.75,15,4.126225
-3.05,2,4.153411
3.7,9,4.193602
-3.0,1,4.218885
-3.0,1,4.24017
-3.5,11,4.281704
-3.3,7,4.312389
-3.2,5,4.341029
-3.2,5,4.378687
-3.0,1,4.409492
-3.1,3,4.435319
4.6,3,4.46276
-3.35,8,4.496166
-3.3,7,4.525683
-3.25,6,4.554402
-3.05,2,4.580053
-3.0,1,4.604831
-3.05,2,4.632088
4.3,5,4.664437
-3.45,10,4.701478
-3.0,1,4.727196
-3.15,4,4.754359
-3.0,1,4.780059
-3.0,1,4.801931
3.7,9,4.836221
-3.05,2,4.862756
-3.1,3,4.887867
-3.05,2,4.913272
-3.0,1,4.938405
-3.3,7,4.97007
-3.05,2,4.997249
4.75,2,5.022695
-1.75,15,5.067563
-3.0,1,5.096266
-3.5,11,5.136779
4.3,5,5.166711
-3.0,1,5.186524
4.15,6,5.220273
-3.35,8,5.255414
-3.0,1,5.282498
-3.1,3,5.309692
-3.2,5,5.340186
-3.05,2,5.367295
-3.4,9,5.412097
-3.15,4,5.440841
4.9,1,5.466631
-3.05,2,5.490595
-3.0,1,5.515562
-3.0,1,5.539249
-3.1,3,5.739723
4.45,4,5.776739
-3.35,8,5.81796
-3.0,1,5.845383
4.75,2,5.875619
-3.2,5,5.914554
-3.0,1,5.939413
4.6,3,5.967994
-3.05,2,5.990375
-3.0,1,6.01914
4.15,6,6.049983
-3.1,3,6.074906
-3.15,4,6.101569
-3.25,6,6.133139
-3.15,4,6.163265
-3.0,1,6.188696
-3.4,9,6.230931
-3.05,2,6.255804
-3.15,4,6.283126
-3.0,1,6.310417
-3.05,2,6.3378
-3.0,1,6.364224
4.0,7,6.402967
-3.05,2,6.427571
-3.0,1,6.453483
-3.1,3,6.485469
-3.05,2,6.516262
-3.0,1,6.54183
-3.0,1,6.567092
4.6,3,6.596196
-3.1,3,6.620843
4.6,3,6.654542
-3.05,2,6.684475
-3.0,1,6.714788
4.0,7,6.759278
-3.0,1,6.784969
-3.15,4,6.818983
-3.05,2,6.845294
-3.15,4,6.872123
-3.25,6,6.903216
4.0,7,6.940542
-3.2,5,6.971852
4.45,4,7.024198
-3.05,2,7.0716
-3.0,1,7.108318
-3.05,2,7.136328
-3.0,1,7.163884
-3.25,6,7.206557
-3.1,3,7.23414
4.75,2,7.260745
-3.0,1,7.287509
4.45,4,7.316069
-3.0,1,7.33577
3.4,11,7.382251
-3.0,1,7.404854
-3.15,4,7.434711
4.75,2,7.462837
4.9,1,7.485981
4.75,2,7.508761
-3.0,1,7.531097
-1.75,15,7.572215
-3.0,1,7.597009
-3.2,5,7.636204
-1.75,15,7.679843
4.3,5,7.707487
-3.0,1,7.736261
-3.0,1,7.760848
-3.25,6,7.792815
-3.25,6,7.821341
-3.1,3,7.846922
-3.05,2,7.869219
-1.75,15,8.065543
-3.2,5,8.098678
4.75,2,8.124781
4.0,7,8.166644
4.0,7,8.205366
-3.25,6,8.238729
4.45,4,8.272036
-3.05,2,8.298768
-3.15,4,8.32605
4.6,3,8.354813
-3.1,3,8.379821
-3.0,1,8.402774
3.85,8,8.443396
-3.0,1,8.471459
4.6,3,8.501316
-3.0,1,8.527699
3.85,8,8.56033
2.95,14,8.604598
-3.3,7,8.640687
3.7,9,8.681565
-3.0,1,8.705324
3.4,11,8.740644
-3.1,3,8.766591
-3.15,4,8.792076
-3.6,13,8.835405
-3.05,2,8.862064
-3.7,15,8.90907
3.85,8,8.951668
-3.1,3,8.980716
-3.05,2,9.011216
-3.15,4,9.046233
-3.25,6,9.080374
4.9,1,9.102917
4.15,6,9.138373
-3.35,8,9.176338
-3.15,4,9.203797
-3.05,2,9.22702
-3.05,2,9.250694
-3.1,3,9.27542
-3.05,2,9.303996
-3.05,2,9.331125
-3.3,7,9.36029
-3.15,4,9.390636
3.4,11,9.433809
-3.05,2,9.459826
-3.05,2,9.485256
-3.25,6,9.517678
-3.15,4,9.543379
-3.5,11,9.580307
-3.1,3,9.607625
4.75,2,9.636621
3.85,8,9.850059
-3.1,3,9.880644
-3.25,6,9.915671
-3.05,2,9.938232
-3.05,2,9.965927
3.4,11,10.004248
4.75,2,10.029926
-3.6,13,10.08084
-3.05,2,10.105422
4.6,3,10.136001
-1.75,15,10.185574
4.6,3,10.214157
-3.0,1,10.237946
-3.05,2,10.266793
-3.1,3,10.298603
4.6,3,10.326602
4.3,5,10.355883
-3.0,1,10.378204
4.15,6,10.408611
-3.35,8,10.446885
-3.0,1,10.474573
3.4,11,10.525912
-3.65,14,10.57013
4.3,5,10.602301
4.15,6,10.634355
-1.75,15,10.68314
3.55,10,10.72133
-3.1,3,10.746709
-3.3,7,10.777434
-3.15,4,10.805715
-3.0,1,10.828363
-3.05,2,10.851951
-3.0,1,10.874992
-3.15,4,10.905575
-3.1,3,10.932305
-3.25,6,10.968258
-3.35,8,11.001369
-3.45,10,11.037276
4.6,3,11.065661
-3.35,8,11.104662
-3.0,1,11.131653
-3.0,1,11.153367
-3.25,6,11.184494
-1.75,15,11.231908
-3.3,7,11.264551
-3.15,4,11.289457
-3.05,2,11.318204
-3.15,4,11.514408
-3.05,2,11.540092
-3.3,7,11.574875
-3.35,8,11.60616
-3.05,2,11.632902
-3.25,6,11.661397
-3.2,5,11.693148
4.15,6,11.730685
4.6,3,11.756349
3.25,12,11.7963
-3.05,2,11.821002
-3.25,6,11.852112
-1.75,15,11.897739
-3.15,4,11.924203
4.45,4,11.956039
-3.05,2,11.982989
-3.0,1,12.004097
4.75,2,12.032556
-3.2,5,12.063641
-3.45,10,12.098441
-3.05,2,12.121315
-3.1,3,12.146696
4.45,4,12.173702
3.7,9,12.211782
-3.2,5,12.238031
-3.2,5,12.276709
-3.35,8,12.313899
-3.5,11,12.356057
-3.05,2,12.382458
-3.15,4,12.412807
4.6,3,12.437632
-3.05,2,12.461704
-3.0,1,12.485943
-3.15,4,12.514594
-3.2,5,12.54636
4.3,5,12.578657
4.45,4,12.613379
-3.05,2,12.637186
-3.15,4,12.665509
-3.1,3,12.691091
-3.45,10,12.729917
3.4,11,12.772202
-3.15,4,12.812352
-3.3,7,12.852016
-3.45,10,12.892507
-3.05,2,12.918323
-3.2,5,12.949447
-3.2,5,12.982615
-3.0,1,13.011983
-3.3,7,13.043835
-3.05,2,13.069352
-3.05,2,13.250017
-3.0,1,13.283346
-3.0,1,13.304156
-3.65,14,13.352693
-3.7,15,13.398596
-3.2,5,13.42899
3.55,10,13.465715
-3.0,1,13.493371
-3.05,2,13.516711
3.55,10,13.556675
4.9,1,13.579222
-3.05,2,13.604016
-3.0,1,13.627214
-3.2,5,13.66293
3.4,11,13.701462
3.1,13,13.743885
-3.1,3,13.779607
-3.25,6,13.811912
-3.3,7,13.843215
-3.7,15,13.890183
4.6,3,13.919504
-3.0,1,13.943626
-3.05,2,13.96711
3.1,13,14.011037
-1.75,15,14.054666
-3.15,4,14.085236
4.45,4,14.112479
-3.05,2,14.135571
-3.3,7,14.165555
-3.5,11,14.20656
-1.75,15,14.2497
3.85,8,14.288283
-3.0,1,14.315346
3.25,12,14.352413
-3.1,3,14.380587
-3.05,2,14.40522
4.0,7,14.438449
-3.15,4,14.469277
4.15,6,14.501719
-3.0,1,14.526011
-3.05,2,14.549401
-3.45,10,14.749115
-1.75,15,14.799001
4.6,3,14.823434
4.15,6,14.857852
4.75,2,14.889838
3.4,11,14.935874
-3.6,13,14.976032
-3.7,15,15.019852
-3.35,8,15.051304
-3.4,9,15.086622
-1.75,15,15.133876
3.25,12,15.181155
4.45,4,15.219391
-3.35,8,15.254966
4.0,7,15.287069
4.45,4,15.31683
-3.35,8,15.354359
-3.3,7,15.385933
-3.55,12,15.428087
4.3,5,15.455315
3.25,12,15.495739
-3.6,13,15.536944
-3.5,11,15.579372
2.8,15,15.627799
3.85,8,15.668352
-3.3,7,15.706384
4.3,5,15.738489
-3.15,4,15.767869
3.85,8,15.80188
-3.05,2,15.825699
-3.1,3,15.854683
3.85,8,16.045587
-3.05,2,16.076088
-3.1,3,16.107013
-3.1,3,16.13769
2.8,15,16.186163
4.15,6,16.215948
-3.15,4,16.244237
-1.75,15,16.289386
-3.1,3,16.317237
4.0,7,16.354854
-3.05,2,16.382742
-3.55,12,16.424146
4.3,5,16.454161
-1.75,15,16.500432
-3.0,1,16.521925
3.85,8,16.553655
-3.25,6,16.583537
3.85,8,16.615856
-3.1,3,16.641077
-3.0,1,16.663188
4.0,7,16.695295
-3.35,8,16.727649
3.25,12,16.769022
-3.45,10,16.814814
4.6,3,16.839272
4.0,7,16.879762
-3.7,15,16.930881
-1.75,15,16.975803
3.7,9,17.011823
-3.2,5,17.037393
4.3,5,17.069206
4.15,6,17.105077
-3.0,1,17.135242
3.55,10,17.170073
-3.25,6,17.19992
4.45,4,17.231385
3.1,13,17.412077
-1.75,15,17.454933
-3.05,2,17.478489
-3.35,8,17.517627
-3.05,2,17.542001
-3.05,2,17.570428
-3.2,5,17.602238
-3.55,12,17.652871
-3.55,12,17.69547
4.15,6,17.73049
-3.1,3,17.760251
4.0,7,17.799913
-3.35,8,17.835864
4.3,5,17.86778
-3.35,8,17.901654
3.4,11,17.943724
-3.35,8,17.982459
3.7,9,18.024724
4.0,7,18.055798
-3.6,13,18.106797
-3.5,11,18.149951
-3.3,7,18.179924
-3.05,2,18.20159
3.4,11,18.242939
4.3,5,18.268791
-1.75,15,18.320116
-3.4,9,18.360343
-1.75,15,18.405743
4.45,4,18.436333
4.15,6,18.465956
-3.45,10,18.502819
-3.4,9,18.533376
-3.5,11,18.701169
-3.65,14,18.74631
3.85,8,18.781645
4.0,7,18.818841
4.3,5,18.848899
-3.15,4,18.877699
-3.5,11,18.914789
-3.05,2,18.940962
-3.15,4,18.975007
4.75,2,19.001628
-3.0,1,19.02437
4.15,6,19.059099
-3.0,1,19.0819
-3.05,2,19.105463
-3.0,1,19.141006
-3.65,14,19.190786
-3.05,2,19.218124
-3.6,13,19.266768
3.7,9,19.307936
4.3,5,19.338822
-3.05,2,19.369817
-3.15,4,19.398927
-3.3,7,19.432685
4.45,4,19.465879
-3.6,13,19.516853
3.7,9,19.560629
-3.5,11,19.600021
-3.0,1,19.621032
4.45,4,19.648697
-3.25,6,19.678473
4.15,6,19.708122
-3.35,8,19.740653
-3.0,1,19.765252
-3.25,6,19.797591
-3.3,7,19.831467
-3.05,2,19.861622
-3.1,3,19.885329
-3.0,1,19.912318
-3.15,4,19.938523
-1.75,15,19.983029
-3.4,9,20.018337
4.15,6,20.049173
-3.6,13,20.235975
3.1,13,20.278076
-3.25,6,20.310153
4.0,7,20.350185
-3.55,12,20.399298
-3.0,1,20.419931
-3.25,6,20.449347
-3.55,12,20.48752
-3.65,14,20.532176
-3.35,8,20.565976
-3.35,8,20.599214
-3.15,4,20.629533
4.0,7,20.662607
4.3,5,20.694217
3.4,11,20.732144
-3.55,12,20.776708
-3.1,3,20.804454
4.15,6,20.842126
-3.45,10,20.880018
-3.3,7,20.915077
4.9,1,20.941278
-3.25,6,20.975025
-3.0,1,21.003445
-3.3,7,21.038675
3.55,10,21.077981
-3.1,3,21.109691
-3.25,6,21.145598
-3.1,3,21.173712
-3.3,7,21.207323
-3.3,7,21.240594
-3.45,10,21.277807
-3.05,2,21.304711
3.4,11,21.345877
3.7,9,21.385504
4.3,5,21.415994
-3.05,2,21.439591
3.7,9,21.473785
4.45,4,21.6422
-3.05,2,21.667939
-3.2,5,21.696759
-3.0,1,21.716824
4.15,6,21.745183
4.0,7,21.778676
4.0,7,21.81348
4.45,4,21.840757
4.9,1,21.863596
3.85,8,21.899574
-3.0,1,21.924528
-3.6,13,21.974102
-3.15,4,22.0042
-3.25,6,22.046937
-3.3,7,22.080138
-3.2,5,22.109062
-3.1,3,22.136382
-3.0,1,22.162186
-3.35,8,22.199132
-3.0,1,22.227078
-3.1,3,22.251714
-3.25,6,22.288823
-3.25,6,22.334619
-3.25,6,22.368927
-3.1,3,22.399154
4.45,4,22.432007
4.3,5,22.468964
4.0,7,22.506515
3.4,11,22.555555
-3.1,3,22.583379
3.85,8,22.618543
-3.05,2,22.644274
3.4,11,22.692052
4.0,7,22.735423
-3.45,10,22.777571
-3.0,1,22.800638
3.85,8,22.833965
-3.4,9,22.868018
4.3,5,22.897476
-1.75,15,22.94418
4.6,3,22.975672
-3.25,6,23.006313
4.75,2,23.033742
-3.15,4,23.059688
-3.0,1,23.081902
-3.55,12,23.122777
-3.2,5,23.151013
4.0,7,23.332637
-3.35,8,23.366387
3.85,8,23.401573
4.15,6,23.432562
-3.0,1,23.455987
-3.1,3,23.481981
-3.05,2,23.509916
3.7,9,23.547925
4.15,6,23.57602
3.7,9,23.608689
-3.05,2,23.630172
-3.25,6,23.658127
-3.15,4,23.682889
-3.45,10,23.723954
-3.45,10,23.763087
-3.05,2,23.787132
-3.4,9,23.827728
-3.1,3,23.859234
4.0,7,23.896512
3.7,9,23.931797
3.85,8,23.968178
4.6,3,23.998994
4.15,6,24.03107
-3.15,4,24.06004
-3.25,6,24.09737
4.15,6,24.135453
4.0,7,24.167877
-3.55,12,24.209713
-3.65,14,24.257988
-3.6,13,24.301435
-3.15,4,24.33499
-3.25,6,24.36817
3.55,10,24.410379
-3.05,2,24.434415
4.3,5,24.461993
-3.4,9,24.495314
-3.05,2,24.519446
-3.2,5,24.551745
-3.05,2,24.583514
4.6,3,24.612265
-3.1,3,24.642256
4.45,4,24.681471
-3.6,13,24.874571
-3.4,9,24.909162
-3.05,2,24.934653
-3.35,8,24.967561
4.3,5,24.997333
4.15,6,25.029208
3.25,12,25.069
4.15,6,25.103891
-3.15,4,25.137092
-3.4,9,25.170579
-3.3,7,25.20418
4.6,3,25.228025
-3.25,6,25.259566
3.1,13,25.297769
3.4,11,25.340796
-3.0,1,25.366712
4.6,3,25.395132
-3.6,13,25.436613
-3.35,8,25.468226
-3.3,7,25.50436
-3.1,3,25.526918
-3.05,2,25.552721
-3.2,5,25.582046
-3.2,5,25.613132
3.55,10,25.653376
-3.15,4,25.686668
-3.2,5,25.722026
3.55,10,25.76344
-3.15,4,25.797449
3.4,11,25.850888
4.15,6,25.893039
4.6,3,25.920145
3.7,9,25.961706
4.3,5,25.994299
4.45,4,26.022263
4.45,4,26.05075
-3.55,12,26.092741
-3.15,4,26.129824
4.45,4,26.160376
-3.25,6,26.328351
4.6,3,26.354142
-3.1,3,26.382994
-3.15,4,26.410259
4.15,6,26.442573
3.85,8,26.482767
4.3,5,26.514602
3.7,9,26.553629
-3.25,6,26.58752
-3.0,1,26.611351
-3.2,5,26.637321
4.3,5,26.670063
-3.25,6,26.701894
-3.2,5,26.729842
4.6,3,26.754969
-3.3,7,26.788459
-3.25,6,26.817996
4.15,6,26.851258
4.75,2,26.876782
4.6,3,26.900989
3.85,8,26.935436
-3.2,5,26.966587
-3.35,8,27.01213
-3.15,4,27.047341
-3.3,7,27.091026
-3.2,5,27.13006
-3.35,8,27.166666
-3.4,9,27.205335
4.3,5,27.240224
-3.3,7,27.276601
4.15,6,27.308295
4.6,3,27.334898
3.7,9,27.372747
4.0,7,27.409258
-3.0,1,27.433939
-3.1,3,27.461798
3.85,8,27.497739
-3.25,6,27.522922
-3.05,2,27.546625
-3.05,2,27.568379
3.55,10,27.605343
4.45,4,27.635352
4.15,6,27.666096
4.45,4,27.694723
-3.5,11,27.72998
3.4,11,27.76632
-3.15,4,27.934678
4.45,4,27.962965
4.3,5,27.995354
-3.05,2,28.016387
-3.0,1,28.043113
4.15,6,28.075145
-3.15,4,28.104616
4.0,7,28.138602
-3.15,4,28.166832
4.15,6,28.202031
-3.05,2,28.228692
-3.0,1,28.250879
4.6,3,28.276533
-3.2,5,28.303788
4.15,6,28.332649
4.15,6,28.363694
4.15,6,28.395421
-3.0,1,28.418785
3.55,10,28.454997
4.15,6,28.486089
-3.2,5,28.516234
-3.45,10,28.55597
-3.1,3,28.583574
-3.55,12,28.623039
3.4,11,28.662381
4.0,7,28.695961
4.3,5,28.727745
-3.15,4,28.756849
-3.5,11,28.801203
3.85,8,28.844145
-3.45,10,28.878891
-3.1,3,28.905932
-3.25,6,28.942684
-3.25,6,28.9748
4.0,7,29.017675
4.0,7,29.061087
4.0,7,29.098796
-3.2,5,29.1326
4.3,5,29.167242
4.45,4,29.196553
-3.0,1,29.221585
4.45,4,29.25286
4.6,3,29.277986
-3.0,1,29.300446
-3.05,2,29.324218
-3.15,4,29.355568
4.3,5,29.389549
-3.1,3,29.417921
4.6,3,29.450482
4.6,3,29.477321
4.45,4,29.64805
-3.3,7,29.677553
3.55,10,29.714174
-3.1,3,29.742799
4.3,5,29.771855
4.6,3,29.799795
-3.0,1,29.821248
4.6,3,29.848341
3.85,8,29.881316
-3.15,4,29.909705
-3.3,7,29.944395
-3.3,7,29.977828
-3.15,4,30.005517
-3.3,7,30.039306
-3.15,4,30.06943
3.25,12,30.120084
3.7,9,30.159902
-3.35,8,30.19508
3.55,10,30.235785
-3.2,5,30.267565
-3.35,8,30.303972
3.85,8,30.341104
-3.15,4,30.372846
-3.05,2,30.399142
3.7,9,30.438164
4.15,6,30.469052
4.6,3,30.497326
-3.35,8,30.53162
-3.1,3,30.555757
-3.15,4,30.583612
4.15,6,30.623558
-3.25,6,30.65183
-3.3,7,30.687831
-3.2,5,30.717072
3.7,9,30.748838
-3.15,4,30.77636
3.85,8,30.811158
-3.0,1,30.833951
3.7,9,30.869026
3.7,9,30.907887
-3.15,4,30.933838
-3.2,5,30.963215
4.0,7,30.994483
-3.15,4,31.185029
-3.25,6,31.222606
4.0,7,31.25556
4.3,5,31.286336
-3.15,4,31.314875
3.55,10,31.34816
-3.4,9,31.385394
-3.2,5,31.41227
-3.4,9,31.444832
4.3,5,31.478904
3.1,13,31.516747
-3.45,10,31.552816
-3.3,7,31.583709
-3.3,7,31.614878
3.7,9,31.653813
4.45,4,31.685392
3.25,12,31.73343
-3.15,4,31.76792
4.6,3,31.799778
4.3,5,31.840329
4.9,1,31.864024
4.15,6,31.899394
4.0,7,31.93388
-3.0,1,31.956918
-3.4,9,31.994998
3.85,8,32.032135
4.6,3,32.059977
-3.5,11,32.098204
3.7,9,32.133839
-3.4,9,32.168467
4.15,6,32.200069
3.85,8,32.233459
-3.4,9,32.273242
3.7,9,32.311184
-3.3,7,32.343564
4.0,7,32.380264
-3.45,10,32.418899
4.45,4,32.594934
3.55,10,32.635109
-3.0,1,32.661667
3.55,10,32.701399
4.6,3,32.72591
-3.5,11,32.769607
3.55,10,32.809423
-3.1,3,32.836695
-3.4,9,32.869872
-3.25,6,32.903457
4.9,1,32.928013
-3.35,8,32.960619
-3.1,3,32.986543
-3.1,3,33.011631
-3.45,10,33.04511
3.7,9,33.079352
-3.2,5,33.108145
-3.0,1,33.130051
-3.25,6,33.162222
4.0,7,33.19716
-3.05,2,33.221365
-3.1,3,33.249069
-3.1,3,33.275652
3.7,9,33.31179
3.7,9,33.346937
-3.1,3,33.379281
-3.1,3,33.408234
-3.1,3,33.435034
-3.0,1,33.46134
-3.5,11,33.500815
-3.4,9,33.535272
-3.35,8,33.567792
-3.0,1,33.593511
3.85,8,33.629747
-3.35,8,33.661814
-3.5,11,33.703128
4.6,3,33.730377
4.0,7,33.764558
4.6,3,33.792472
4.75,2,33.814458
-3.4,9,33.856733
-3.15,4,33.885051
-3.2,5,33.920853
-3.35,8,33.954499
4.45,4,34.126843
-3.3,7,34.16093
4.15,6,34.196034
-3.55,12,34.23975
4.15,6,34.271377
-3.0,1,34.295021
4.0,7,34.327994
-3.0,1,34.351082
-3.7,15,34.397747
4.0,7,34.431228
4.0,7,34.463361
-3.3,7,34.495444
-3.2,5,34.522395
4.45,4,34.55784
-3.5,11,34.60726
-3.0,1,34.63345
-3.0,1,34.661144
3.25,12,34.697648
4.15,6,34.731415
-3.3,7,34.763328
-3.35,8,34.801137
4.45,4,34.831464
3.55,10,34.876993
4.15,6,34.911336
3.55,10,34.960835
3.85,8,35.003809
-3.1,3,35.033635
3.85,8,35.070654
-3.2,5,35.100462
-3.1,3,35.128165
-3.2,5,35.16139
4.3,5,35.187322
-3.2,5,35.21626
3.7,9,35.25035
-3.45,10,35.28596
-3.0,1,35.311461
3.85,8,35.343359
4.3,5,35.374965
3.85,8,35.414557
3.85,8,35.452974
-3.35,8,35.628788
-3.45,10,35.670691
4.45,4,35.699109
-3.1,3,35.728053
3.7,9,35.764219
-3.1,3,35.79828
4.0,7,35.8351
-3.4,9,35.877495
-3.2,5,35.907249
-3.35,8,35.941377
-3.1,3,35.967761
-3.3,7,36.010036
4.45,4,36.039289
-3.65,14,36.088723
4.3,5,36.121549
4.0,7,36.152608
-3.0,1,36.175678
3.85,8,36.2105
4.3,5,36.238901
4.15,6,36.268842
-3.4,9,36.314813
4.15,6,36.353591
4.75,2,36.384668
-3.05,2,36.415309
4.15,6,36.454463
-3.3,7,36.501005
4.15,6,36.541375
-3.2,5,36.571383
-3.3,7,36.609373
4.15,6,36.641405
3.7,9,36.682031
-3.4,9,36.721469
4.15,6,36.759554
3.7,9,36.799659
